,Year,Subregion,City,Total activities,non-urgent activity,technical assistance,preventive device,dangerous leaks,urban fire,vegetation fire,mobility,practicesal,rescues,simulacrum,technical support
4137,2013,Conca de Barberà,Barberà de la Conca,8.0,,,,,,7.0,1.0,,,,
4138,2013,Conca de Barberà,Blancafort,4.0,,,,,1.0,3.0,,,,,
4139,2013,Conca de Barberà,Conesa,3.0,2.0,1.0,,,,,,,,,
4140,2013,Conca de Barberà,"Espluga de Francolí, L'",24.0,4.0,,,1.0,9.0,5.0,4.0,,,1.0,
4141,2013,Conca de Barberà,Forès,1.0,1.0,,,,,,,,,,
4142,2013,Conca de Barberà,Llorac,2.0,,,,,,1.0,1.0,,,,
4143,2013,Conca de Barberà,Montblanc,241.0,151.0,7.0,7.0,,18.0,21.0,23.0,3.0,6.0,3.0,2.0
4144,2013,Conca de Barberà,Passanant i Belltall,8.0,7.0,,,,,,1.0,,,,
4145,2013,Conca de Barberà,"Piles, Les",6.0,,,,,,3.0,2.0,,1.0,,
4146,2013,Conca de Barberà,Pira,8.0,,,,,,2.0,6.0,,,,
4147,2013,Conca de Barberà,Pontils,1.0,,,,,,,1.0,,,,
4148,2013,Conca de Barberà,Rocafort de Queralt,2.0,,,,,1.0,,1.0,,,,
4149,2013,Conca de Barberà,Santa Coloma de Queralt,40.0,10.0,,2.0,,9.0,11.0,5.0,3.0,,,
4150,2013,Conca de Barberà,Sarral,19.0,6.0,,,,1.0,3.0,4.0,1.0,4.0,,
4151,2013,Conca de Barberà,Savallà del Comtat,4.0,4.0,,,,,,,,,,
4152,2013,Conca de Barberà,Senan,4.0,4.0,,,,,,,,,,
4153,2013,Conca de Barberà,Solivella,4.0,,,,,1.0,1.0,1.0,,1.0,,
4154,2013,Conca de Barberà,Vallclara,1.0,1.0,,,,,,,,,,
4155,2013,Conca de Barberà,Vallfogona de Riucorb,7.0,2.0,,1.0,,2.0,1.0,,,1.0,,
4156,2013,Conca de Barberà,Vilanova de Prades,2.0,1.0,,,,,1.0,,,,,
4157,2013,Conca de Barberà,Vilaverd,17.0,,,,,4.0,4.0,8.0,,,1.0,
4158,2013,Conca de Barberà,Vimbodí i Poblet,15.0,4.0,,,,3.0,1.0,4.0,,3.0,,
4159,2013,Garraf,Canyelles,19.0,,,1.0,1.0,8.0,4.0,2.0,1.0,2.0,,
4160,2013,Garraf,Cubelles,104.0,,16.0,,3.0,38.0,11.0,19.0,,16.0,1.0,
4161,2013,Garraf,Olivella,38.0,8.0,8.0,,,5.0,9.0,3.0,,5.0,,
4162,2013,Garraf,Sant Pere de Ribes,183.0,1.0,25.0,,3.0,65.0,33.0,31.0,,25.0,,
4163,2013,Garraf,Sitges,357.0,18.0,55.0,13.0,7.0,75.0,28.0,73.0,5.0,80.0,2.0,1.0
4164,2013,Garraf,Vilanova i la Geltrú,786.0,155.0,104.0,8.0,14.0,190.0,58.0,59.0,24.0,162.0,12.0,
4165,2013,Garrigues,"Albagés, L'",10.0,6.0,,,,,3.0,,,1.0,,
4166,2013,Garrigues,"Albi, L'",16.0,4.0,,,,1.0,10.0,1.0,,,,
4167,2013,Garrigues,Arbeca,26.0,3.0,2.0,,,2.0,8.0,3.0,5.0,3.0,,
4168,2013,Garrigues,Bellaguarda,1.0,,1.0,,,,,,,,,
4169,2013,Garrigues,"Borges Blanques, Les",103.0,18.0,18.0,5.0,3.0,12.0,11.0,14.0,11.0,11.0,,
4170,2013,Garrigues,Castelldans,17.0,5.0,1.0,,1.0,1.0,3.0,4.0,,2.0,,
4171,2013,Garrigues,Cervià de les Garrigues,13.0,5.0,1.0,,,1.0,2.0,3.0,,1.0,,
4172,2013,Garrigues,"Cogul, El",2.0,,,,,1.0,1.0,,,,,
4173,2013,Garrigues,"Espluga Calba, L'",6.0,,,,,,6.0,,,,,
4174,2013,Garrigues,"Floresta, La",4.0,,,1.0,,1.0,,1.0,1.0,,,
4175,2013,Garrigues,Fulleda,1.0,,,,,,1.0,,,,,
4176,2013,Garrigues,"Granadella, La",50.0,8.0,20.0,5.0,,3.0,4.0,6.0,1.0,3.0,,
4177,2013,Garrigues,Granyena de les Garrigues,3.0,1.0,,,1.0,,1.0,,,,,
4178,2013,Garrigues,Juncosa,4.0,,1.0,,,,3.0,,,,,
4179,2013,Garrigues,Juneda,35.0,2.0,5.0,,,2.0,9.0,13.0,,4.0,,
4180,2013,Garrigues,"Omellons, Els",2.0,,,,,,1.0,1.0,,,,
4181,2013,Garrigues,"Pobla de Cérvoles, La",1.0,,,,,,1.0,,,,,
4182,2013,Garrigues,Puiggròs,4.0,,1.0,,,,2.0,1.0,,,,
4183,2013,Garrigues,"Soleràs, El",6.0,1.0,,,,1.0,2.0,1.0,,1.0,,
4184,2013,Garrigues,Tarrés,5.0,3.0,,,,1.0,1.0,,,,,
4185,2013,Garrigues,"Vilosell, El",2.0,1.0,,,,,,,,1.0,,
4186,2013,Garrigues,Vinaixa,21.0,4.0,,,,4.0,4.0,6.0,,1.0,2.0,
4187,2013,Garrotxa,Argelaguer,8.0,1.0,2.0,,,4.0,1.0,,,,,
4188,2013,Garrotxa,Besalú,28.0,6.0,3.0,,,5.0,1.0,8.0,,5.0,,
4189,2013,Garrotxa,Beuda,18.0,12.0,,,,,,,5.0,1.0,,
4190,2013,Garrotxa,Castellfollit de la Roca,8.0,4.0,1.0,,,1.0,,,,2.0,,
4191,2013,Garrotxa,Maià de Montcal,9.0,2.0,,,,4.0,,2.0,1.0,,,
4192,2013,Garrotxa,Mieres,3.0,2.0,,,,1.0,,,,,,
4193,2013,Garrotxa,Montagut i Oix,24.0,5.0,,,,,2.0,6.0,5.0,6.0,,
4194,2013,Garrotxa,Olot,360.0,99.0,57.0,5.0,6.0,56.0,3.0,37.0,50.0,42.0,4.0,1.0
4195,2013,Garrotxa,"Planes d'Hostoles, Les",25.0,11.0,1.0,,,1.0,2.0,6.0,1.0,3.0,,
4196,2013,Garrotxa,"Preses, Les",18.0,5.0,2.0,,1.0,2.0,1.0,3.0,,4.0,,
4197,2013,Garrotxa,Riudaura,8.0,1.0,3.0,,,,1.0,2.0,,1.0,,
4198,2013,Garrotxa,Sales de Llierca,36.0,21.0,,,,1.0,,,6.0,7.0,1.0,
4199,2013,Garrotxa,Sant Aniol de Finestres,5.0,1.0,,,,1.0,,2.0,,1.0,,
4200,2013,Garrotxa,Sant Feliu de Pallerols,18.0,7.0,,1.0,,2.0,2.0,4.0,,2.0,,
4201,2013,Garrotxa,Sant Ferriol,3.0,1.0,,,,,1.0,1.0,,,,
4202,2013,Garrotxa,Sant Jaume de Llierca,10.0,1.0,2.0,,,4.0,1.0,1.0,,1.0,,
4203,2013,Garrotxa,Sant Joan les Fonts,25.0,9.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,,
4204,2013,Garrotxa,Santa Pau,18.0,6.0,,,,3.0,,3.0,,6.0,,
4205,2013,Garrotxa,Tortellà,15.0,13.0,,,,,,,2.0,,,
4206,2013,Garrotxa,"Vall de Bianya, La",13.0,4.0,,,,2.0,1.0,3.0,,3.0,,
4207,2013,Garrotxa,"Vall d'en Bas, La",32.0,5.0,2.0,,,9.0,,5.0,,11.0,,
4208,2013,Gironès,Aiguaviva,23.0,1.0,2.0,,,8.0,3.0,9.0,,,,
4209,2013,Gironès,Bescanó,42.0,5.0,2.0,,,12.0,3.0,18.0,,2.0,,
4210,2013,Gironès,Bordils,8.0,1.0,,,,,,5.0,,2.0,,
4211,2013,Gironès,Campllong,13.0,8.0,1.0,,,1.0,,3.0,,,,
4212,2013,Gironès,Canet d'Adri,8.0,2.0,,,,2.0,1.0,1.0,1.0,1.0,,
4213,2013,Gironès,Cassà de la Selva,150.0,56.0,8.0,,1.0,48.0,11.0,14.0,2.0,10.0,,
4214,2013,Gironès,Celrà,37.0,1.0,2.0,,3.0,6.0,1.0,16.0,,5.0,3.0,
4215,2013,Gironès,Cervià de Ter,10.0,,,,,3.0,2.0,4.0,,1.0,,
4216,2013,Gironès,Flaçà,16.0,6.0,1.0,,1.0,5.0,1.0,1.0,,1.0,,
4217,2013,Gironès,Fornells de la Selva,36.0,5.0,7.0,,,12.0,2.0,7.0,2.0,,1.0,
4218,2013,Gironès,Girona,1002.0,203.0,174.0,17.0,24.0,193.0,31.0,128.0,15.0,199.0,11.0,7.0
4219,2013,Gironès,Juià,3.0,,,,,2.0,1.0,,,,,
4220,2013,Gironès,Llagostera,81.0,15.0,7.0,,1.0,15.0,10.0,26.0,,6.0,1.0,
4221,2013,Gironès,Llambilles,23.0,3.0,1.0,,,5.0,2.0,11.0,,1.0,,
4222,2013,Gironès,Madremanya,7.0,6.0,,,,,,1.0,,,,
4223,2013,Gironès,Quart,46.0,7.0,5.0,,1.0,11.0,1.0,19.0,,2.0,,
4224,2013,Gironès,Salt,157.0,6.0,35.0,,5.0,57.0,5.0,11.0,,36.0,2.0,
4225,2013,Gironès,Sant Andreu Salou,2.0,,,,,1.0,1.0,,,,,
4226,2013,Gironès,Sant Gregori,36.0,4.0,2.0,,,9.0,7.0,13.0,,1.0,,
4227,2013,Gironès,Sant Joan de Mollet,3.0,,,,,1.0,1.0,1.0,,,,
4228,2013,Gironès,Sant Jordi Desvalls,11.0,,5.0,,,2.0,3.0,1.0,,,,
4229,2013,Gironès,Sant Julià de Ramis,45.0,1.0,1.0,,,10.0,5.0,24.0,,4.0,,
4230,2013,Gironès,Sant Martí de Llémena,13.0,1.0,1.0,,,2.0,2.0,3.0,,4.0,,
4231,2013,Gironès,Sant Martí Vell,11.0,5.0,,,1.0,1.0,,4.0,,,,
4232,2013,Gironès,Sarrià de Ter,30.0,1.0,4.0,,,11.0,2.0,6.0,1.0,4.0,1.0,
4233,2013,Gironès,Vilablareix,24.0,2.0,3.0,,,8.0,1.0,6.0,3.0,1.0,,
4234,2013,Gironès,Viladasens,2.0,,,,,1.0,1.0,,,,,
4235,2013,Maresme,Alella,49.0,3.0,3.0,,1.0,16.0,6.0,6.0,,13.0,1.0,
4236,2013,Maresme,Arenys de Mar,169.0,4.0,63.0,7.0,7.0,15.0,3.0,15.0,11.0,42.0,2.0,
4237,2013,Maresme,Arenys de Munt,43.0,,11.0,,1.0,7.0,5.0,10.0,,9.0,,
4238,2013,Maresme,Argentona,92.0,4.0,14.0,2.0,1.0,17.0,16.0,27.0,1.0,10.0,,
4239,2013,Maresme,Cabrera de Mar,36.0,,3.0,,,8.0,4.0,13.0,,6.0,2.0,
4240,2013,Maresme,Cabrils,28.0,,6.0,,,15.0,2.0,2.0,,3.0,,
4241,2013,Maresme,Caldes d'Estrac,23.0,,12.0,,,7.0,,1.0,,3.0,,
4242,2013,Maresme,Calella,119.0,5.0,23.0,3.0,1.0,31.0,9.0,18.0,,26.0,3.0,
4243,2013,Maresme,Canet de Mar,50.0,1.0,12.0,1.0,1.0,13.0,3.0,9.0,,9.0,1.0,
4244,2013,Maresme,Dosrius,49.0,1.0,6.0,,1.0,14.0,6.0,5.0,8.0,4.0,,4.0
4245,2013,Maresme,Malgrat de Mar,171.0,10.0,34.0,9.0,6.0,45.0,8.0,31.0,7.0,18.0,3.0,
4246,2013,Maresme,"Masnou, El",75.0,1.0,19.0,,,28.0,2.0,9.0,1.0,15.0,,
4247,2013,Maresme,Mataró,917.0,50.0,148.0,5.0,10.0,361.0,42.0,51.0,108.0,132.0,8.0,2.0
4248,2013,Maresme,Montgat,50.0,3.0,13.0,,,11.0,7.0,4.0,,10.0,1.0,1.0
4249,2013,Maresme,Òrrius,17.0,5.0,3.0,1.0,,3.0,3.0,,1.0,1.0,,
4250,2013,Maresme,Palafolls,67.0,4.0,7.0,,2.0,18.0,12.0,9.0,3.0,9.0,3.0,
4251,2013,Maresme,Pineda de Mar,236.0,46.0,34.0,5.0,4.0,43.0,7.0,31.0,15.0,47.0,4.0,
4252,2013,Maresme,Premià de Dalt,34.0,1.0,9.0,,1.0,10.0,6.0,3.0,,3.0,1.0,
4253,2013,Maresme,Premià de Mar,116.0,1.0,21.0,1.0,6.0,46.0,4.0,8.0,3.0,22.0,4.0,
4254,2013,Maresme,Sant Andreu de Llavaneres,50.0,,13.0,,1.0,9.0,10.0,8.0,1.0,5.0,3.0,
4255,2013,Maresme,Sant Cebrià de Vallalta,29.0,,4.0,,1.0,7.0,4.0,11.0,,1.0,1.0,
4256,2013,Maresme,Sant Iscle de Vallalta,12.0,,1.0,,,4.0,4.0,1.0,,1.0,1.0,
4257,2013,Maresme,Sant Pol de Mar,35.0,4.0,3.0,,2.0,9.0,4.0,8.0,,5.0,,
4258,2013,Maresme,Sant Vicenç de Montalt,27.0,,7.0,,2.0,10.0,2.0,4.0,1.0,1.0,,
4259,2013,Maresme,Santa Susanna,45.0,9.0,1.0,,1.0,12.0,4.0,13.0,1.0,3.0,1.0,
4260,2013,Maresme,Teià,20.0,,2.0,,,8.0,5.0,1.0,,4.0,,
4261,2013,Maresme,Tiana,33.0,1.0,8.0,,1.0,9.0,5.0,5.0,,4.0,,
4262,2013,Maresme,Tordera,183.0,16.0,21.0,4.0,1.0,43.0,23.0,33.0,25.0,16.0,1.0,
4263,2013,Maresme,Vilassar de Dalt,24.0,,8.0,,,10.0,2.0,3.0,,1.0,,
4264,2013,Maresme,Vilassar de Mar,80.0,,9.0,1.0,2.0,34.0,4.0,7.0,,23.0,,
4265,2013,Montsià,Alcanar,66.0,2.0,1.0,,1.0,12.0,26.0,19.0,,5.0,,
4266,2013,Montsià,Amposta,315.0,86.0,39.0,9.0,4.0,28.0,40.0,33.0,39.0,32.0,1.0,4.0
4267,2013,Montsià,Freginals,15.0,,,,,2.0,6.0,7.0,,,,
4268,2013,Montsià,"Galera, La",4.0,2.0,,,,1.0,1.0,,,,,
4269,2013,Montsià,Godall,3.0,,,,,2.0,1.0,,,,,
4270,2013,Montsià,Mas de Barberans,11.0,,,,,,5.0,4.0,,2.0,,
4271,2013,Montsià,Masdenverge,13.0,1.0,,2.0,,,7.0,3.0,,,,
4272,2013,Montsià,Sant Carles de la Ràpita,74.0,8.0,9.0,,1.0,26.0,11.0,9.0,1.0,8.0,1.0,
4273,2013,Montsià,Sant Jaume d'Enveja,25.0,1.0,2.0,,,10.0,9.0,2.0,,1.0,,
4274,2013,Montsià,Santa Bàrbara,27.0,2.0,,,,10.0,5.0,4.0,,6.0,,
4275,2013,Montsià,"Sénia, La",66.0,16.0,6.0,,,10.0,19.0,7.0,,8.0,,
4276,2013,Montsià,Ulldecona,158.0,46.0,10.0,3.0,,22.0,36.0,25.0,12.0,3.0,1.0,
4277,2013,Noguera,Àger,49.0,10.0,5.0,1.0,1.0,1.0,2.0,15.0,5.0,9.0,,
4278,2013,Noguera,Albesa,5.0,,,,,1.0,3.0,1.0,,,,
4279,2013,Noguera,Algerri,6.0,,,,,1.0,2.0,3.0,,,,
4280,2013,Noguera,Alòs de Balaguer,2.0,1.0,,,,1.0,,,,,,
4281,2013,Noguera,Artesa de Segre,84.0,14.0,15.0,6.0,,11.0,15.0,15.0,6.0,1.0,1.0,
4282,2013,Noguera,"Avellanes i Santa Linya, Les",5.0,,,,,1.0,1.0,2.0,,1.0,,
4283,2013,Noguera,Balaguer,352.0,33.0,35.0,25.0,7.0,25.0,15.0,39.0,130.0,37.0,1.0,5.0
4284,2013,Noguera,"Baronia de Rialb, La",6.0,2.0,,,,1.0,,1.0,,2.0,,
4285,2013,Noguera,Bellcaire d'Urgell,25.0,1.0,6.0,,,5.0,4.0,9.0,,,,
4286,2013,Noguera,Bellmunt d'Urgell,5.0,1.0,2.0,,,1.0,,1.0,,,,
4287,2013,Noguera,Cabanabona,2.0,,1.0,,,,,1.0,,,,
4288,2013,Noguera,Camarasa,38.0,3.0,1.0,3.0,,,4.0,10.0,11.0,4.0,2.0,
4289,2013,Noguera,Castelló de Farfanya,16.0,1.0,1.0,,,,6.0,7.0,,,,1.0
4290,2013,Noguera,Cubells,14.0,,1.0,1.0,,2.0,3.0,7.0,,,,
4291,2013,Noguera,Foradada,3.0,,1.0,,,,1.0,1.0,,,,
4292,2013,Noguera,Ivars de Noguera,3.0,,1.0,,,,1.0,1.0,,,,
4293,2013,Noguera,Menàrguens,10.0,,2.0,,,1.0,1.0,4.0,,2.0,,
4294,2013,Noguera,Montgai,11.0,1.0,2.0,1.0,,2.0,2.0,1.0,,2.0,,
4295,2013,Noguera,Oliola,7.0,,,,,1.0,3.0,2.0,,1.0,,
4296,2013,Noguera,Os de Balaguer,23.0,1.0,1.0,,,3.0,8.0,7.0,,3.0,,
4297,2013,Noguera,Penelles,10.0,,1.0,,,1.0,6.0,1.0,,1.0,,
4298,2013,Noguera,Ponts,52.0,3.0,6.0,13.0,1.0,3.0,2.0,8.0,10.0,5.0,1.0,
4299,2013,Noguera,Preixens,5.0,,,,,,3.0,1.0,,1.0,,
4300,2013,Noguera,"Sentiu de Sió, La",12.0,,2.0,1.0,,1.0,1.0,6.0,,1.0,,
4301,2013,Noguera,Térmens,18.0,,,1.0,,4.0,6.0,6.0,,1.0,,
4302,2013,Noguera,Tiurana,14.0,,,,,,1.0,,10.0,,,3.0
4303,2013,Noguera,Torrelameu,8.0,,,,,2.0,3.0,2.0,,1.0,,
4304,2013,Noguera,Vallfogona de Balaguer,16.0,,3.0,,,3.0,2.0,6.0,,2.0,,
4305,2013,Noguera,Vilanova de l'Aguda,8.0,,1.0,,,,1.0,4.0,,2.0,,
4306,2013,Noguera,Vilanova de Meià,12.0,2.0,,,,1.0,1.0,2.0,3.0,3.0,,
4307,2013,Osona,Alpens,3.0,1.0,,,,,2.0,,,,,
4308,2013,Osona,Balenyà,10.0,1.0,1.0,,,2.0,3.0,3.0,,,,
4309,2013,Osona,"Brull, El",8.0,1.0,,,,,1.0,2.0,,4.0,,
4310,2013,Osona,Calldetenes,17.0,1.0,3.0,,,4.0,1.0,4.0,,3.0,1.0,
4311,2013,Osona,Centelles,37.0,2.0,2.0,,,6.0,10.0,12.0,2.0,3.0,,
4312,2013,Osona,Collsuspina,5.0,3.0,,,,1.0,,,,1.0,,
4313,2013,Osona,Espinelves,6.0,1.0,,,,2.0,1.0,2.0,,,,
4314,2013,Osona,Folgueroles,11.0,2.0,2.0,,,4.0,1.0,2.0,,,,
4315,2013,Osona,Gurb,47.0,,9.0,,,7.0,1.0,22.0,1.0,6.0,1.0,
4316,2013,Osona,Lluçà,6.0,3.0,,,,1.0,1.0,,1.0,,,
4317,2013,Osona,Malla,11.0,,1.0,,,2.0,3.0,5.0,,,,
4318,2013,Osona,Manlleu,122.0,3.0,41.0,1.0,,33.0,7.0,17.0,,18.0,2.0,
4319,2013,Osona,"Masies de Roda, Les",11.0,,1.0,,,2.0,2.0,6.0,,,,
4320,2013,Osona,"Masies de Voltregà, Les",30.0,2.0,3.0,,1.0,5.0,4.0,11.0,1.0,2.0,1.0,
4321,2013,Osona,Montesquiu,10.0,1.0,1.0,,,3.0,1.0,4.0,,,,
4322,2013,Osona,Muntanyola,9.0,3.0,,,1.0,2.0,2.0,1.0,,,,
4323,2013,Osona,Olost,20.0,10.0,,,,2.0,3.0,4.0,,1.0,,
4324,2013,Osona,Orís,6.0,1.0,,,,,1.0,4.0,,,,
4325,2013,Osona,Oristà,13.0,5.0,,,,1.0,1.0,6.0,,,,
4326,2013,Osona,Perafita,1.0,1.0,,,,,,,,,,
4327,2013,Osona,Prats de Lluçanès,187.0,136.0,5.0,,,10.0,4.0,8.0,16.0,7.0,1.0,
4328,2013,Osona,Roda de Ter,23.0,1.0,4.0,,,9.0,1.0,4.0,,4.0,,
4329,2013,Osona,Rupit i Pruit,4.0,,,,,,,,1.0,3.0,,
4330,2013,Osona,Sant Agustí de Lluçanès,3.0,,,,,,1.0,2.0,,,,
4331,2013,Osona,Sant Bartomeu del Grau,11.0,3.0,1.0,,,2.0,,3.0,,2.0,,
4332,2013,Osona,Sant Boi de Lluçanès,7.0,2.0,1.0,,,2.0,1.0,1.0,,,,
4333,2013,Osona,Sant Hipòlit de Voltregà,14.0,,,,,9.0,1.0,1.0,,2.0,1.0,
4334,2013,Osona,Sant Julià de Vilatorta,21.0,2.0,,,2.0,8.0,4.0,1.0,,1.0,3.0,
4335,2013,Osona,Sant Martí d'Albars,2.0,,,,,1.0,1.0,,,,,
4336,2013,Osona,Sant Martí de Centelles,15.0,3.0,5.0,,,2.0,2.0,2.0,,1.0,,
4337,2013,Osona,Sant Pere de Torelló,19.0,4.0,,,,3.0,3.0,5.0,,4.0,,
4338,2013,Osona,Sant Quirze de Besora,21.0,9.0,,,2.0,4.0,1.0,3.0,1.0,,1.0,
4339,2013,Osona,Sant Sadurní d'Osormort,6.0,,,,,,1.0,4.0,,1.0,,
4340,2013,Osona,Sant Vicenç de Torelló,14.0,3.0,4.0,,,3.0,1.0,1.0,,2.0,,
4341,2013,Osona,Santa Eugènia de Berga,20.0,1.0,2.0,1.0,,8.0,2.0,4.0,,1.0,1.0,
4342,2013,Osona,Santa Eulàlia de Riuprimer,2.0,,,,,,1.0,1.0,,,,
4343,2013,Osona,Santa Maria de Besora,3.0,,,,,,,1.0,,2.0,,
4344,2013,Osona,Santa Maria de Corcó,21.0,1.0,3.0,,1.0,5.0,2.0,7.0,,2.0,,
4345,2013,Osona,Seva,18.0,,4.0,,1.0,7.0,1.0,3.0,,2.0,,
4346,2013,Osona,Sobremunt,1.0,,,,,,1.0,,,,,
4347,2013,Osona,Sora,7.0,1.0,1.0,,,2.0,,3.0,,,,
4348,2013,Osona,Taradell,20.0,2.0,1.0,,1.0,5.0,5.0,3.0,,3.0,,
4349,2013,Osona,Tavèrnoles,10.0,2.0,1.0,,,2.0,1.0,2.0,1.0,1.0,,
4350,2013,Osona,Tavertet,3.0,,1.0,,,,,,1.0,1.0,,
4351,2013,Osona,Tona,33.0,1.0,6.0,,,12.0,2.0,8.0,,3.0,1.0,
4352,2013,Osona,Torelló,240.0,78.0,51.0,1.0,1.0,31.0,4.0,24.0,26.0,16.0,8.0,
4353,2013,Osona,Vic,378.0,48.0,57.0,12.0,7.0,77.0,19.0,50.0,25.0,75.0,7.0,1.0
4354,2013,Osona,Vidrà,3.0,,1.0,,,,,,,2.0,,
4355,2013,Osona,Viladrau,12.0,,2.0,,1.0,1.0,,4.0,,4.0,,
4356,2013,Osona,Vilanova de Sau,9.0,,,,,1.0,1.0,1.0,3.0,3.0,,
4357,2013,Pallars Jussà,Abella de la Conca,4.0,,2.0,,,,,,,2.0,,
4358,2013,Pallars Jussà,Castell de Mur,12.0,,,,,,1.0,4.0,3.0,4.0,,
4359,2013,Pallars Jussà,Conca de Dalt,25.0,4.0,8.0,,,,4.0,2.0,,7.0,,
4360,2013,Pallars Jussà,Gavet de la Conca,5.0,,1.0,,,,3.0,1.0,,,,
4361,2013,Pallars Jussà,Isona i Conca Dellà,48.0,1.0,6.0,6.0,,6.0,13.0,10.0,1.0,4.0,1.0,
4362,2013,Pallars Jussà,Llimiana,9.0,,,,,,1.0,,5.0,3.0,,
4363,2013,Pallars Jussà,"Pobla de Segur, La",118.0,4.0,44.0,15.0,2.0,9.0,3.0,8.0,10.0,22.0,1.0,
4364,2013,Pallars Jussà,Salàs de Pallars,12.0,,2.0,,,6.0,1.0,1.0,,2.0,,
4365,2013,Pallars Jussà,Sant Esteve de la Sarga,3.0,,,,,,,,1.0,2.0,,
4366,2013,Pallars Jussà,Sarroca de Bellera,3.0,,1.0,,,,,1.0,,1.0,,
4367,2013,Pallars Jussà,Senterada,2.0,,,,,,,,,2.0,,
4368,2013,Pallars Jussà,Talarn,3.0,,1.0,,,,,2.0,,,,
4369,2013,Pallars Jussà,"Torre de Cabdella, La",14.0,1.0,1.0,1.0,,1.0,1.0,,1.0,8.0,,
4370,2013,Pallars Jussà,Tremp,228.0,41.0,25.0,6.0,3.0,16.0,9.0,16.0,82.0,29.0,1.0,
4371,2013,Pallars Sobirà,Alins,16.0,,4.0,,,,,,2.0,9.0,,1.0
4372,2013,Pallars Sobirà,Alt Àneu,20.0,1.0,4.0,,,,,4.0,1.0,10.0,,
4373,2013,Pallars Sobirà,Baix Pallars,17.0,8.0,,,,3.0,1.0,2.0,1.0,2.0,,
4374,2013,Pallars Sobirà,Espot,39.0,3.0,16.0,1.0,,,1.0,5.0,,11.0,1.0,1.0
4375,2013,Pallars Sobirà,Esterri d'Àneu,58.0,1.0,31.0,10.0,,6.0,,1.0,,8.0,,1.0
4376,2013,Pallars Sobirà,Esterri de Cardós,1.0,,1.0,,,,,,,,,
4377,2013,Pallars Sobirà,Farrera,2.0,1.0,1.0,,,,,,,,,
4378,2013,Pallars Sobirà,"Guingueta d'Àneu, La",13.0,,3.0,,,1.0,1.0,4.0,,4.0,,
4379,2013,Pallars Sobirà,Lladorre,11.0,,,1.0,,1.0,,1.0,3.0,5.0,,
4380,2013,Pallars Sobirà,Llavorsí,26.0,2.0,5.0,2.0,,1.0,,13.0,1.0,2.0,,
4381,2013,Pallars Sobirà,Rialp,31.0,2.0,6.0,2.0,,3.0,,4.0,3.0,11.0,,
4382,2013,Pallars Sobirà,Soriguera,8.0,,2.0,,,2.0,1.0,,,3.0,,
4383,2013,Pallars Sobirà,Sort,315.0,36.0,34.0,5.0,2.0,14.0,7.0,9.0,178.0,30.0,,
4384,2013,Pallars Sobirà,Tírvia,210.0,1.0,2.0,180.0,,,,1.0,23.0,,,3.0
4385,2013,Pallars Sobirà,Vall de Cardós,31.0,1.0,15.0,5.0,,2.0,1.0,,1.0,6.0,,
4386,2013,Pla de l'Estany,Banyoles,229.0,65.0,20.0,9.0,5.0,62.0,5.0,29.0,6.0,25.0,2.0,1.0
4387,2013,Pla de l'Estany,Camós,9.0,1.0,1.0,,,5.0,,1.0,,1.0,,
4388,2013,Pla de l'Estany,Cornellà del Terri,44.0,12.0,3.0,,,7.0,2.0,17.0,,3.0,,
4389,2013,Pla de l'Estany,Crespià,3.0,,1.0,,,1.0,,1.0,,,,
4390,2013,Pla de l'Estany,Esponellà,8.0,3.0,1.0,,,3.0,,,,1.0,,
4391,2013,Pla de l'Estany,Fontcoberta,15.0,6.0,,,,2.0,1.0,3.0,,2.0,1.0,
4392,2013,Pla de l'Estany,Palol de Revardit,15.0,6.0,,,,2.0,1.0,4.0,,2.0,,
4393,2013,Pla de l'Estany,Porqueres,31.0,10.0,1.0,,,10.0,3.0,5.0,,2.0,,
4394,2013,Pla de l'Estany,Sant Miquel de Campmajor,4.0,2.0,,,,,,1.0,1.0,,,
4395,2013,Pla de l'Estany,Serinyà,18.0,6.0,,,,2.0,,8.0,,2.0,,
4396,2013,Pla de l'Estany,Vilademuls,31.0,11.0,2.0,,1.0,3.0,5.0,9.0,,,,
4397,2013,Pla d'Urgell,Barbens,5.0,2.0,,,,,1.0,2.0,,,,
4398,2013,Pla d'Urgell,Bell-lloc d'Urgell,44.0,1.0,,,,9.0,21.0,9.0,,4.0,,
4399,2013,Pla d'Urgell,Bellvís,17.0,,2.0,,,3.0,6.0,2.0,,4.0,,
4400,2013,Pla d'Urgell,Castellnou de Seana,12.0,,1.0,,,2.0,5.0,3.0,,1.0,,
4401,2013,Pla d'Urgell,Fondarella,14.0,,,,,,4.0,10.0,,,,
4402,2013,Pla d'Urgell,Golmés,27.0,2.0,1.0,1.0,,4.0,6.0,10.0,,3.0,,
4403,2013,Pla d'Urgell,Ivars d'Urgell,21.0,2.0,6.0,,,1.0,4.0,2.0,,6.0,,
4404,2013,Pla d'Urgell,Linyola,18.0,1.0,1.0,,,7.0,6.0,3.0,,,,
4405,2013,Pla d'Urgell,Miralcamp,22.0,1.0,,1.0,,8.0,8.0,3.0,,1.0,,
4406,2013,Pla d'Urgell,Mollerussa,200.0,23.0,23.0,4.0,4.0,24.0,12.0,23.0,57.0,29.0,1.0,
