,Year,Subregion,City,Total activities,non-urgent activity,technical assistance,preventive device,dangerous leaks,urban fire,vegetation fire,mobility,practicesal,rescues,simulacrum,technical support
5040,2014,Berguedà,Castellar del Riu,8.0,,,,,1.0,,,,7.0,,
5041,2014,Berguedà,Cercs,46.0,1.0,1.0,,,5.0,8.0,27.0,1.0,2.0,1.0,
5042,2014,Berguedà,"Espunyola, L'",7.0,,,,,1.0,,2.0,1.0,2.0,1.0,
5043,2014,Berguedà,Fígols,12.0,4.0,1.0,,,,1.0,,3.0,3.0,,
5044,2014,Berguedà,Gironella,50.0,3.0,7.0,2.0,,8.0,8.0,6.0,11.0,5.0,,
5045,2014,Berguedà,Gisclareny,1.0,,,,,,,,,1.0,,
5046,2014,Berguedà,Gósol,7.0,,,,,1.0,,,,6.0,,
5047,2014,Berguedà,Guardiola de Berguedà,190.0,77.0,1.0,,,9.0,2.0,25.0,65.0,11.0,,
5048,2014,Berguedà,Montclar,7.0,5.0,,,1.0,1.0,,,,,,
5049,2014,Berguedà,Montmajor,6.0,2.0,,,,1.0,2.0,1.0,,,,
5050,2014,Berguedà,"Nou de Berguedà, La",11.0,,,,,,1.0,8.0,1.0,1.0,,
5051,2014,Berguedà,Olvan,8.0,,1.0,,1.0,2.0,,3.0,,1.0,,
5052,2014,Berguedà,"Pobla de Lillet, La",25.0,10.0,,,,3.0,3.0,6.0,,3.0,,
5053,2014,Berguedà,Puig-reig,42.0,3.0,3.0,2.0,,3.0,3.0,12.0,5.0,9.0,2.0,
5054,2014,Berguedà,"Quar, La",1.0,1.0,,,,,,,,,,
5055,2014,Berguedà,Sagàs,9.0,6.0,,,,,,3.0,,,,
5056,2014,Berguedà,Saldes,24.0,,,,,,,2.0,7.0,15.0,,
5057,2014,Berguedà,Sant Jaume de Frontanyà,2.0,1.0,,,,,,,,1.0,,
5058,2014,Berguedà,Sant Julià de Cerdanyola,3.0,1.0,,,,,,,,2.0,,
5059,2014,Berguedà,Santa Maria de Merlès,16.0,10.0,,,,1.0,1.0,2.0,1.0,1.0,,
5060,2014,Berguedà,Vallcebre,4.0,2.0,,,,,,2.0,,,,
5061,2014,Berguedà,Vilada,11.0,,,,,,1.0,5.0,2.0,3.0,,
5062,2014,Berguedà,Viver i Serrateix,2.0,,,,,,2.0,,,,,
5063,2014,Cerdanya,Alp,60.0,10.0,,6.0,,9.0,2.0,10.0,19.0,2.0,2.0,
5064,2014,Cerdanya,Bellver de Cerdanya,44.0,4.0,6.0,5.0,1.0,9.0,4.0,7.0,1.0,5.0,2.0,
5065,2014,Cerdanya,Bolvir,15.0,,2.0,,,6.0,3.0,4.0,,,,
5066,2014,Cerdanya,Das,7.0,,,,,2.0,1.0,4.0,,,,
5067,2014,Cerdanya,Fontanals de Cerdanya,7.0,,,,,1.0,3.0,2.0,,1.0,,
5068,2014,Cerdanya,Ger,2.0,,,,,1.0,,,,1.0,,
5069,2014,Cerdanya,Guils de Cerdanya,14.0,1.0,2.0,,,2.0,5.0,2.0,,2.0,,
5070,2014,Cerdanya,Isòvol,7.0,,2.0,,,2.0,1.0,1.0,,1.0,,
5071,2014,Cerdanya,Lles de Cerdanya,14.0,1.0,1.0,,,1.0,2.0,3.0,2.0,4.0,,
5072,2014,Cerdanya,Llívia,14.0,,2.0,1.0,,3.0,4.0,4.0,,,,
5073,2014,Cerdanya,Meranges,9.0,,,,,,,,1.0,8.0,,
5074,2014,Cerdanya,Montellà i Martinet,13.0,1.0,,,,2.0,1.0,,1.0,8.0,,
5075,2014,Cerdanya,Prats i Sansor,8.0,,,,,5.0,1.0,1.0,,1.0,,
5076,2014,Cerdanya,Prullans,8.0,1.0,,,,,3.0,4.0,,,,
5077,2014,Cerdanya,Puigcerdà,107.0,4.0,18.0,5.0,4.0,27.0,17.0,16.0,1.0,14.0,1.0,
5078,2014,Cerdanya,Riu de Cerdanya,1.0,,,,,,1.0,,,,,
5079,2014,Cerdanya,Urús,4.0,,1.0,2.0,,,,1.0,,,,
5080,2014,Conca de Barberà,Barberà de la Conca,11.0,,2.0,,,1.0,5.0,3.0,,,,
5081,2014,Conca de Barberà,Blancafort,3.0,,,,,,1.0,,,2.0,,
5082,2014,Conca de Barberà,Conesa,8.0,2.0,4.0,,,1.0,,1.0,,,,
5083,2014,Conca de Barberà,"Espluga de Francolí, L'",40.0,11.0,1.0,1.0,,1.0,16.0,7.0,1.0,2.0,,
5084,2014,Conca de Barberà,Forès,1.0,,,,,,1.0,,,,,
5085,2014,Conca de Barberà,Llorac,6.0,1.0,,,,,1.0,4.0,,,,
5086,2014,Conca de Barberà,Montblanc,271.0,156.0,6.0,12.0,2.0,14.0,30.0,17.0,20.0,6.0,,8.0
5087,2014,Conca de Barberà,Passanant i Belltall,4.0,1.0,,,,1.0,,2.0,,,,
5088,2014,Conca de Barberà,"Piles, Les",5.0,,,,,,3.0,2.0,,,,
5089,2014,Conca de Barberà,Pira,6.0,,,,,1.0,4.0,1.0,,,,
5090,2014,Conca de Barberà,Pontils,5.0,3.0,,,,,1.0,1.0,,,,
5091,2014,Conca de Barberà,Rocafort de Queralt,5.0,2.0,,,,,,1.0,,2.0,,
5092,2014,Conca de Barberà,Santa Coloma de Queralt,37.0,10.0,7.0,2.0,,6.0,2.0,3.0,1.0,6.0,,
5093,2014,Conca de Barberà,Sarral,24.0,7.0,,1.0,,1.0,7.0,4.0,2.0,2.0,,
5094,2014,Conca de Barberà,Savallà del Comtat,1.0,1.0,,,,,,,,,,
5095,2014,Conca de Barberà,Senan,2.0,1.0,,,,,1.0,,,,,
5096,2014,Conca de Barberà,Solivella,21.0,11.0,,,,3.0,2.0,3.0,,2.0,,
5097,2014,Conca de Barberà,Vallclara,7.0,1.0,,,,,3.0,3.0,,,,
5098,2014,Conca de Barberà,Vallfogona de Riucorb,5.0,,1.0,,,,3.0,1.0,,,,
5099,2014,Conca de Barberà,Vilanova de Prades,3.0,,,,,1.0,,1.0,,1.0,,
5100,2014,Conca de Barberà,Vilaverd,21.0,2.0,1.0,,,,8.0,8.0,,2.0,,
5101,2014,Conca de Barberà,Vimbodí i Poblet,19.0,2.0,1.0,,,1.0,7.0,6.0,,2.0,,
5102,2014,Garraf,Canyelles,32.0,1.0,6.0,1.0,,9.0,4.0,6.0,,5.0,,
5103,2014,Garraf,Cubelles,85.0,1.0,16.0,,2.0,24.0,12.0,10.0,,19.0,1.0,
5104,2014,Garraf,Olivella,52.0,10.0,13.0,1.0,,7.0,3.0,3.0,,14.0,1.0,
5105,2014,Garraf,Sant Pere de Ribes,186.0,5.0,23.0,,1.0,66.0,25.0,26.0,,33.0,7.0,
5106,2014,Garraf,Sitges,303.0,9.0,30.0,19.0,16.0,65.0,22.0,61.0,7.0,70.0,1.0,3.0
5107,2014,Garraf,Vilanova i la Geltrú,733.0,150.0,85.0,9.0,10.0,220.0,30.0,52.0,15.0,148.0,13.0,1.0
5108,2014,Garrigues,"Albagés, L'",6.0,2.0,,,,,2.0,1.0,,1.0,,
5109,2014,Garrigues,"Albi, L'",6.0,,,,,2.0,2.0,2.0,,,,
5110,2014,Garrigues,Arbeca,21.0,1.0,1.0,2.0,1.0,5.0,6.0,4.0,,1.0,,
5111,2014,Garrigues,Bellaguarda,5.0,1.0,2.0,,,,,,,2.0,,
5112,2014,Garrigues,"Borges Blanques, Les",67.0,7.0,4.0,1.0,3.0,13.0,11.0,15.0,5.0,8.0,,
5113,2014,Garrigues,Bovera,2.0,1.0,,,,,1.0,,,,,
5114,2014,Garrigues,Castelldans,11.0,2.0,1.0,,,1.0,1.0,4.0,,2.0,,
5115,2014,Garrigues,Cervià de les Garrigues,5.0,1.0,1.0,,,1.0,1.0,1.0,,,,
5116,2014,Garrigues,"Cogul, El",4.0,,,,,,2.0,1.0,,1.0,,
5117,2014,Garrigues,"Espluga Calba, L'",1.0,,,,,,1.0,,,,,
5118,2014,Garrigues,"Floresta, La",2.0,,,,,1.0,,,,1.0,,
5119,2014,Garrigues,Fulleda,1.0,,,,,,1.0,,,,,
5120,2014,Garrigues,"Granadella, La",34.0,3.0,18.0,2.0,,1.0,1.0,7.0,1.0,1.0,,
5121,2014,Garrigues,Granyena de les Garrigues,2.0,1.0,,,,,,1.0,,,,
5122,2014,Garrigues,Juncosa,4.0,1.0,,,,,1.0,1.0,,1.0,,
5123,2014,Garrigues,Juneda,28.0,,1.0,,,5.0,5.0,11.0,,6.0,,
5124,2014,Garrigues,"Omellons, Els",5.0,,,4.0,,1.0,,,,,,
5125,2014,Garrigues,"Pobla de Cérvoles, La",1.0,,,,,,,,,1.0,,
5126,2014,Garrigues,Puiggròs,5.0,,,,,,1.0,4.0,,,,
5127,2014,Garrigues,"Soleràs, El",1.0,,,,,,,,,1.0,,
5128,2014,Garrigues,Tarrés,3.0,,,1.0,1.0,,1.0,,,,,
5129,2014,Garrigues,"Torms, Els",1.0,,,,,,,1.0,,,,
5130,2014,Garrigues,"Vilosell, El",4.0,2.0,,,,1.0,,,,1.0,,
5131,2014,Garrigues,Vinaixa,13.0,,,,1.0,,4.0,8.0,,,,
5132,2014,Garrotxa,Argelaguer,10.0,3.0,,,,,,1.0,5.0,1.0,,
5133,2014,Garrotxa,Besalú,16.0,1.0,,,,7.0,,4.0,,3.0,1.0,
5134,2014,Garrotxa,Beuda,22.0,15.0,,,,,,,7.0,,,
5135,2014,Garrotxa,Castellfollit de la Roca,3.0,2.0,,,,1.0,,,,,,
5136,2014,Garrotxa,Maià de Montcal,5.0,1.0,1.0,,,,,3.0,,,,
5137,2014,Garrotxa,Mieres,2.0,,,,,,,1.0,,1.0,,
5138,2014,Garrotxa,Montagut i Oix,32.0,9.0,3.0,,,4.0,1.0,2.0,2.0,11.0,,
5139,2014,Garrotxa,Olot,273.0,87.0,42.0,11.0,5.0,50.0,2.0,23.0,24.0,27.0,2.0,
5140,2014,Garrotxa,"Planes d'Hostoles, Les",12.0,2.0,1.0,,,1.0,2.0,5.0,,1.0,,
5141,2014,Garrotxa,"Preses, Les",17.0,3.0,3.0,,,2.0,,5.0,2.0,2.0,,
5142,2014,Garrotxa,Riudaura,5.0,1.0,,,,2.0,,2.0,,,,
5143,2014,Garrotxa,Sales de Llierca,25.0,11.0,,,,1.0,,,8.0,5.0,,
5144,2014,Garrotxa,Sant Aniol de Finestres,2.0,1.0,,,,,,,,1.0,,
5145,2014,Garrotxa,Sant Feliu de Pallerols,17.0,6.0,1.0,,,3.0,1.0,3.0,,3.0,,
5146,2014,Garrotxa,Sant Ferriol,3.0,1.0,1.0,,,,,1.0,,,,
5147,2014,Garrotxa,Sant Jaume de Llierca,9.0,1.0,2.0,,,3.0,,3.0,,,,
5148,2014,Garrotxa,Sant Joan les Fonts,20.0,5.0,4.0,,,7.0,1.0,3.0,,,,
5149,2014,Garrotxa,Santa Pau,22.0,7.0,1.0,,,5.0,,2.0,,7.0,,
5150,2014,Garrotxa,Tortellà,5.0,4.0,,,,1.0,,,,,,
5151,2014,Garrotxa,"Vall de Bianya, La",12.0,1.0,1.0,,,,1.0,6.0,2.0,1.0,,
5152,2014,Garrotxa,"Vall d'en Bas, La",38.0,8.0,2.0,,,8.0,,5.0,1.0,14.0,,
5153,2014,Gironès,Aiguaviva,22.0,,4.0,,,4.0,,14.0,,,,
5154,2014,Gironès,Bescanó,34.0,5.0,3.0,,1.0,6.0,1.0,15.0,,3.0,,
5155,2014,Gironès,Bordils,27.0,4.0,9.0,,,3.0,2.0,8.0,,1.0,,
5156,2014,Gironès,Campllong,16.0,3.0,7.0,,,2.0,,3.0,,,1.0,
5157,2014,Gironès,Canet d'Adri,6.0,1.0,1.0,,,1.0,1.0,,,2.0,,
5158,2014,Gironès,Cassà de la Selva,126.0,32.0,36.0,1.0,1.0,23.0,,18.0,7.0,8.0,,
5159,2014,Gironès,Celrà,53.0,21.0,10.0,,,10.0,4.0,6.0,,1.0,1.0,
5160,2014,Gironès,Cervià de Ter,11.0,2.0,,,,2.0,,5.0,,1.0,1.0,
5161,2014,Gironès,Flaçà,24.0,9.0,2.0,,,3.0,1.0,8.0,,1.0,,
5162,2014,Gironès,Fornells de la Selva,43.0,2.0,10.0,,,4.0,2.0,14.0,3.0,7.0,1.0,
5163,2014,Gironès,Girona,955.0,138.0,220.0,22.0,28.0,195.0,24.0,123.0,11.0,174.0,16.0,4.0
5164,2014,Gironès,Juià,11.0,1.0,5.0,,,2.0,,2.0,,1.0,,
5165,2014,Gironès,Llagostera,94.0,22.0,16.0,,,17.0,4.0,28.0,2.0,4.0,1.0,
5166,2014,Gironès,Llambilles,20.0,8.0,1.0,,,1.0,,9.0,,1.0,,
5167,2014,Gironès,Madremanya,10.0,5.0,,,,,2.0,,,3.0,,
5168,2014,Gironès,Quart,50.0,21.0,5.0,,,6.0,2.0,10.0,2.0,4.0,,
5169,2014,Gironès,Salt,257.0,9.0,42.0,1.0,13.0,101.0,7.0,22.0,,59.0,3.0,
5170,2014,Gironès,Sant Andreu Salou,5.0,1.0,2.0,,,1.0,1.0,,,,,
5171,2014,Gironès,Sant Gregori,37.0,2.0,4.0,,,16.0,3.0,11.0,,1.0,,
5172,2014,Gironès,Sant Joan de Mollet,5.0,1.0,,,,,2.0,2.0,,,,
5173,2014,Gironès,Sant Jordi Desvalls,11.0,3.0,4.0,,,2.0,1.0,,,1.0,,
5174,2014,Gironès,Sant Julià de Ramis,48.0,2.0,4.0,,2.0,8.0,1.0,27.0,,3.0,1.0,
5175,2014,Gironès,Sant Martí de Llémena,14.0,1.0,1.0,,,2.0,2.0,4.0,,4.0,,
5176,2014,Gironès,Sant Martí Vell,6.0,2.0,,,,1.0,,3.0,,,,
5177,2014,Gironès,Sarrià de Ter,33.0,1.0,5.0,,1.0,9.0,3.0,9.0,,5.0,,
5178,2014,Gironès,Vilablareix,27.0,,10.0,,1.0,1.0,3.0,11.0,,,1.0,
5179,2014,Gironès,Viladasens,9.0,3.0,1.0,,,1.0,,3.0,,,1.0,
5180,2014,Maresme,Alella,56.0,,8.0,,,29.0,7.0,6.0,1.0,5.0,,
5181,2014,Maresme,Arenys de Mar,178.0,4.0,56.0,6.0,2.0,19.0,3.0,33.0,12.0,42.0,1.0,
5182,2014,Maresme,Arenys de Munt,63.0,,25.0,,2.0,11.0,2.0,11.0,,11.0,1.0,
5183,2014,Maresme,Argentona,64.0,6.0,6.0,2.0,1.0,19.0,7.0,14.0,1.0,7.0,1.0,
5184,2014,Maresme,Cabrera de Mar,50.0,,6.0,,1.0,15.0,8.0,16.0,,4.0,,
5185,2014,Maresme,Cabrils,24.0,,1.0,,1.0,14.0,3.0,3.0,,2.0,,
5186,2014,Maresme,Caldes d'Estrac,22.0,,6.0,,3.0,5.0,2.0,1.0,,5.0,,
5187,2014,Maresme,Calella,106.0,2.0,19.0,2.0,2.0,33.0,10.0,4.0,,30.0,3.0,1.0
5188,2014,Maresme,Canet de Mar,59.0,4.0,12.0,3.0,1.0,16.0,8.0,2.0,1.0,11.0,1.0,
5189,2014,Maresme,Dosrius,57.0,5.0,5.0,,1.0,15.0,4.0,10.0,4.0,9.0,,4.0
5190,2014,Maresme,Malgrat de Mar,169.0,36.0,29.0,7.0,2.0,43.0,13.0,16.0,3.0,17.0,3.0,
5191,2014,Maresme,"Masnou, El",87.0,2.0,30.0,,,27.0,6.0,5.0,1.0,16.0,,
5192,2014,Maresme,Mataró,874.0,38.0,151.0,46.0,15.0,267.0,30.0,57.0,84.0,164.0,21.0,1.0
5193,2014,Maresme,Montgat,39.0,,10.0,,2.0,8.0,3.0,11.0,,5.0,,
5194,2014,Maresme,Òrrius,16.0,8.0,2.0,,,,2.0,,3.0,1.0,,
5195,2014,Maresme,Palafolls,58.0,1.0,8.0,,2.0,18.0,5.0,15.0,5.0,4.0,,
5196,2014,Maresme,Pineda de Mar,234.0,35.0,48.0,3.0,6.0,48.0,16.0,22.0,14.0,41.0,1.0,
5197,2014,Maresme,Premià de Dalt,33.0,1.0,6.0,,2.0,8.0,8.0,4.0,,3.0,1.0,
5198,2014,Maresme,Premià de Mar,86.0,1.0,15.0,1.0,2.0,36.0,,3.0,,26.0,2.0,
5199,2014,Maresme,Sant Andreu de Llavaneres,56.0,,6.0,,1.0,14.0,2.0,13.0,5.0,12.0,3.0,
5200,2014,Maresme,Sant Cebrià de Vallalta,19.0,,6.0,,,6.0,1.0,2.0,,3.0,1.0,
5201,2014,Maresme,Sant Iscle de Vallalta,12.0,2.0,1.0,,,5.0,1.0,2.0,,,1.0,
5202,2014,Maresme,Sant Pol de Mar,45.0,1.0,4.0,,,18.0,6.0,9.0,,7.0,,
5203,2014,Maresme,Sant Vicenç de Montalt,27.0,1.0,6.0,,2.0,8.0,1.0,5.0,,3.0,1.0,
5204,2014,Maresme,Santa Susanna,53.0,2.0,9.0,1.0,2.0,15.0,6.0,14.0,2.0,2.0,,
5205,2014,Maresme,Teià,17.0,,7.0,,,4.0,2.0,1.0,,3.0,,
5206,2014,Maresme,Tiana,25.0,3.0,1.0,1.0,,11.0,3.0,4.0,,2.0,,
5207,2014,Maresme,Tordera,153.0,8.0,24.0,2.0,1.0,46.0,8.0,28.0,20.0,15.0,1.0,
5208,2014,Maresme,Vilassar de Dalt,35.0,,4.0,,,15.0,4.0,4.0,1.0,7.0,,
5209,2014,Maresme,Vilassar de Mar,80.0,1.0,23.0,,2.0,22.0,3.0,4.0,,24.0,1.0,
5210,2014,Montsià,Alcanar,73.0,4.0,8.0,,1.0,11.0,29.0,14.0,,6.0,,
5211,2014,Montsià,Amposta,316.0,67.0,31.0,6.0,3.0,26.0,42.0,61.0,41.0,35.0,4.0,
5212,2014,Montsià,Freginals,14.0,1.0,,,,1.0,9.0,3.0,,,,
5213,2014,Montsià,"Galera, La",7.0,,,,,1.0,5.0,1.0,,,,
5214,2014,Montsià,Godall,2.0,1.0,,,,,1.0,,,,,
5215,2014,Montsià,Mas de Barberans,10.0,1.0,,,,1.0,5.0,3.0,,,,
5216,2014,Montsià,Masdenverge,9.0,,1.0,,,1.0,4.0,1.0,,2.0,,
5217,2014,Montsià,Sant Carles de la Ràpita,105.0,8.0,32.0,2.0,,11.0,9.0,18.0,4.0,20.0,1.0,
5218,2014,Montsià,Sant Jaume d'Enveja,30.0,2.0,1.0,,1.0,13.0,6.0,6.0,,1.0,,
5219,2014,Montsià,Santa Bàrbara,31.0,4.0,1.0,,1.0,7.0,8.0,5.0,,5.0,,
5220,2014,Montsià,"Sénia, La",73.0,26.0,8.0,,,11.0,12.0,7.0,,9.0,,
5221,2014,Montsià,Ulldecona,142.0,51.0,6.0,4.0,1.0,11.0,24.0,26.0,7.0,10.0,2.0,
5222,2014,Noguera,Àger,42.0,10.0,5.0,5.0,,,2.0,8.0,3.0,9.0,,
5223,2014,Noguera,Albesa,14.0,,1.0,,,3.0,7.0,2.0,,1.0,,
5224,2014,Noguera,Algerri,5.0,,1.0,,,1.0,,3.0,,,,
5225,2014,Noguera,Alòs de Balaguer,2.0,,1.0,,,,,,,1.0,,
5226,2014,Noguera,Artesa de Segre,63.0,3.0,6.0,3.0,,10.0,9.0,18.0,4.0,9.0,1.0,
5227,2014,Noguera,"Avellanes i Santa Linya, Les",13.0,3.0,,,,1.0,1.0,3.0,,5.0,,
5228,2014,Noguera,Balaguer,284.0,34.0,41.0,18.0,4.0,28.0,15.0,35.0,50.0,53.0,2.0,4.0
5229,2014,Noguera,"Baronia de Rialb, La",6.0,,1.0,1.0,,1.0,1.0,2.0,,,,
5230,2014,Noguera,Bellcaire d'Urgell,20.0,,,,,7.0,4.0,8.0,,1.0,,
5231,2014,Noguera,Bellmunt d'Urgell,1.0,,,,,,1.0,,,,,
5232,2014,Noguera,Cabanabona,1.0,,,,,1.0,,,,,,
5233,2014,Noguera,Camarasa,34.0,2.0,2.0,3.0,,2.0,3.0,8.0,10.0,3.0,1.0,
5234,2014,Noguera,Castelló de Farfanya,8.0,,,,,3.0,,2.0,,3.0,,
5235,2014,Noguera,Cubells,9.0,,,1.0,1.0,2.0,1.0,3.0,,1.0,,
5236,2014,Noguera,Foradada,10.0,1.0,,,,,2.0,6.0,,1.0,,
5237,2014,Noguera,Ivars de Noguera,4.0,,,,,1.0,2.0,,,1.0,,
5238,2014,Noguera,Menàrguens,6.0,,,1.0,,,1.0,2.0,,2.0,,
5239,2014,Noguera,Montgai,4.0,1.0,,,,,2.0,1.0,,,,
5240,2014,Noguera,Oliola,7.0,,,,,1.0,2.0,4.0,,,,
5241,2014,Noguera,Os de Balaguer,24.0,6.0,1.0,2.0,,1.0,6.0,7.0,,1.0,,
5242,2014,Noguera,Penelles,6.0,,,,,,1.0,5.0,,,,
5243,2014,Noguera,Ponts,48.0,6.0,2.0,10.0,1.0,10.0,3.0,8.0,4.0,4.0,,
5244,2014,Noguera,Preixens,14.0,2.0,,,,2.0,5.0,5.0,,,,
5245,2014,Noguera,"Sentiu de Sió, La",7.0,,,,,1.0,3.0,3.0,,,,
5246,2014,Noguera,Térmens,14.0,1.0,,1.0,,1.0,5.0,5.0,,1.0,,
5247,2014,Noguera,Tiurana,7.0,,,2.0,,,,,,,,5.0
5248,2014,Noguera,Torrelameu,12.0,,,,,2.0,5.0,3.0,,2.0,,
5249,2014,Noguera,Vallfogona de Balaguer,20.0,,3.0,,,4.0,3.0,9.0,,1.0,,
5250,2014,Noguera,Vilanova de l'Aguda,12.0,,,,,,5.0,7.0,,,,
5251,2014,Noguera,Vilanova de Meià,12.0,,2.0,,,,2.0,1.0,3.0,4.0,,
5252,2014,Osona,Alpens,4.0,2.0,,,,,,1.0,1.0,,,
5253,2014,Osona,Balenyà,18.0,,3.0,,,3.0,3.0,8.0,,1.0,,
5254,2014,Osona,"Brull, El",7.0,1.0,,,,,,2.0,,4.0,,
5255,2014,Osona,Calldetenes,12.0,1.0,2.0,,,3.0,1.0,3.0,,2.0,,
5256,2014,Osona,Centelles,28.0,1.0,,1.0,,8.0,4.0,8.0,,6.0,,
5257,2014,Osona,Collsuspina,9.0,2.0,2.0,,,2.0,1.0,1.0,1.0,,,
5258,2014,Osona,Espinelves,9.0,,1.0,,,3.0,,4.0,,1.0,,
5259,2014,Osona,Folgueroles,11.0,,2.0,,,5.0,2.0,2.0,,,,
5260,2014,Osona,Gurb,42.0,2.0,5.0,,,10.0,1.0,22.0,,2.0,,
5261,2014,Osona,Lluçà,11.0,4.0,,,,,1.0,4.0,,2.0,,
5262,2014,Osona,Malla,12.0,,,,,2.0,,10.0,,,,
5263,2014,Osona,Manlleu,81.0,3.0,19.0,1.0,1.0,20.0,5.0,9.0,3.0,17.0,3.0,
5264,2014,Osona,"Masies de Roda, Les",6.0,,2.0,,,1.0,,3.0,,,,
5265,2014,Osona,"Masies de Voltregà, Les",29.0,2.0,6.0,,,6.0,2.0,10.0,,3.0,,
5266,2014,Osona,Montesquiu,4.0,1.0,1.0,,,1.0,,,,1.0,,
5267,2014,Osona,Muntanyola,9.0,,1.0,,,,2.0,2.0,,4.0,,
5268,2014,Osona,Olost,33.0,16.0,2.0,,,3.0,2.0,5.0,3.0,2.0,,
5269,2014,Osona,Orís,2.0,,,,,,,2.0,,,,
5270,2014,Osona,Oristà,20.0,10.0,1.0,,,1.0,4.0,2.0,1.0,1.0,,
5271,2014,Osona,Perafita,5.0,2.0,,,,3.0,,,,,,
5272,2014,Osona,Prats de Lluçanès,150.0,104.0,5.0,,,11.0,1.0,12.0,9.0,8.0,,
5273,2014,Osona,Roda de Ter,32.0,,10.0,,,8.0,4.0,4.0,,6.0,,
5274,2014,Osona,Rupit i Pruit,7.0,,,,,,1.0,1.0,,5.0,,
5275,2014,Osona,Sant Agustí de Lluçanès,3.0,,,,,1.0,1.0,1.0,,,,
5276,2014,Osona,Sant Bartomeu del Grau,11.0,1.0,,,,,2.0,8.0,,,,
5277,2014,Osona,Sant Boi de Lluçanès,6.0,1.0,,,,2.0,2.0,,,1.0,,
5278,2014,Osona,Sant Hipòlit de Voltregà,17.0,,3.0,,1.0,8.0,1.0,1.0,,3.0,,
5279,2014,Osona,Sant Julià de Vilatorta,14.0,1.0,3.0,,1.0,6.0,,1.0,,2.0,,
5280,2014,Osona,Sant Martí d'Albars,3.0,,,,,,1.0,2.0,,,,
5281,2014,Osona,Sant Martí de Centelles,3.0,,,,,,1.0,,,2.0,,
5282,2014,Osona,Sant Pere de Torelló,16.0,1.0,,,,2.0,,3.0,,9.0,1.0,
5283,2014,Osona,Sant Quirze de Besora,11.0,3.0,1.0,,,3.0,1.0,3.0,,,,
5284,2014,Osona,Sant Sadurní d'Osormort,8.0,1.0,,,,3.0,,3.0,,1.0,,
5285,2014,Osona,Sant Vicenç de Torelló,21.0,2.0,3.0,,,8.0,3.0,1.0,2.0,1.0,1.0,
5286,2014,Osona,Santa Cecília de Voltregà,1.0,,,,,1.0,,,,,,
5287,2014,Osona,Santa Eugènia de Berga,12.0,,2.0,,,3.0,,7.0,,,,
5288,2014,Osona,Santa Eulàlia de Riuprimer,4.0,,,,,3.0,,,,1.0,,
5289,2014,Osona,Santa Maria de Besora,2.0,,,,,,,2.0,,,,
5290,2014,Osona,Santa Maria de Corcó,27.0,1.0,4.0,,1.0,3.0,2.0,12.0,,4.0,,
5291,2014,Osona,Seva,27.0,1.0,4.0,,1.0,7.0,3.0,8.0,,3.0,,
5292,2014,Osona,Sobremunt,2.0,,1.0,,,,1.0,,,,,
5293,2014,Osona,Sora,1.0,,,,,,,1.0,,,,
5294,2014,Osona,Taradell,30.0,,10.0,,,11.0,1.0,5.0,,,3.0,
5295,2014,Osona,Tavèrnoles,6.0,,1.0,,,,,4.0,,1.0,,
5296,2014,Osona,Tavertet,1.0,,,,,,,1.0,,,,
5297,2014,Osona,Tona,30.0,,3.0,,,8.0,6.0,12.0,,1.0,,
5298,2014,Osona,Torelló,236.0,24.0,97.0,1.0,3.0,34.0,13.0,14.0,9.0,33.0,8.0,
5299,2014,Osona,Vic,321.0,25.0,54.0,9.0,10.0,67.0,16.0,42.0,15.0,70.0,11.0,2.0
5300,2014,Osona,Vidrà,1.0,,,,,,,,,1.0,,
5301,2014,Osona,Viladrau,16.0,4.0,2.0,,,2.0,1.0,5.0,,2.0,,
5302,2014,Osona,Vilanova de Sau,2.0,,,,,,1.0,1.0,,,,
5303,2014,Pallars Jussà,Abella de la Conca,5.0,,,,,,2.0,1.0,,2.0,,
5304,2014,Pallars Jussà,Castell de Mur,5.0,1.0,,,,1.0,,,1.0,2.0,,
5305,2014,Pallars Jussà,Conca de Dalt,13.0,1.0,4.0,1.0,,1.0,2.0,2.0,,2.0,,
5306,2014,Pallars Jussà,Gavet de la Conca,4.0,,,,,,2.0,,,2.0,,
5307,2014,Pallars Jussà,Isona i Conca Dellà,43.0,7.0,3.0,5.0,,5.0,7.0,9.0,,7.0,,
5308,2014,Pallars Jussà,Llimiana,2.0,,,,,,1.0,1.0,,,,
5309,2014,Pallars Jussà,"Pobla de Segur, La",115.0,6.0,48.0,15.0,,9.0,3.0,7.0,8.0,18.0,1.0,
5310,2014,Pallars Jussà,Salàs de Pallars,5.0,,1.0,,,,3.0,,,1.0,,
5311,2014,Pallars Jussà,Sant Esteve de la Sarga,5.0,,,,,,,,,5.0,,
5312,2014,Pallars Jussà,Sarroca de Bellera,4.0,,1.0,2.0,,1.0,,,,,,
5313,2014,Pallars Jussà,Senterada,2.0,1.0,,,,,1.0,,,,,
5314,2014,Pallars Jussà,Talarn,4.0,,,,,1.0,1.0,1.0,,1.0,,
5315,2014,Pallars Jussà,"Torre de Cabdella, La",14.0,1.0,2.0,1.0,,3.0,,1.0,1.0,5.0,,
5316,2014,Pallars Jussà,Tremp,167.0,40.0,33.0,3.0,4.0,19.0,10.0,14.0,15.0,28.0,1.0,
5317,2014,Pallars Sobirà,Alins,11.0,,2.0,,,,,,1.0,8.0,,
