,DATE OF FIRE,SUBREGION ID,SUBREGION,CITY ID,CITY,HA WOODED,HA NOT WOODED,HA NO FOREST,HA FOREST
305,29/06/2011,33,Segrià,252000,Sarroca de Lleida,0.0,0.18,0.0,0.18
306,30/06/2011,2,Alt Empordà,170773,Garriguella,0.0,0.02,0.0,0.02
307,30/06/2011,20,Gironès,170448,Cassà de la Selva,0.03,0.0,0.0,0.03
308,30/06/2011,20,Gironès,170792,Girona,1.1,0.06,0.33,1.16
309,30/06/2011,7,Bages,80538,Castellbell i el Vilar,0.0,0.0,0.0,0.0
310,30/06/2011,6,Anoia,82508,Santa Margarida de Montbui,0.0,0.02,0.0,0.02
311,30/06/2011,38,Urgell,252173,Tàrrega,0.0,0.35,0.04,0.35
312,30/06/2011,29,Priorat,431573,Ulldemolins,0.0,0.0,0.0,0.0
313,01/07/2011,41,Vallès Oriental,81069,Llinars del Vallès,0.05,0.0,0.0,0.05
314,01/07/2011,38,Urgell,251095,Guimerà,0.0,0.9,0.0,0.9
315,01/07/2011,33,Segrià,250215,Almenar,0.0,0.3,0.44,0.3
316,01/07/2011,30,Ribera d'Ebre,430607,Flix,0.0,0.4,0.0,0.4
317,02/07/2011,10,Baix Empordà,171959,"Tallada d'Empordà, la",0.0,0.7,0.0,0.7
318,02/07/2011,32,Segarra,251919,Sanaüja,1.12,0.0,6.09,1.12
319,02/07/2011,9,Baix Ebre,430136,"Ametlla de Mar, l'",0.09,0.0,0.0,0.09
320,02/07/2011,9,Baix Ebre,431042,"Perelló, el",0.01,0.0,0.0,0.01
321,03/07/2011,25,Pallars Jussà,250984,Gavet de la Conca,0.05,0.0,0.0,0.05
322,03/07/2011,37,Terra Alta,430712,Horta de Sant Joan,0.0,0.0,0.0,0.0
323,04/07/2011,35,Solsonès,251462,Navès,0.0,0.0,0.0,0.0
324,04/07/2011,16,Conca de Barberà,430290,Blancafort,0.07,0.0,0.0,0.07
325,04/07/2011,37,Terra Alta,430568,"Fatarella, la",0.08,0.0,0.0,0.08
326,05/07/2011,30,Ribera d'Ebre,430939,Móra d'Ebre,0.29,0.0,0.0,0.29
327,06/07/2011,29,Priorat,431573,Ulldemolins,0.0,0.12,0.0,0.12
328,07/07/2011,10,Baix Empordà,171910,Serra de Daró,0.0,0.15,0.0,0.15
329,07/07/2011,34,Selva,170335,Caldes de Malavella,0.03,0.0,0.0,0.03
330,07/07/2011,22,Montsià,430445,"Sénia, la",0.0,0.18,0.0,0.18
331,08/07/2011,10,Baix Empordà,171175,Palafrugell,0.83,0.0,0.09,0.83
332,08/07/2011,20,Gironès,170792,Girona,1.77,3.91,0.02,5.68
333,08/07/2011,41,Vallès Oriental,82107,Sant Feliu de Codines,0.0,0.4,0.0,0.4
334,08/07/2011,40,Vallès Occidental,82055,Sant Cugat del Vallès,0.0,0.23,0.26,0.23
335,08/07/2011,6,Anoia,82975,Veciana,0.5,0.8,4.2,1.3
336,08/07/2011,9,Baix Ebre,431042,"Perelló, el",0.14,0.0,0.0,0.14
337,10/07/2011,21,Maresme,80403,Canet de Mar,0.0,0.0,0.0,0.0
338,10/07/2011,8,Baix Camp,430810,Maspujols,0.0,0.03,0.0,0.03
339,11/07/2011,24,Osona,82251,Sant Martí d'Albars,0.06,0.0,0.0,0.06
340,11/07/2011,16,Conca de Barberà,430542,"Espluga de Francolí, l'",0.4,0.49,0.0,0.89
341,11/07/2011,22,Montsià,430629,Freginals,0.0,1.42,0.0,1.42
342,12/07/2011,24,Osona,81496,Olost,0.0,0.0,0.0,0.0
343,12/07/2011,7,Bages,80121,Avinyó,0.03,0.0,0.0,0.03
344,12/07/2011,6,Anoia,80253,"Bruc, el",0.0,0.0,0.0,0.0
345,12/07/2011,6,Anoia,80253,"Bruc, el",0.03,0.0,0.0,0.03
346,12/07/2011,6,Anoia,80253,"Bruc, el",1.14,0.0,0.0,1.14
347,12/07/2011,26,Pallars Sobirà,252081,Soriguera,0.0,0.0,0.0,0.0
348,12/07/2011,23,Noguera,250404,Balaguer,1.3,23.4,12.2,24.7
349,12/07/2011,37,Terra Alta,431068,"Pinell de Brai, el",0.0,0.0,0.0,0.0
350,13/07/2011,2,Alt Empordà,172272,Vilamaniscle,0.0,0.2,0.0,0.2
351,13/07/2011,11,Baix Llobregat,81960,Sant Andreu de la Barca,0.0,0.0,0.0,0.0
352,13/07/2011,35,Solsonès,250642,Castellar de la Ribera,0.0,0.12,0.0,0.12
353,13/07/2011,8,Baix Camp,431299,Riudoms,0.0,0.4,0.0,0.4
354,13/07/2011,29,Priorat,430960,"Morera de Montsant, la",0.01,0.0,0.0,0.01
355,13/07/2011,18,Garrigues,252249,"Torms, els",0.1,0.0,0.0,0.1
356,14/07/2011,8,Baix Camp,431299,Riudoms,0.0,0.1,0.0,0.1
357,14/07/2011,37,Terra Alta,430228,Batea,0.15,0.0,0.0,0.15
358,15/07/2011,7,Bages,82129,Sant Feliu Sasserra,0.04,0.0,0.0,0.04
359,15/07/2011,38,Urgell,251575,Ossó de Sió,0.0,0.3,2.7,0.3
360,15/07/2011,9,Baix Ebre,431554,Tortosa,0.0,0.12,0.0,0.12
361,16/07/2011,2,Alt Empordà,171788,Sant Pere Pescador,0.0,0.03,0.0,0.03
362,16/07/2011,10,Baix Empordà,170221,"Bisbal d'Empordà, la",11.1,0.8,4.7,11.9
363,16/07/2011,41,Vallès Oriental,82567,Santa Maria de Martorelles,0.0,0.0,0.0,0.0
364,17/07/2011,6,Anoia,81764,Pujalt,0.0,0.04,0.0,0.04
365,17/07/2011,8,Baix Camp,430923,Mont-roig del Camp,0.0,1.22,0.0,1.22
366,17/07/2011,18,Garrigues,250735,Cervià de les Garrigues,0.61,0.17,2.56,0.78
367,18/07/2011,20,Gironès,171557,Salt,0.02,0.63,0.0,0.65
368,18/07/2011,38,Urgell,251811,Puigverd d'Agramunt,0.0,0.01,0.0,0.01
369,18/07/2011,23,Noguera,251569,Os de Balaguer,0.0,0.77,0.0,0.77
370,19/07/2011,1,Alt Camp,431248,"Riba, la",75.81,266.28,9.31,342.09
371,19/07/2011,8,Baix Camp,431299,Riudoms,0.0,0.5,1.0,0.5
372,19/07/2011,23,Noguera,250946,Foradada,0.0,0.07,0.0,0.07
373,19/07/2011,33,Segrià,251207,Lleida,4.6,3.4,22.11,8.0
374,20/07/2011,10,Baix Empordà,170486,Castell-Platja d'Aro,0.0,0.05,0.0,0.05
375,21/07/2011,8,Baix Camp,430424,Castellvell del Camp,0.0,0.09,0.0,0.09
376,21/07/2011,29,Priorat,431140,Porrera,0.0,0.02,0.0,0.02
377,21/07/2011,18,Garrigues,250735,Cervià de les Garrigues,0.03,0.0,0.0,0.03
378,23/07/2011,11,Baix Llobregat,82634,Sant Vicenç dels Horts,0.0,0.0,0.0,0.0
379,23/07/2011,1,Alt Camp,430347,Bràfim,0.0,0.0,0.0,0.0
380,23/07/2011,38,Urgell,251095,Guimerà,0.66,0.23,2.7,0.89
381,23/07/2011,37,Terra Alta,430228,Batea,0.44,0.0,0.0,0.44
382,24/07/2011,20,Gironès,170890,Llagostera,0.0,0.1,0.0,0.1
383,24/07/2011,34,Selva,171501,Riudellots de la Selva,0.0,0.03,0.0,0.03
384,24/07/2011,34,Selva,170335,Caldes de Malavella,0.0,0.05,0.0,0.05
385,24/07/2011,7,Bages,82423,Marganell,0.0,0.0,0.0,0.0
386,24/07/2011,22,Montsià,431567,Ulldecona,0.0,0.12,0.0,0.12
387,25/07/2011,22,Montsià,430786,Masdenverge,0.0,0.08,0.0,0.08
388,26/07/2011,40,Vallès Occidental,82798,Terrassa,0.0,0.01,0.0,0.01
389,26/07/2011,11,Baix Llobregat,82634,Sant Vicenç dels Horts,0.0,0.03,0.0,0.03
390,26/07/2011,1,Alt Camp,431325,Rodonyà,0.01,0.0,0.0,0.01
391,26/07/2011,26,Pallars Sobirà,252081,Soriguera,0.0,0.0,0.0,0.0
392,27/07/2011,9,Baix Ebre,431021,Paüls,0.08,0.08,0.0,0.16
393,28/07/2011,7,Bages,81918,Sallent,0.0,0.0,0.0,0.0
394,28/07/2011,6,Anoia,82508,Santa Margarida de Montbui,0.03,0.0,0.0,0.03
395,28/07/2011,29,Priorat,431573,Ulldemolins,0.0,0.2,0.0,0.2
396,28/07/2011,33,Segrià,250169,Alguaire,0.0,2.8,4.0,2.8
397,28/07/2011,37,Terra Alta,431750,Vilalba dels Arcs,0.25,0.0,0.0,0.25
398,29/07/2011,37,Terra Alta,430712,Horta de Sant Joan,0.02,0.0,0.0,0.02
399,30/07/2011,23,Noguera,252496,Vilanova de l'Aguda,0.0,0.1,0.07,0.1
400,30/07/2011,9,Baix Ebre,430136,"Ametlla de Mar, l'",0.0,0.0,0.0,0.0
401,01/08/2011,40,Vallès Occidental,82798,Terrassa,0.0,0.0,0.0,0.0
402,04/08/2011,11,Baix Llobregat,80667,Castellví de Rosanes,0.0,0.0,0.0,0.0
403,04/08/2011,6,Anoia,81653,"Pobla de Claramunt, la",0.07,0.0,0.0,0.07
404,06/08/2011,36,Tarragonès,431482,Tarragona,0.0,0.0,0.0,0.0
405,06/08/2011,37,Terra Alta,430712,Horta de Sant Joan,0.01,0.0,0.0,0.01
406,07/08/2011,11,Baix Llobregat,83015,Viladecans,0.01,0.0,0.0,0.01
407,07/08/2011,25,Pallars Jussà,252154,Talarn,0.5,1.15,0.0,1.65
408,08/08/2011,35,Solsonès,250642,Castellar de la Ribera,0.14,0.0,0.0,0.14
409,09/08/2011,11,Baix Llobregat,81580,"Papiol, el",0.12,0.0,0.0,0.12
410,10/08/2011,33,Segrià,251333,Maials,0.0,0.1,1.28,0.1
411,12/08/2011,2,Alt Empordà,170932,Llers,0.01,0.0,0.0,0.01
412,12/08/2011,17,Garraf,82704,Sitges,0.01,0.0,0.0,0.01
413,12/08/2011,17,Garraf,82704,Sitges,0.0,0.0,0.0,0.0
414,12/08/2011,17,Garraf,82704,Sitges,0.01,0.0,0.0,0.01
415,13/08/2011,2,Alt Empordà,171432,Rabós,8.0,77.4,8.2,85.4
416,13/08/2011,30,Ribera d'Ebre,431508,Tivissa,0.15,0.0,0.0,0.15
417,13/08/2011,37,Terra Alta,430712,Horta de Sant Joan,0.0,0.0,0.0,0.0
418,14/08/2011,40,Vallès Occidental,82233,Sant Llorenç Savall,0.01,0.0,0.0,0.01
419,14/08/2011,9,Baix Ebre,431331,Roquetes,0.01,0.0,0.0,0.01
420,15/08/2011,34,Selva,171030,Maçanet de la Selva,0.0,0.0,0.0,0.0
421,16/08/2011,34,Selva,172023,Tossa de Mar,0.29,0.0,0.0,0.29
422,17/08/2011,40,Vallès Occidental,81252,Montcada i Reixac,0.0,0.08,0.0,0.08
423,18/08/2011,2,Alt Empordà,170926,Llançà,0.0,0.0,0.0,0.0
424,18/08/2011,34,Selva,172023,Tossa de Mar,0.0,0.02,0.0,0.02
425,18/08/2011,23,Noguera,250024,Àger,0.0,0.54,0.0,0.54
426,19/08/2011,10,Baix Empordà,171812,Santa Cristina d'Aro,0.0,0.0,0.0,0.0
427,20/08/2011,7,Bages,81918,Sallent,0.05,0.0,0.0,0.05
428,20/08/2011,17,Garraf,82310,Sant Pere de Ribes,0.04,0.0,0.0,0.04
429,21/08/2011,34,Selva,172023,Tossa de Mar,0.02,0.0,0.0,0.02
430,21/08/2011,34,Selva,172023,Tossa de Mar,0.02,0.0,0.0,0.02
431,21/08/2011,21,Maresme,81555,Palafolls,0.0,0.02,0.0,0.02
432,21/08/2011,41,Vallès Oriental,81069,Llinars del Vallès,0.01,0.0,0.0,0.01
433,21/08/2011,13,Barcelonès,80193,Barcelona,0.0,0.02,0.0,0.02
434,21/08/2011,11,Baix Llobregat,80667,Castellví de Rosanes,0.0,0.08,0.0,0.08
435,21/08/2011,7,Bages,82628,Sant Vicenç de Castellet,0.0,0.3,0.0,0.3
436,22/08/2011,19,Garrotxa,170195,Besalú,0.08,0.0,0.0,0.08
437,22/08/2011,40,Vallès Occidental,81252,Montcada i Reixac,0.0,0.04,0.0,0.04
438,22/08/2011,40,Vallès Occidental,82233,Sant Llorenç Savall,0.0,0.27,0.0,0.27
439,22/08/2011,11,Baix Llobregat,82634,Sant Vicenç dels Horts,0.0,0.03,0.0,0.03
440,22/08/2011,6,Anoia,81614,Piera,0.0,0.1,0.0,0.1
441,22/08/2011,6,Anoia,81022,Igualada,0.0,0.1,0.0,0.1
442,22/08/2011,4,Alt Urgell,259062,"Valls d'Aguilar, les",0.25,0.0,0.0,0.25
443,22/08/2011,38,Urgell,252445,Vilagrassa,0.0,0.02,0.0,0.02
444,22/08/2011,23,Noguera,250352,"Sentiu de Sió, la",0.0,0.09,0.0,0.09
445,23/08/2011,34,Selva,171019,Massanes,0.05,0.05,0.0,0.1
446,23/08/2011,11,Baix Llobregat,81580,"Papiol, el",0.0,0.0,0.0,0.0
447,24/08/2011,10,Baix Empordà,172327,Vilopriu,0.0,0.0,0.0,0.0
448,24/08/2011,6,Anoia,82508,Santa Margarida de Montbui,0.0,0.05,0.0,0.05
449,25/08/2011,34,Selva,171019,Massanes,0.02,0.0,0.0,0.02
450,25/08/2011,1,Alt Camp,431080,"Pla de Santa Maria, el",0.33,0.0,0.0,0.33
451,25/08/2011,36,Tarragonès,431444,"Secuita, la",0.05,0.07,0.0,0.12
452,26/08/2011,41,Vallès Oriental,82107,Sant Feliu de Codines,0.0,0.0,0.0,0.0
453,26/08/2011,26,Pallars Sobirà,252213,Tírvia,0.0,0.0,0.0,0.0
454,26/08/2011,23,Noguera,250352,"Sentiu de Sió, la",0.0,1.02,0.0,1.02
455,26/08/2011,33,Segrià,251023,"Granja d'Escarp, la",0.0,7.0,0.7,7.0
456,26/08/2011,33,Segrià,251023,"Granja d'Escarp, la",0.0,0.01,0.0,0.01
457,27/08/2011,40,Vallès Occidental,82798,Terrassa,0.0,0.01,0.0,0.01
458,28/08/2011,10,Baix Empordà,171181,Palamós,0.0,0.03,0.0,0.03
459,29/08/2011,15,Cerdanya,170242,Bolvir,0.0,1.5,0.0,1.5
460,29/08/2011,22,Montsià,430445,"Sénia, la",0.0,0.44,0.0,0.44
461,30/08/2011,10,Baix Empordà,172327,Vilopriu,0.03,0.0,0.0,0.03
462,30/08/2011,14,Berguedà,80996,Guardiola de Berguedà,0.0,0.0,0.0,0.0
463,31/08/2011,2,Alt Empordà,171523,Roses,0.0,0.05,0.0,0.05
464,01/09/2011,2,Alt Empordà,172235,Vilajuïga,0.09,0.0,0.0,0.09
465,01/09/2011,17,Garraf,82704,Sitges,0.01,0.0,0.0,0.01
466,01/09/2011,17,Garraf,82704,Sitges,1.1,0.6,0.0,1.7
467,01/09/2011,6,Anoia,81614,Piera,0.0,0.04,0.0,0.04
468,02/09/2011,10,Baix Empordà,170486,Castell-Platja d'Aro,0.0,0.0,0.0,0.0
469,02/09/2011,40,Vallès Occidental,82055,Sant Cugat del Vallès,0.0,0.06,0.0,0.06
470,02/09/2011,7,Bages,82135,Sant Fruitós de Bages,0.0,0.03,0.0,0.03
471,02/09/2011,6,Anoia,82861,"Torre de Claramunt, la",0.0,0.0,0.0,0.0
472,02/09/2011,9,Baix Ebre,439044,"Aldea, l'",0.0,0.32,0.0,0.32
473,03/09/2011,31,Ripollès,170806,Gombrèn,0.0,0.01,0.0,0.01
474,03/09/2011,30,Ribera d'Ebre,430607,Flix,0.0,0.04,0.0,0.04
475,05/09/2011,9,Baix Ebre,431554,Tortosa,0.0,0.06,0.0,0.06
476,06/09/2011,40,Vallès Occidental,82798,Terrassa,0.0,1.29,0.0,1.29
477,06/09/2011,12,Baix Penedès,431634,"Vendrell, el",0.0,0.0,0.0,0.0
478,07/09/2011,1,Alt Camp,430056,Alcover,0.82,1.48,0.0,2.3
479,07/09/2011,23,Noguera,250349,Artesa de Segre,1.5,0.5,2.5,2.0
480,07/09/2011,23,Noguera,250352,"Sentiu de Sió, la",0.0,0.09,0.0,0.09
481,08/09/2011,34,Selva,171931,Sils,0.0,0.01,0.0,0.01
482,08/09/2011,11,Baix Llobregat,83015,Viladecans,0.0,0.23,0.0,0.23
483,08/09/2011,12,Baix Penedès,431634,"Vendrell, el",0.22,0.0,0.0,0.22
484,08/09/2011,16,Conca de Barberà,430542,"Espluga de Francolí, l'",0.03,0.0,0.0,0.03
485,08/09/2011,29,Priorat,431573,Ulldemolins,0.0,0.07,0.0,0.07
486,09/09/2011,21,Maresme,82140,Vilassar de Dalt,0.0,0.74,0.0,0.74
487,10/09/2011,10,Baix Empordà,172327,Vilopriu,0.42,0.0,0.0,0.42
488,10/09/2011,10,Baix Empordà,172327,Vilopriu,0.19,0.0,0.0,0.19
489,10/09/2011,40,Vallès Occidental,89045,Badia del Vallès,0.0,0.0,0.0,0.0
490,10/09/2011,40,Vallès Occidental,82055,Sant Cugat del Vallès,0.04,0.0,0.0,0.04
491,10/09/2011,7,Bages,82135,Sant Fruitós de Bages,0.8,2.7,2.2,3.5
492,11/09/2011,10,Baix Empordà,170486,Castell-Platja d'Aro,0.02,0.0,0.0,0.02
493,11/09/2011,24,Osona,81000,Gurb,0.0,0.0,0.0,0.0
494,12/09/2011,41,Vallès Oriental,81069,Llinars del Vallès,0.0,0.0,0.0,0.0
495,12/09/2011,3,Alt Penedès,82877,Torrelavit,0.0,0.01,0.0,0.01
496,13/09/2011,7,Bages,81923,Santpedor,0.18,0.0,0.0,0.18
497,13/09/2011,7,Bages,81136,Manresa,0.02,0.0,0.0,0.02
498,14/09/2011,20,Gironès,171735,Sant Martí Vell,0.07,0.0,0.0,0.07
499,14/09/2011,6,Anoia,83020,Vilanova del Camí,0.0,0.01,0.0,0.01
500,15/09/2011,10,Baix Empordà,172327,Vilopriu,0.01,0.0,0.0,0.01
501,15/09/2011,1,Alt Camp,430017,Aiguamúrcia,3.3,4.1,0.5,7.4
502,15/09/2011,37,Terra Alta,430228,Batea,8.4,0.0,0.0,8.4
503,16/09/2011,23,Noguera,250349,Artesa de Segre,0.0,0.1,0.42,0.1
504,17/09/2011,10,Baix Empordà,171812,Santa Cristina d'Aro,0.0,0.0,0.0,0.0
505,18/09/2011,21,Maresme,82359,Sant Pol de Mar,0.0,0.0,0.0,0.0
506,20/09/2011,2,Alt Empordà,171984,Torroella de Fluvià,0.0,0.01,0.0,0.01
507,21/09/2011,40,Vallès Occidental,82384,Sant Quirze del Vallès,0.34,0.0,0.0,0.34
508,22/09/2011,34,Selva,172023,Tossa de Mar,0.01,0.0,0.0,0.01
509,22/09/2011,40,Vallès Occidental,82384,Sant Quirze del Vallès,0.0,0.26,0.0,0.26
510,23/09/2011,34,Selva,171030,Maçanet de la Selva,0.47,0.0,0.0,0.47
511,25/09/2011,8,Baix Camp,430923,Mont-roig del Camp,0.0,0.44,0.0,0.44
512,26/09/2011,29,Priorat,431573,Ulldemolins,0.0,0.0,0.0,0.0
513,27/09/2011,29,Priorat,431573,Ulldemolins,6.85,0.0,0.0,6.85
514,28/09/2011,10,Baix Empordà,171812,Santa Cristina d'Aro,0.0,0.0,0.0,0.0
515,28/09/2011,40,Vallès Occidental,82798,Terrassa,0.0,0.1,0.0,0.1
516,28/09/2011,11,Baix Llobregat,81141,Martorell,0.03,0.0,0.0,0.03
517,28/09/2011,16,Conca de Barberà,430542,"Espluga de Francolí, l'",0.05,0.0,0.0,0.05
518,29/09/2011,8,Baix Camp,431270,Riudecanyes,0.0,0.1,0.0,0.1
519,29/09/2011,9,Baix Ebre,431554,Tortosa,0.04,0.0,0.0,0.04
520,01/10/2011,2,Alt Empordà,171523,Roses,0.0,0.58,0.0,0.58
521,01/10/2011,2,Alt Empordà,170773,Garriguella,0.0,0.01,0.0,0.01
522,01/10/2011,10,Baix Empordà,171812,Santa Cristina d'Aro,0.0,0.0,0.0,0.0
523,01/10/2011,41,Vallès Oriental,81982,Sant Antoni de Vilamajor,0.0,0.0,0.0,0.0
524,02/10/2011,40,Vallès Occidental,83008,Viladecavalls,0.0,0.04,0.0,0.04
525,02/10/2011,9,Baix Ebre,431554,Tortosa,0.0,0.04,0.0,0.04
526,03/10/2011,4,Alt Urgell,250058,Alàs i Cerc,0.0,0.0,0.0,0.0
527,04/10/2011,40,Vallès Occidental,82671,Sentmenat,0.0,1.11,0.43,1.11
528,04/10/2011,11,Baix Llobregat,89058,"Palma de Cervelló, la",0.0,0.02,0.0,0.02
529,04/10/2011,1,Alt Camp,431080,"Pla de Santa Maria, el",0.17,0.0,0.0,0.17
530,05/10/2011,10,Baix Empordà,172327,Vilopriu,0.02,0.0,0.0,0.02
531,05/10/2011,2,Alt Empordà,171582,Sant Climent Sescebes,0.0,0.25,0.0,0.25
532,05/10/2011,34,Selva,172023,Tossa de Mar,0.04,0.0,0.0,0.04
533,06/10/2011,16,Conca de Barberà,430542,"Espluga de Francolí, l'",0.01,0.0,0.0,0.01
534,07/10/2011,14,Berguedà,80497,Casserres,0.0,0.12,0.0,0.12
535,09/10/2011,11,Baix Llobregat,83015,Viladecans,0.0,0.4,0.0,0.4
536,09/10/2011,22,Montsià,431567,Ulldecona,0.77,5.0,7.0,5.77
537,10/10/2011,40,Vallès Occidental,81252,Montcada i Reixac,0.01,0.0,0.0,0.01
538,10/10/2011,40,Vallès Occidental,81252,Montcada i Reixac,1.8,1.1,0.0,2.9
539,10/10/2011,11,Baix Llobregat,80898,Gavà,0.01,0.0,0.0,0.01
540,12/10/2011,10,Baix Empordà,171978,Torrent,0.01,0.0,0.0,0.01
541,12/10/2011,21,Maresme,80095,Argentona,0.07,0.0,0.0,0.07
542,12/10/2011,21,Maresme,80095,Argentona,0.0,0.16,0.0,0.16
543,12/10/2011,24,Osona,82785,Taradell,0.0,0.21,0.0,0.21
544,12/10/2011,40,Vallès Occidental,82798,Terrassa,0.0,0.0,0.0,0.0
545,12/10/2011,17,Garraf,82310,Sant Pere de Ribes,0.0,0.01,0.0,0.01
546,12/10/2011,16,Conca de Barberà,430542,"Espluga de Francolí, l'",0.01,0.0,0.0,0.01
547,12/10/2011,33,Segrià,250215,Almenar,0.0,0.82,0.0,0.82
548,13/10/2011,21,Maresme,82845,Tordera,0.05,0.0,0.0,0.05
549,13/10/2011,13,Barcelonès,82457,Santa Coloma de Gramenet,0.0,0.33,0.0,0.33
550,13/10/2011,7,Bages,80983,Sant Salvador de Guardiola,0.0,0.0,0.0,0.0
551,13/10/2011,36,Tarragonès,431482,Tarragona,0.01,0.0,0.0,0.01
552,13/10/2011,26,Pallars Sobirà,252081,Soriguera,10.7,160.4,0.7,171.1
553,13/10/2011,37,Terra Alta,430228,Batea,0.65,0.0,0.52,0.65
554,15/10/2011,29,Priorat,431573,Ulldemolins,0.0,0.02,0.0,0.02
555,16/10/2011,24,Osona,82652,Sant Vicenç de Torelló,0.0,0.01,0.02,0.01
556,17/10/2011,21,Maresme,81555,Palafolls,0.0,0.3,0.0,0.3
557,17/10/2011,21,Maresme,81635,Pineda de Mar,0.0,0.01,0.0,0.01
558,17/10/2011,16,Conca de Barberà,431303,Rocafort de Queralt,0.0,0.05,0.0,0.05
559,19/10/2011,2,Alt Empordà,171289,Pau,0.0,0.45,0.0,0.45
560,19/10/2011,2,Alt Empordà,171582,Sant Climent Sescebes,0.0,0.01,0.0,0.01
561,19/10/2011,40,Vallès Occidental,82665,Cerdanyola del Vallès,0.01,0.0,0.0,0.01
562,20/10/2011,15,Cerdanya,172060,Urús,0.01,0.0,0.0,0.01
563,20/10/2011,3,Alt Penedès,82325,Sant Pere de Riudebitlles,0.0,2.7,0.0,2.7
564,20/10/2011,16,Conca de Barberà,430542,"Espluga de Francolí, l'",0.02,0.0,0.0,0.02
565,20/10/2011,25,Pallars Jussà,252347,Tremp,0.0,0.6,0.0,0.6
566,22/10/2011,7,Bages,82628,Sant Vicenç de Castellet,0.0,0.35,0.0,0.35
567,22/10/2011,29,Priorat,430555,Falset,0.0,0.48,0.0,0.48
568,23/10/2011,7,Bages,80538,Castellbell i el Vilar,0.2,0.2,0.0,0.4
569,24/10/2011,2,Alt Empordà,171582,Sant Climent Sescebes,0.0,0.5,0.0,0.5
570,25/10/2011,2,Alt Empordà,171582,Sant Climent Sescebes,0.0,0.2,0.0,0.2
571,02/11/2011,2,Alt Empordà,172235,Vilajuïga,0.0,0.05,0.0,0.05
572,12/11/2011,33,Segrià,250387,Aitona,0.0,0.36,0.0,0.36
573,01/12/2011,34,Selva,170834,Hostalric,0.0,0.02,0.0,0.02
574,01/12/2011,16,Conca de Barberà,431726,Vilaverd,0.0,0.0,0.0,0.0
575,03/12/2011,36,Tarragonès,430430,"Catllar, el",0.0,0.0,0.0,0.0
576,17/12/2011,40,Vallès Occidental,82606,Santa Perpètua de Mogoda,0.0,0.07,0.03,0.07
577,27/12/2011,35,Solsonès,251364,"Molsosa, la",0.0,2.35,0.0,2.35
578,28/12/2011,28,Pla de l'Estany,171371,Porqueres,0.04,0.0,0.0,0.04
579,29/12/2011,2,Alt Empordà,170427,Capmany,0.0,0.04,0.0,0.04
580,29/12/2011,31,Ripollès,170391,Camprodon,4.8,0.0,0.0,4.8
581,29/12/2011,11,Baix Llobregat,83015,Viladecans,0.0,0.15,0.0,0.15
582,30/12/2011,41,Vallès Oriental,80863,"Franqueses del Vallès, les",0.0,0.03,0.0,0.03
583,30/12/2011,11,Baix Llobregat,83015,Viladecans,0.0,2.3,0.0,2.3
584,30/12/2011,6,Anoia,81614,Piera,0.0,0.42,0.0,0.42
585,30/12/2011,9,Baix Ebre,430069,Aldover,0.0,0.0,0.0,0.0
586,01/01/2012,41,Vallès Oriental,80333,Caldes de Montbui,0.03,0.0,0.0,0.03
587,02/01/2012,35,Solsonès,251484,Odèn,0.0,0.1,0.02,0.1
588,03/01/2012,6,Anoia,81022,Igualada,0.0,0.15,0.0,0.15
589,04/01/2012,2,Alt Empordà,170314,Cabanelles,0.0,0.0,0.0,0.0
590,04/01/2012,9,Baix Ebre,431554,Tortosa,0.0,0.0,0.0,0.0
591,04/01/2012,33,Segrià,259123,Gimenells i el Pla de la Font,0.47,0.0,0.18,0.47
592,05/01/2012,7,Bages,80538,Castellbell i el Vilar,0.01,0.0,0.0,0.01
593,06/01/2012,14,Berguedà,80229,Berga,0.0,0.8,0.0,0.8
594,06/01/2012,22,Montsià,430141,Amposta,0.7,9.3,0.0,10.0
595,07/01/2012,11,Baix Llobregat,80898,Gavà,0.0,0.7,0.0,0.7
596,07/01/2012,11,Baix Llobregat,83015,Viladecans,0.0,0.4,0.0,0.4
597,07/01/2012,38,Urgell,252173,Tàrrega,0.0,0.7,0.0,0.7
598,07/01/2012,9,Baix Ebre,430081,Alfara de Carles,0.0,0.19,0.0,0.19
599,08/01/2012,22,Montsià,430445,"Sénia, la",0.0,0.04,0.0,0.04
600,12/01/2012,15,Cerdanya,170998,Meranges,0.0,0.3,0.2,0.3
601,14/01/2012,30,Ribera d'Ebre,430653,Garcia,0.76,0.0,0.0,0.76
602,15/01/2012,2,Alt Empordà,171788,Sant Pere Pescador,0.2,0.0,0.12,0.2
603,15/01/2012,11,Baix Llobregat,82212,Sant Just Desvern,0.0,0.0,0.0,0.0
604,16/01/2012,39,Aran,251214,Les,5.8,13.1,0.0,18.9
605,17/01/2012,11,Baix Llobregat,83015,Viladecans,0.0,0.02,0.0,0.02
606,17/01/2012,6,Anoia,81614,Piera,0.0,0.01,0.0,0.01
607,20/01/2012,15,Cerdanya,170694,Fontanals de Cerdanya,0.0,0.15,0.0,0.15
608,21/01/2012,40,Vallès Occidental,80517,Castellar del Vallès,0.0,0.0,0.0,0.0
609,21/01/2012,3,Alt Penedès,80850,Font-rubí,0.0,0.04,0.0,0.04
610,21/01/2012,16,Conca de Barberà,430862,Montblanc,0.0,0.04,0.0,0.04
611,22/01/2012,25,Pallars Jussà,251155,Isona i Conca Dellà,0.0,0.85,0.0,0.85
