,DATE OF FIRE,SUBREGION ID,SUBREGION,CITY ID,CITY,HA WOODED,HA NOT WOODED,HA NO FOREST,HA FOREST
3656,09/06/2017,18,Garrigues,250292,Arbeca,0.0,0.57,3.9,0.57
3657,09/06/2017,22,Montsià,430141,Amposta,0.0,0.37,0.0,0.37
3658,10/06/2017,21,Maresme,81555,Palafolls,0.0,0.03,0.0,0.03
3659,10/06/2017,18,Garrigues,250096,"Albi, l'",0.0,0.36,0.71,0.36
3660,10/06/2017,38,Urgell,259025,Sant Martí de Riucorb,0.0,0.25,1.25,0.25
3661,10/06/2017,30,Ribera d'Ebre,431212,Rasquera,0.0,0.58,0.0,0.58
3662,11/06/2017,3,Alt Penedès,81688,Pontons,0.0,0.0,0.0,0.0
3663,11/06/2017,28,Pla de l'Estany,171903,Serinyà,0.0,0.01,0.0,0.01
3664,12/06/2017,28,Pla de l'Estany,170715,Fontcoberta,0.01,0.0,0.0,0.01
3665,12/06/2017,28,Pla de l'Estany,172180,Vilademuls,0.06,0.0,0.0,0.06
3666,12/06/2017,28,Pla de l'Estany,172180,Vilademuls,0.16,0.0,0.0,0.16
3667,12/06/2017,20,Gironès,171557,Salt,0.0,0.06,0.0,0.06
3668,12/06/2017,20,Gironès,171557,Salt,0.0,0.02,0.0,0.02
3669,12/06/2017,37,Terra Alta,430419,Caseres,0.02,0.0,0.0,0.02
3670,13/06/2017,21,Maresme,81555,Palafolls,0.0,0.02,0.0,0.02
3671,13/06/2017,2,Alt Empordà,170010,Agullana,0.4,0.0,0.2,0.4
3672,14/06/2017,6,Anoia,80608,Castellfollit de Riubregós,0.0,0.08,0.0,0.08
3673,14/06/2017,40,Vallès Occidental,81252,Montcada i Reixac,0.0,0.6,0.0,0.6
3674,14/06/2017,20,Gironès,170792,Girona,1.34,1.49,0.26,2.83
3675,14/06/2017,34,Selva,171946,Susqueda,0.45,0.42,0.0,0.87
3676,14/06/2017,34,Selva,171931,Sils,0.77,0.36,7.4,1.13
3677,14/06/2017,10,Baix Empordà,171215,Palau-sator,0.2,0.0,0.15,0.2
3678,14/06/2017,18,Garrigues,251180,Juncosa,0.36,0.0,0.0,0.36
3679,14/06/2017,23,Noguera,251500,Oliola,5.67,1.16,35.45,6.83
3680,14/06/2017,32,Segarra,259078,Torrefeta i Florejacs,1.21,0.12,3.53,1.33
3681,14/06/2017,9,Baix Ebre,431495,Tivenys,0.0,0.69,0.0,0.69
3682,15/06/2017,15,Cerdanya,251399,Montellà i Martinet,0.0,0.0,0.0,0.0
3683,15/06/2017,41,Vallès Oriental,80462,Cardedeu,0.88,0.06,6.77,0.94
3684,16/06/2017,24,Osona,82690,Seva,0.0,0.02,0.0,0.02
3685,16/06/2017,18,Garrigues,250292,Arbeca,0.0,0.41,4.04,0.41
3686,16/06/2017,23,Noguera,250220,Alòs de Balaguer,0.1,0.0,0.0,0.1
3687,17/06/2017,6,Anoia,81192,Masquefa,0.0,0.04,0.0,0.04
3688,17/06/2017,24,Osona,82690,Seva,0.0,0.04,0.76,0.04
3689,17/06/2017,21,Maresme,81555,Palafolls,0.0,0.01,0.0,0.01
3690,17/06/2017,10,Baix Empordà,171997,Torroella de Montgrí,0.0,0.0,0.0,0.0
3691,17/06/2017,33,Segrià,251207,Lleida,0.0,8.19,81.74,8.19
3692,18/06/2017,11,Baix Llobregat,81234,Molins de Rei,0.02,0.0,0.0,0.02
3693,18/06/2017,13,Barcelonès,82457,Santa Coloma de Gramenet,0.0,0.1,0.3,0.1
3694,18/06/2017,40,Vallès Occidental,82671,Sentmenat,0.79,0.1,6.57,0.89
3695,18/06/2017,11,Baix Llobregat,80207,Begues,0.24,0.0,0.0,0.24
3696,18/06/2017,21,Maresme,81555,Palafolls,0.05,0.09,0.0,0.14
3697,18/06/2017,16,Conca de Barberà,430542,"Espluga de Francolí, l'",0.03,0.12,0.0,0.15
3698,19/06/2017,40,Vallès Occidental,82798,Terrassa,0.04,0.04,0.0,0.09
3699,19/06/2017,10,Baix Empordà,171812,Santa Cristina d'Aro,0.0,0.0,0.0,0.0
3700,19/06/2017,23,Noguera,251500,Oliola,0.0,0.06,0.2,0.06
3701,19/06/2017,22,Montsià,430445,"Sénia, la",0.0,0.0,0.0,0.0
3702,19/06/2017,9,Baix Ebre,431554,Tortosa,0.0,0.0,0.0,0.0
3703,19/06/2017,9,Baix Ebre,431554,Tortosa,0.0,0.02,0.0,0.02
3704,20/06/2017,23,Noguera,251348,Menàrguens,0.0,0.2,0.0,0.2
3705,20/06/2017,35,Solsonès,251667,Pinell de Solsonès,0.0,0.05,0.14,0.05
3706,21/06/2017,34,Selva,171501,Riudellots de la Selva,0.32,0.0,0.0,0.32
3707,21/06/2017,23,Noguera,250349,Artesa de Segre,0.0,0.36,0.44,0.36
3708,21/06/2017,33,Segrià,251207,Lleida,0.08,0.0,0.0,0.08
3709,21/06/2017,30,Ribera d'Ebre,430672,Ginestar,0.06,0.03,0.0,0.09
3710,21/06/2017,9,Baix Ebre,431331,Roquetes,0.0,2.77,0.11,2.77
3711,22/06/2017,41,Vallès Oriental,81069,Llinars del Vallès,0.0,0.44,0.0,0.44
3712,22/06/2017,7,Bages,82135,Sant Fruitós de Bages,1.42,6.05,87.45,7.47
3713,22/06/2017,25,Pallars Jussà,252347,Tremp,0.0,0.0,0.0,0.0
3714,23/06/2017,7,Bages,81918,Sallent,0.0,0.08,0.0,0.08
3715,23/06/2017,11,Baix Llobregat,82956,Vallirana,0.0,0.02,0.0,0.02
3716,23/06/2017,11,Baix Llobregat,80765,Esparreguera,0.0,0.4,0.8,0.4
3717,23/06/2017,21,Maresme,81213,Mataró,0.0,0.01,0.0,0.01
3718,23/06/2017,11,Baix Llobregat,80765,Esparreguera,3.17,0.74,2.59,3.91
3719,23/06/2017,11,Baix Llobregat,81960,Sant Andreu de la Barca,0.0,0.01,0.0,0.01
3720,23/06/2017,40,Vallès Occidental,82917,Vacarisses,0.0,0.0,0.12,0.0
3721,23/06/2017,3,Alt Penedès,82732,Subirats,0.04,0.0,0.0,0.04
3722,23/06/2017,40,Vallès Occidental,81252,Montcada i Reixac,0.14,4.67,0.84,4.81
3723,23/06/2017,20,Gironès,171557,Salt,0.0,0.03,0.0,0.03
3724,23/06/2017,20,Gironès,170792,Girona,0.0,0.01,0.0,0.01
3725,23/06/2017,35,Solsonès,251517,Olius,0.52,0.0,4.77,0.52
3726,23/06/2017,12,Baix Penedès,430304,Bonastre,2.2,0.16,0.0,2.36
3727,24/06/2017,41,Vallès Oriental,81056,"Llagosta, la",0.0,0.0,0.0,0.0
3728,24/06/2017,40,Vallès Occidental,82671,Sentmenat,0.0,0.0,0.0,0.0
3729,24/06/2017,41,Vallès Oriental,80863,"Franqueses del Vallès, les",0.0,0.42,0.0,0.42
3730,24/06/2017,41,Vallès Oriental,80961,Granollers,0.0,0.07,0.0,0.07
3731,24/06/2017,7,Bages,81136,Manresa,0.0,0.05,0.0,0.05
3732,24/06/2017,13,Barcelonès,82457,Santa Coloma de Gramenet,0.0,0.19,0.0,0.19
3733,24/06/2017,40,Vallès Occidental,81878,Sabadell,0.0,0.05,0.0,0.05
3734,24/06/2017,2,Alt Empordà,171984,Torroella de Fluvià,0.0,0.53,0.0,0.53
3735,24/06/2017,28,Pla de l'Estany,171371,Porqueres,0.0,0.04,0.0,0.04
3736,24/06/2017,34,Selva,80826,Fogars de la Selva,0.35,0.0,0.0,0.35
3737,24/06/2017,38,Urgell,250030,Agramunt,2.4,0.38,7.31,2.78
3738,24/06/2017,25,Pallars Jussà,250984,Gavet de la Conca,0.0,0.03,0.0,0.03
3739,25/06/2017,40,Vallès Occidental,82233,Sant Llorenç Savall,0.0,0.51,0.0,0.51
3740,25/06/2017,23,Noguera,252496,Vilanova de l'Aguda,0.03,0.0,0.0,0.03
3741,26/06/2017,6,Anoia,83020,Vilanova del Camí,0.0,0.15,0.0,0.15
3742,26/06/2017,21,Maresme,81213,Mataró,0.01,0.0,0.0,0.01
3743,26/06/2017,34,Selva,171501,Riudellots de la Selva,0.0,0.0,0.0,0.0
3744,26/06/2017,25,Pallars Jussà,251615,Conca de Dalt,0.0,0.0,0.0,0.0
3745,26/06/2017,16,Conca de Barberà,430542,"Espluga de Francolí, l'",0.0,0.04,0.0,0.04
3746,27/06/2017,40,Vallès Occidental,82917,Vacarisses,0.0,0.0,0.0,0.0
3747,27/06/2017,20,Gironès,171729,Sant Martí de Llémena,0.0,0.0,0.0,0.0
3748,27/06/2017,28,Pla de l'Estany,170715,Fontcoberta,0.05,0.0,0.0,0.05
3749,27/06/2017,16,Conca de Barberà,430542,"Espluga de Francolí, l'",0.03,0.0,0.57,0.03
3750,27/06/2017,9,Baix Ebre,430081,Alfara de Carles,0.04,0.0,0.0,0.04
3751,27/06/2017,9,Baix Ebre,430081,Alfara de Carles,0.0,0.0,0.0,0.0
3752,28/06/2017,6,Anoia,81614,Piera,0.0,0.02,0.0,0.02
3753,28/06/2017,3,Alt Penedès,82877,Torrelavit,0.03,0.0,0.27,0.03
3754,28/06/2017,40,Vallès Occidental,80543,Castellbisbal,0.0,0.12,0.0,0.12
3755,28/06/2017,23,Noguera,250426,"Baronia de Rialb, la",1.14,0.31,5.06,1.45
3756,28/06/2017,18,Garrigues,252555,Vinaixa,0.0,0.0,0.0,0.0
3757,28/06/2017,8,Baix Camp,430537,Duesaigües,0.01,0.0,0.0,0.01
3758,28/06/2017,30,Ribera d'Ebre,431508,Tivissa,0.14,0.0,0.0,0.14
3759,29/06/2017,17,Garraf,82310,Sant Pere de Ribes,0.01,0.0,0.0,0.01
3760,29/06/2017,40,Vallès Occidental,82606,Santa Perpètua de Mogoda,0.0,0.2,0.0,0.2
3761,29/06/2017,41,Vallès Oriental,81982,Sant Antoni de Vilamajor,0.0,0.01,0.0,0.01
3762,30/06/2017,13,Barcelonès,82457,Santa Coloma de Gramenet,0.05,0.0,0.0,0.05
3763,30/06/2017,22,Montsià,430688,Godall,0.0,1.19,0.34,1.19
3764,01/07/2017,11,Baix Llobregat,81960,Sant Andreu de la Barca,0.59,0.32,0.17,0.91
3765,01/07/2017,4,Alt Urgell,250447,Bassella,0.06,0.0,0.0,0.06
3766,03/07/2017,13,Barcelonès,80155,Badalona,0.44,4.56,0.0,5.0
3767,03/07/2017,40,Vallès Occidental,81846,Rubí,0.18,0.91,0.24,1.09
3768,03/07/2017,21,Maresme,81635,Pineda de Mar,0.03,2.67,1.14,2.7
3769,03/07/2017,11,Baix Llobregat,83015,Viladecans,0.0,0.01,0.0,0.01
3770,04/07/2017,3,Alt Penedès,82270,Sant Martí Sarroca,0.15,1.1,1.2,1.25
3771,04/07/2017,6,Anoia,81764,Pujalt,8.07,5.33,24.22,13.4
3772,04/07/2017,40,Vallès Occidental,81568,Palau-solità i Plegamans,0.67,1.72,14.14,2.39
3773,04/07/2017,36,Tarragonès,431009,"Pallaresos, els",0.25,0.0,0.0,0.25
3774,05/07/2017,7,Bages,80121,Avinyó,21.74,12.26,42.67,34.0
3775,05/07/2017,41,Vallès Oriental,80885,"Garriga, la",0.01,0.0,0.0,0.01
3776,06/07/2017,11,Baix Llobregat,80765,Esparreguera,0.0,0.05,0.0,0.05
3777,06/07/2017,40,Vallès Occidental,81252,Montcada i Reixac,0.0,0.52,0.0,0.52
3778,06/07/2017,2,Alt Empordà,170622,"Escala, l'",0.0,0.0,0.0,0.0
3779,07/07/2017,40,Vallès Occidental,82917,Vacarisses,0.0,0.17,0.0,0.17
3780,07/07/2017,35,Solsonès,251462,Navès,0.2,0.1,0.5,0.3
3781,07/07/2017,36,Tarragonès,430430,"Catllar, el",0.01,0.0,0.0,0.01
3782,08/07/2017,21,Maresme,81939,Sant Iscle de Vallalta,0.0,0.0,0.0,0.0
3783,08/07/2017,35,Solsonès,251240,Lladurs,0.25,0.0,0.0,0.25
3784,08/07/2017,23,Noguera,251500,Oliola,0.44,0.61,65.82,1.05
3785,08/07/2017,32,Segarra,250557,Biosca,5.27,1.96,8.63,7.23
3786,08/07/2017,36,Tarragonès,431310,Roda de Berà,0.15,0.0,0.0,0.15
3787,09/07/2017,6,Anoia,81192,Masquefa,0.42,0.0,0.0,0.42
3788,09/07/2017,32,Segarra,250729,Cervera,0.0,0.01,5.72,0.01
3789,09/07/2017,18,Garrigues,250096,"Albi, l'",0.0,0.03,0.0,0.03
3790,10/07/2017,21,Maresme,80095,Argentona,0.0,0.0,0.0,0.0
3791,10/07/2017,30,Ribera d'Ebre,430846,Miravet,0.0,0.27,0.0,0.27
3792,10/07/2017,1,Alt Camp,430363,Cabra del Camp,0.63,0.0,0.0,0.63
3793,11/07/2017,6,Anoia,81043,"Llacuna, la",0.14,0.0,0.0,0.14
3794,11/07/2017,38,Urgell,251543,"Omells de na Gaia, els",0.45,0.0,0.08,0.45
3795,11/07/2017,33,Segrià,251207,Lleida,1.86,0.27,0.0,2.13
3796,12/07/2017,21,Maresme,80351,Calella,0.0,0.6,0.0,0.6
3797,12/07/2017,6,Anoia,81038,Jorba,0.25,0.06,0.0,0.31
3798,13/07/2017,41,Vallès Oriental,81810,"Roca del Vallès, la",0.08,0.2,0.0,0.28
3799,13/07/2017,9,Baix Ebre,431331,Roquetes,0.0,0.01,0.0,0.01
3800,13/07/2017,16,Conca de Barberà,431476,Solivella,0.39,0.72,1.3,1.11
3801,13/07/2017,36,Tarragonès,439076,"Canonja, la",0.0,1.05,0.59,1.05
3802,14/07/2017,24,Osona,82652,Sant Vicenç de Torelló,0.3,0.05,0.0,0.35
3803,14/07/2017,40,Vallès Occidental,82671,Sentmenat,0.0,0.02,0.0,0.02
3804,14/07/2017,32,Segarra,251327,Massoteres,0.1,0.0,0.4,0.1
3805,15/07/2017,11,Baix Llobregat,80765,Esparreguera,0.0,0.01,0.0,0.01
3806,15/07/2017,10,Baix Empordà,172327,Vilopriu,1.0,0.0,0.0,1.0
3807,16/07/2017,11,Baix Llobregat,82634,Sant Vicenç dels Horts,0.0,0.0,0.0,0.0
3808,16/07/2017,3,Alt Penedès,80137,Avinyonet del Penedès,0.0,0.0,0.0,0.0
3809,16/07/2017,2,Alt Empordà,170622,"Escala, l'",0.06,0.0,0.0,0.06
3810,16/07/2017,2,Alt Empordà,170622,"Escala, l'",0.01,0.0,0.0,0.01
3811,16/07/2017,38,Urgell,251305,Maldà,0.26,0.0,0.0,0.26
3812,16/07/2017,38,Urgell,251305,Maldà,0.04,0.0,0.01,0.04
3813,16/07/2017,30,Ribera d'Ebre,430192,Ascó,0.0,0.2,0.0,0.2
3814,16/07/2017,37,Terra Alta,430712,Horta de Sant Joan,0.0,0.06,0.05,0.06
3815,17/07/2017,40,Vallès Occidental,81252,Montcada i Reixac,0.0,0.35,0.0,0.35
3816,17/07/2017,28,Pla de l'Estany,171903,Serinyà,0.0,0.04,0.84,0.04
3817,17/07/2017,36,Tarragonès,431482,Tarragona,0.0,0.0,0.0,0.0
3818,18/07/2017,40,Vallès Occidental,82900,Ullastrell,0.0,0.0,0.0,0.0
3819,18/07/2017,21,Maresme,82819,Teià,6.5,7.88,1.49,14.38
3820,18/07/2017,11,Baix Llobregat,81141,Martorell,2.44,3.12,0.0,5.56
3821,19/07/2017,2,Alt Empordà,170622,"Escala, l'",0.2,0.0,0.0,0.2
3822,19/07/2017,10,Baix Empordà,170486,Castell-Platja d'Aro,0.0,0.15,0.06,0.15
3823,19/07/2017,33,Segrià,251207,Lleida,0.0,0.02,0.0,0.02
3824,19/07/2017,36,Tarragonès,431009,"Pallaresos, els",0.19,0.0,0.0,0.19
3825,20/07/2017,11,Baix Llobregat,80692,Collbató,0.0,0.0,0.0,0.0
3826,20/07/2017,40,Vallès Occidental,82055,Sant Cugat del Vallès,0.0,0.0,0.0,0.0
3827,20/07/2017,7,Bages,81136,Manresa,0.0,0.02,0.0,0.02
3828,20/07/2017,7,Bages,81786,Rajadell,0.0,0.02,0.0,0.02
3829,20/07/2017,35,Solsonès,250642,Castellar de la Ribera,0.28,0.0,0.0,0.28
3830,20/07/2017,35,Solsonès,251240,Lladurs,0.02,0.0,0.0,0.02
3831,20/07/2017,35,Solsonès,251517,Olius,0.0,0.0,0.0,0.0
3832,20/07/2017,32,Segarra,251410,Montoliu de Segarra,0.0,0.3,0.0,0.3
3833,21/07/2017,3,Alt Penedès,80654,Castellví de la Marca,0.0,0.04,0.0,0.04
3834,21/07/2017,3,Alt Penedès,82877,Torrelavit,0.0,0.01,0.0,0.01
3835,21/07/2017,21,Maresme,82140,Vilassar de Dalt,0.01,0.08,0.0,0.09
3836,21/07/2017,11,Baix Llobregat,81234,Molins de Rei,0.0,0.19,1.81,0.19
3837,21/07/2017,25,Pallars Jussà,252017,Sarroca de Bellera,0.0,0.0,0.0,0.0
3838,21/07/2017,29,Priorat,430402,Capçanes,0.0,0.0,0.0,0.0
3839,21/07/2017,9,Baix Ebre,430521,Xerta,0.0,0.0,0.0,0.0
3840,21/07/2017,1,Alt Camp,431613,Valls,0.0,0.0,0.0,0.0
3841,22/07/2017,6,Anoia,80253,"Bruc, el",0.05,0.0,0.0,0.05
3842,22/07/2017,37,Terra Alta,430228,Batea,0.04,0.0,0.0,0.04
3843,23/07/2017,11,Baix Llobregat,80898,Gavà,0.03,0.0,0.0,0.03
3844,24/07/2017,11,Baix Llobregat,81141,Martorell,0.0,0.1,0.0,0.1
3845,24/07/2017,6,Anoia,80288,Cabrera d'Anoia,0.0,0.0,0.0,0.0
3846,24/07/2017,6,Anoia,82573,Santa Maria de Miralles,1.22,0.81,0.0,2.03
3847,24/07/2017,6,Anoia,81764,Pujalt,2.41,0.22,1.24,2.63
3848,25/07/2017,2,Alt Empordà,170412,Cantallops,0.0,0.07,0.0,0.07
3849,25/07/2017,33,Segrià,251207,Lleida,0.02,1.04,0.15,1.06
3850,26/07/2017,6,Anoia,80214,Bellprat,11.79,0.66,10.39,12.45
3851,26/07/2017,9,Baix Ebre,439060,"Ampolla, l'",0.08,0.0,0.0,0.08
3852,27/07/2017,24,Osona,81607,Perafita,0.0,0.12,0.0,0.12
3853,27/07/2017,6,Anoia,82922,Vallbona d'Anoia,0.0,0.0,0.2,0.0
3854,27/07/2017,7,Bages,80615,Castellgalí,0.1,0.42,0.49,0.52
3855,27/07/2017,2,Alt Empordà,172229,Vilaür,0.2,0.0,0.0,0.2
3856,27/07/2017,36,Tarragonès,431114,"Pobla de Montornès, la",0.0,0.06,0.0,0.06
3857,27/07/2017,9,Baix Ebre,431495,Tivenys,7.71,115.44,0.0,123.15
3858,28/07/2017,40,Vallès Occidental,81252,Montcada i Reixac,0.0,1.7,0.06,1.7
3859,28/07/2017,11,Baix Llobregat,80898,Gavà,0.07,0.0,0.0,0.07
3860,28/07/2017,30,Ribera d'Ebre,431508,Tivissa,0.06,0.0,0.0,0.06
3861,28/07/2017,29,Priorat,431153,Pradell de la Teixeta,0.0,0.37,0.0,0.37
3862,29/07/2017,24,Osona,80266,"Brull, el",0.05,0.02,0.0,0.06
3863,29/07/2017,41,Vallès Oriental,81075,Lliçà d'Amunt,0.02,0.0,0.02,0.02
3864,29/07/2017,9,Baix Ebre,431554,Tortosa,0.0,0.37,0.0,0.37
3865,30/07/2017,11,Baix Llobregat,81234,Molins de Rei,0.0,0.0,0.0,0.0
3866,30/07/2017,6,Anoia,81430,Òdena,0.0,0.01,0.0,0.01
3867,30/07/2017,9,Baix Ebre,430136,"Ametlla de Mar, l'",0.0,0.01,0.0,0.01
3868,30/07/2017,9,Baix Ebre,430136,"Ametlla de Mar, l'",0.0,0.01,0.0,0.01
3869,30/07/2017,9,Baix Ebre,430136,"Ametlla de Mar, l'",0.0,0.01,0.0,0.01
3870,31/07/2017,10,Baix Empordà,172327,Vilopriu,0.12,0.0,0.0,0.12
3871,31/07/2017,28,Pla de l'Estany,172180,Vilademuls,0.04,0.0,0.0,0.04
3872,02/08/2017,6,Anoia,80288,Cabrera d'Anoia,0.01,0.04,0.0,0.04
3873,02/08/2017,41,Vallès Oriental,82482,Santa Eulàlia de Ronçana,0.01,0.0,0.0,0.01
3874,02/08/2017,11,Baix Llobregat,80898,Gavà,0.0,0.01,0.0,0.01
3875,02/08/2017,10,Baix Empordà,172327,Vilopriu,0.0,0.0,0.0,0.0
3876,02/08/2017,38,Urgell,252385,Vallbona de les Monges,10.06,2.34,5.03,12.4
3877,02/08/2017,37,Terra Alta,430640,Gandesa,0.03,0.0,0.0,0.03
3878,02/08/2017,16,Conca de Barberà,431763,Vimbodí i Poblet,0.3,0.0,0.0,0.3
3879,02/08/2017,36,Tarragonès,431310,Roda de Berà,0.05,0.0,0.0,0.05
3880,03/08/2017,9,Baix Ebre,431554,Tortosa,0.0,0.02,0.0,0.02
3881,04/08/2017,21,Maresme,80095,Argentona,0.02,0.0,0.03,0.02
3882,04/08/2017,11,Baix Llobregat,82634,Sant Vicenç dels Horts,0.0,0.07,0.0,0.07
3883,04/08/2017,41,Vallès Oriental,80425,Cànoves i Samalús,0.01,0.0,0.0,0.01
3884,04/08/2017,42,Moianès,80348,Calders,0.05,0.0,0.0,0.05
3885,04/08/2017,40,Vallès Occidental,82798,Terrassa,0.0,0.0,0.0,0.0
3886,04/08/2017,32,Segarra,251919,Sanaüja,0.03,1.12,0.04,1.15
3887,04/08/2017,36,Tarragonès,431009,"Pallaresos, els",1.04,0.0,0.0,1.04
3888,04/08/2017,16,Conca de Barberà,430542,"Espluga de Francolí, l'",0.39,0.5,5.63,0.89
3889,04/08/2017,16,Conca de Barberà,430862,Montblanc,0.0,1.05,3.23,1.05
3890,05/08/2017,40,Vallès Occidental,81878,Sabadell,2.04,0.77,3.41,2.81
3891,05/08/2017,7,Bages,80109,Artés,245.53,32.9,99.13,278.43
3892,05/08/2017,41,Vallès Oriental,81075,Lliçà d'Amunt,0.24,0.0,0.0,0.24
3893,05/08/2017,38,Urgell,252173,Tàrrega,4.76,1.09,30.12,5.85
3894,06/08/2017,21,Maresme,80752,Dosrius,0.0,0.0,0.0,0.0
3895,06/08/2017,11,Baix Llobregat,80667,Castellví de Rosanes,0.0,0.02,0.0,0.02
3896,06/08/2017,23,Noguera,250349,Artesa de Segre,7.98,3.07,3.96,11.05
3897,07/08/2017,40,Vallès Occidental,82798,Terrassa,0.0,0.0,0.0,0.0
3898,07/08/2017,40,Vallès Occidental,82798,Terrassa,0.02,0.0,0.0,0.02
3899,07/08/2017,41,Vallès Oriental,82021,Sant Celoni,0.02,0.0,0.0,0.02
3900,07/08/2017,10,Baix Empordà,171447,Regencós,0.08,0.0,0.03,0.08
3901,07/08/2017,32,Segarra,259078,Torrefeta i Florejacs,0.0,0.3,8.02,0.3
3902,08/08/2017,37,Terra Alta,430640,Gandesa,0.18,0.0,0.36,0.18
3903,08/08/2017,9,Baix Ebre,430136,"Ametlla de Mar, l'",0.0,0.0,0.0,0.0
3904,09/08/2017,7,Bages,80109,Artés,1.15,0.0,0.66,1.15
3905,09/08/2017,7,Bages,82299,Sant Mateu de Bages,0.04,0.0,0.0,0.04
3906,09/08/2017,7,Bages,80615,Castellgalí,0.03,0.07,0.16,0.1
3907,09/08/2017,32,Segarra,259078,Torrefeta i Florejacs,0.02,0.0,0.0,0.02
3908,10/08/2017,41,Vallès Oriental,80961,Granollers,0.02,0.1,0.0,0.12
3909,10/08/2017,2,Alt Empordà,170314,Cabanelles,0.0,0.0,0.0,0.0
3910,11/08/2017,41,Vallès Oriental,81069,Llinars del Vallès,0.0,0.02,0.0,0.02
3911,12/08/2017,20,Gironès,170871,Juià,0.04,0.0,0.0,0.04
3912,13/08/2017,6,Anoia,80288,Cabrera d'Anoia,0.0,0.0,0.0,0.0
3913,13/08/2017,20,Gironès,170792,Girona,0.0,0.0,0.0,0.0
3914,14/08/2017,7,Bages,80478,Cardona,0.0,0.06,0.0,0.06
3915,14/08/2017,41,Vallès Oriental,82021,Sant Celoni,0.0,0.05,0.0,0.05
3916,14/08/2017,11,Baix Llobregat,82634,Sant Vicenç dels Horts,0.0,0.04,0.0,0.04
3917,14/08/2017,2,Alt Empordà,170470,Castelló d'Empúries,0.0,0.05,0.0,0.05
3918,14/08/2017,23,Noguera,250024,Àger,0.0,0.13,0.0,0.13
3919,14/08/2017,23,Noguera,250621,Camarasa,0.0,1.8,0.0,1.8
3920,15/08/2017,6,Anoia,80364,Calonge de Segarra,0.0,0.0,0.0,0.0
3921,15/08/2017,7,Bages,80902,Gaià,0.04,0.0,0.0,0.04
3922,15/08/2017,7,Bages,80023,Aguilar de Segarra,0.0,0.0,0.0,0.0
3923,15/08/2017,7,Bages,81918,Sallent,0.0,0.0,0.0,0.0
3924,15/08/2017,21,Maresme,81108,Malgrat de Mar,0.0,0.05,0.0,0.05
3925,15/08/2017,7,Bages,82299,Sant Mateu de Bages,0.0,0.0,0.0,0.0
3926,15/08/2017,34,Selva,171030,Maçanet de la Selva,0.06,0.0,0.0,0.06
3927,15/08/2017,35,Solsonès,251462,Navès,0.02,0.0,0.0,0.02
3928,15/08/2017,18,Garrigues,251018,"Granadella, la",0.0,0.03,0.0,0.03
3929,15/08/2017,25,Pallars Jussà,251615,Conca de Dalt,0.0,0.01,0.0,0.01
3930,16/08/2017,24,Osona,81496,Olost,0.0,0.0,0.0,0.0
3931,16/08/2017,9,Baix Ebre,430521,Xerta,0.79,1.18,0.01,1.97
3932,17/08/2017,11,Baix Llobregat,80667,Castellví de Rosanes,0.0,0.0,0.0,0.0
3933,17/08/2017,41,Vallès Oriental,81081,Lliçà de Vall,0.0,0.8,0.0,0.8
3934,17/08/2017,41,Vallès Oriental,81081,Lliçà de Vall,0.0,0.04,0.0,0.04
3935,17/08/2017,20,Gironès,170675,Flaçà,0.02,0.0,0.0,0.02
3936,17/08/2017,23,Noguera,250621,Camarasa,0.8,0.0,0.0,0.8
3937,17/08/2017,16,Conca de Barberà,431763,Vimbodí i Poblet,0.0,0.55,1.15,0.55
3938,18/08/2017,7,Bages,81402,Navarcles,0.25,0.0,0.0,0.25
3939,18/08/2017,24,Osona,81712,Prats de Lluçanès,0.06,0.0,0.0,0.06
3940,18/08/2017,11,Baix Llobregat,82634,Sant Vicenç dels Horts,1.7,2.67,0.67,4.37
3941,18/08/2017,34,Selva,80826,Fogars de la Selva,0.02,0.0,0.0,0.02
3942,18/08/2017,25,Pallars Jussà,252022,Senterada,0.0,0.03,0.0,0.03
3943,19/08/2017,10,Baix Empordà,172327,Vilopriu,0.02,0.11,0.02,0.13
3944,20/08/2017,3,Alt Penedès,82270,Sant Martí Sarroca,0.2,0.37,1.49,0.57
3945,20/08/2017,40,Vallès Occidental,81878,Sabadell,0.0,0.04,0.0,0.04
3946,20/08/2017,33,Segrià,251207,Lleida,0.0,0.65,0.0,0.65
3947,21/08/2017,10,Baix Empordà,171978,Torrent,0.2,0.0,0.0,0.2
3948,21/08/2017,20,Gironès,170792,Girona,0.0,0.0,0.0,0.0
3949,21/08/2017,33,Segrià,251207,Lleida,0.0,0.35,0.0,0.35
3950,21/08/2017,36,Tarragonès,431114,"Pobla de Montornès, la",0.0,0.09,0.0,0.09
3951,21/08/2017,8,Baix Camp,430173,"Argentera, l'",0.0,0.0,0.0,0.0
3952,22/08/2017,41,Vallès Oriental,81069,Llinars del Vallès,0.21,0.0,0.56,0.21
3953,22/08/2017,7,Bages,81402,Navarcles,4.53,3.81,3.88,8.34
3954,22/08/2017,11,Baix Llobregat,83015,Viladecans,0.0,0.0,0.0,0.0
3955,22/08/2017,32,Segarra,251919,Sanaüja,0.0,0.01,0.0,0.01
3956,23/08/2017,7,Bages,81402,Navarcles,0.68,1.22,6.03,1.9
3957,24/08/2017,28,Pla de l'Estany,170157,Banyoles,0.01,0.0,0.0,0.01
3958,24/08/2017,33,Segrià,252326,Torres de Segre,0.01,0.01,0.0,0.02
