,Year,Subregion,Cuty,TOTAL,traffic accidents,Alerts,Other alerts,Assist_ Techn_ urg_,Assist_Tecn_ not urg_,Explosion/Collapse,Building fires,Home fires,Industrial fires,Various fires,Information  M_P,Information incidents,Smells,Animal rescue,Goods rescue,People rescue,Use of air means,Simulacrum,Veget_ agricul_ land,Veget_ forest_land,Veget_ urban_land
1088,2008.0,Anoia,Copons,3,,,,,,,,1,,1,,,,,,,,,,1,
1089,2008.0,Anoia,Hostalets de Pierola,33,8,,,8,5,,,1,1.0,5,,,,,1.0,3,,,,,1
1090,2008.0,Anoia,Igualada,947,20,,,124,629,1.0,2.0,22,7.0,88,,,5.0,4,1.0,27,4,5.0,1,2,5
1091,2008.0,Anoia,Jorba,51,11,,,2,30,,,,,2,,,,1,,,,2.0,1,2,
1092,2008.0,Anoia,Llacuna,78,3,,,7,59,,,2,,4,,,,,,3,,,,,
1093,2008.0,Anoia,Masquefa,61,12,1.0,,17,7,,,8,,8,,,,,,4,,,1,2,1
1094,2008.0,Anoia,Montmaneu,11,7,,,,,,,,,3,,,,,,,,,1,,
1095,2008.0,Anoia,Òdena,79,5,,,6,22,,1.0,4,2.0,9,,,,,2.0,1,21,,2,1,3
1096,2008.0,Anoia,Orpí,2,1,,,,,,,1,,,,,,,,,,,,,
1097,2008.0,Anoia,Piera,643,51,,,57,452,,1.0,7,1.0,42,,,,12,,3,,,3,6,8
1098,2008.0,Anoia,Pobla de Claramunt,31,9,,,1,2,,,2,2.0,9,,,,,1.0,1,,,,4,
1099,2008.0,Anoia,Prats de Rei,6,2,,,2,1,,,,,,,,,,,,,,1,,
1100,2008.0,Anoia,Pujalt,2,,,,1,,,,,,,,,,,,,,,1,,
1101,2008.0,Anoia,Rubió,8,2,,,,4,,,,,,,,,,,1,,,1,,
1102,2008.0,Anoia,Sant Martí de Tous,8,3,,,1,2,,,1,,1,,,,,,,,,,,
1103,2008.0,Anoia,Sant Martí Sesgueioles,8,,,,2,,,,2,,,,,,,,1,,1.0,,1,1
1104,2008.0,Anoia,Sant Pere Sallavinera,11,3,,,2,4,,,,,,,,,,,1,,,,1,
1105,2008.0,Anoia,Santa Margarida de Montbui,36,7,,,6,1,,2.0,3,1.0,8,,,,,,3,,,,3,2
1106,2008.0,Anoia,Santa Maria de Miralles,6,1,,,2,1,,,,,,,,,,,,,,1,1,
1107,2008.0,Anoia,Torre de Claramunt,36,8,,,9,,,,4,3.0,6,,,,4,,,,,,,2
1108,2008.0,Anoia,Vallbona d'Anoia,12,7,,,1,1,,,,,2,,,,,,,,,1,,
1109,2008.0,Anoia,Veciana,7,5,,,,,,,,,1,,,,,,,,,,1,
1110,2008.0,Anoia,Vilanova del Camí,47,5,,,8,1,,,5,2.0,18,,,,,,5,,,1,,2
1111,2008.0,Bages,Aguilar de Segarra,9,,,,,6,,,,,,,,,,,,,3.0,,,
1112,2008.0,Bages,Artés,39,9,,,9,5,,,3,,6,,,,2,,2,,1.0,,,2
1113,2008.0,Bages,Avinyó,26,5,,,4,9,,,,,3,,,,,1.0,1,,,,3,
1114,2008.0,Bages,Balsareny,35,10,,,4,8,,,1,,3,,,1.0,2,,3,,,,3,
1115,2008.0,Bages,Calders,73,24,,,5,32,,,3,1.0,,,,,2,,2,,1.0,,3,
1116,2008.0,Bages,Callús,16,3,1.0,,1,2,,,2,,2,,,,1,,,,3.0,,,1
1117,2008.0,Bages,Cardona,141,15,,,23,62,,,6,,18,,,1.0,2,,5,4,1.0,,1,3
1118,2008.0,Bages,Castellbell i el Vilar,57,28,1.0,,4,5,,,3,1.0,8,1.0,,,1,,1,,,1,2,1
1119,2008.0,Bages,Castellfollit del Boix,45,2,,1.0,4,34,,,2,,,,,,,,,,1.0,,1,
1120,2008.0,Bages,Castellgalí,27,7,1.0,,1,4,1.0,,,1.0,4,,,1.0,2,,3,,1.0,,1,
1121,2008.0,Bages,Castellnou de Bages,12,,,,1,2,,,2,,1,,,,5,,,,,,1,
1122,2008.0,Bages,Estany,11,1,,,1,6,,,,,,,,,,,3,,,,,
1123,2008.0,Bages,Fonollosa,18,4,1.0,,2,7,,,,,,,,,,,,,2.0,,2,
1124,2008.0,Bages,Gaià,10,1,1.0,,,6,,,,,,,,,,,,,,,2,
1125,2008.0,Bages,Manresa,896,149,3.0,2.0,240,163,2.0,9.0,45,6.0,117,2.0,,9.0,15,3.0,45,37,25.0,5,1,18
1126,2008.0,Bages,Marganell,21,2,,,4,10,,,,,,,,,1,,3,,,,1,
1127,2008.0,Bages,Moià,191,21,1.0,,25,112,,1.0,3,,13,,,,2,,3,,7.0,2,1,
1128,2008.0,Bages,Monistrol de Calders,15,1,,,4,6,,,1,,,,,,,,2,,,,1,
1129,2008.0,Bages,Monistrol de Montserrat,174,17,1.0,,11,92,,,,,4,,,,,,33,14,1.0,,1,
1130,2008.0,Bages,Mura,9,3,1.0,,2,,,,,,,,,,1,,2,,,,,
1131,2008.0,Bages,Navarcles,56,3,2.0,,1,27,,2.0,4,,12,,,,2,,1,,1.0,1,,
1132,2008.0,Bages,Navàs,54,11,1.0,,8,22,,,3,,6,,,,,,1,,,2,,
1133,2008.0,Bages,Pont de Vilomara i Rocafort,15,4,,,3,1,,,1,,4,,,,,,,,1.0,,1,
1134,2008.0,Bages,Rajadell,25,7,1.0,,2,6,,,,,1,,,,,,2,,2.0,1,2,1
1135,2008.0,Bages,Sallent,177,29,1.0,,39,60,,,4,4.0,14,,1.0,2.0,4,,9,,3.0,2,4,1
1136,2008.0,Bages,Sant Feliu Sasserra,11,3,,,,8,,,,,,,,,,,,,,,,
1137,2008.0,Bages,Sant Fruitós de Bages,112,40,,,19,9,,,7,2.0,13,,,,8,,7,,4.0,1,1,1
1138,2008.0,Bages,Sant Joan de Vilatorrada,67,10,,,17,7,,,1,,13,,,,1,,7,,8.0,,2,1
1139,2008.0,Bages,Sant Mateu de Bages,20,3,,,,14,,,,,1,,,,,,,,1.0,,1,
1140,2008.0,Bages,Sant Salvador de Guardiola,33,4,1.0,,9,1,,1.0,4,,7,,,,,,,,1.0,2,2,1
1141,2008.0,Bages,Sant Vicenç de Castellet,62,15,,,9,12,,,1,2.0,6,,,1.0,3,,3,,4.0,,5,1
1142,2008.0,Bages,Santa Maria d'Oló,17,5,1.0,,,6,,,,,1,,,,,,1,,,,3,
1143,2008.0,Bages,Santpedor,44,8,,,5,10,,1.0,1,,9,,,1.0,3,,,,6.0,,,
1144,2008.0,Bages,Súria,37,14,,,7,8,,,1,,2,,,,2,,1,,,,1,1
1145,2008.0,Bages,Talamanca,8,2,,,3,2,,,,,,,,,,,,,,1,,
1146,2008.0,Baix Camp,Albiol,4,1,,,,3,,,,,,,,,,,,,,,,
1147,2008.0,Baix Camp,Aleixar,16,2,,,3,1,,,,,4,,,,,,,,1.0,3,2,
1148,2008.0,Baix Camp,Alforja,31,4,,,3,7,,,1,,2,,1.0,1.0,,,,,,10,1,1
1149,2008.0,Baix Camp,Almoster,23,1,,,5,2,1.0,,,,4,,,1.0,,,2,,,5,,2
1150,2008.0,Baix Camp,Arbolí,2,,,,1,1,,,,,,,,,,,,,,,,
1151,2008.0,Baix Camp,Borges del Camp,26,14,,,1,2,,,1,1.0,3,,,,,,1,,,3,,
1152,2008.0,Baix Camp,Botarell,9,3,,,,,,,,,1,,,,,,,,,4,,1
1153,2008.0,Baix Camp,Cambrils,442,56,2.0,,151,41,,4.0,19,,79,,,4.0,15,1.0,29,4,2.0,14,3,18
1154,2008.0,Baix Camp,Capafonts,15,1,,,,14,,,,,,,,,,,,,,,,
1155,2008.0,Baix Camp,Castellvell del Camp,30,1,2.0,,5,1,,,1,,11,,,,2,,2,,,3,,2
1156,2008.0,Baix Camp,Colldejou,7,1,,,,3,,,,,1,,,,,,1,,,,1,
1157,2008.0,Baix Camp,Duesaigües,5,,,,1,3,,,,,1,,,,,,,,,,,
1158,2008.0,Baix Camp,Febró,13,,,,2,11,,,,,,,,,,,,,,,,
1159,2008.0,Baix Camp,Maspujols,8,1,,,2,,,,,,3,,,,1,,,,,,1,
1160,2008.0,Baix Camp,Montbrió del Camp,19,6,,,3,,,,1,,2,,,,,,1,,,3,2,1
1161,2008.0,Baix Camp,Mont-roig del Camp,175,30,2.0,3.0,57,10,1.0,1.0,5,,34,,,1.0,5,1.0,6,,,6,3,10
1162,2008.0,Baix Camp,Prades,150,5,,,21,109,,,3,1.0,2,,,1.0,,,3,,,,3,2
1163,2008.0,Baix Camp,Pratdip,15,1,,,3,7,,,1,,1,,,,,,,,,2,,
1164,2008.0,Baix Camp,Reus,1415,157,18.0,,439,218,3.0,12.0,65,4.0,243,,25.0,17.0,19,,64,58,3.0,11,15,44
1165,2008.0,Baix Camp,Riudecanyes,11,1,,,,3,,,1,,1,,,,1,,,,1.0,2,1,
1166,2008.0,Baix Camp,Riudecols,15,5,,,1,5,,,2,,,,,,1,,,,,,1,
1167,2008.0,Baix Camp,Riudoms,66,22,,,7,,,,2,3.0,12,,,,1,,,,,13,4,2
1168,2008.0,Baix Camp,Selva del Camp,50,12,,,5,5,,,1,1.0,13,,,,,,1,,2.0,7,2,1
1169,2008.0,Baix Camp,Vandellòs i l'Hospitalet de l'Infant,266,56,7.0,,42,74,,1.0,6,1.0,27,,17.0,1.0,5,,16,,2.0,,6,5
1170,2008.0,Baix Camp,Vilanova d'Escornalbou,14,2,,,,8,,,1,,,,1.0,,,,1,,,,1,
1171,2008.0,Baix Camp,Vilaplana,24,,,,5,12,,,,,1,,,,,,3,,,3,,
1172,2008.0,Baix Camp,Vinyols i els Arcs,19,9,,,2,,,,,1.0,5,,,,,,,,,1,1,
1173,2008.0,Baix Ebre,Aldea,55,26,,,5,2,,,1,,7,,1.0,,1,,1,,1.0,6,,4
1174,2008.0,Baix Ebre,Aldover,19,3,,,1,4,,,,,2,,,,,,,,,5,4,
1175,2008.0,Baix Ebre,Alfara de Carles,3,,,,,1,,1.0,,,,,,,,,1,,,,,
1176,2008.0,Baix Ebre,Ametlla de Mar,251,42,1.0,,56,93,,,3,1.0,30,,1.0,1.0,2,,8,,,3,2,8
1177,2008.0,Baix Ebre,Ampolla,56,15,,,6,6,,,2,,9,,,1.0,,,3,,,7,3,4
1178,2008.0,Baix Ebre,Benifallet,28,4,,,3,9,,,,,4,,,,,,,1,,4,2,1
1179,2008.0,Baix Ebre,Camarles,29,9,,,1,1,,1.0,1,,11,,,,,,,,,4,,1
1180,2008.0,Baix Ebre,Deltebre,56,17,,,6,1,,2.0,6,,11,,,,2,1.0,3,,1.0,4,1,1
1181,2008.0,Baix Ebre,Paüls,2,,,,,1,,,,,,,,,,,,,,,,1
1182,2008.0,Baix Ebre,Perelló,72,20,,1.0,,33,,,3,,5,,,,1,,1,,,4,4,
1183,2008.0,Baix Ebre,Roquetes,67,8,,,12,7,,,2,1.0,12,,,,1,,4,,,12,4,4
1184,2008.0,Baix Ebre,Tivenys,21,,,,1,11,,,,,2,,,,,,,,,6,1,
1185,2008.0,Baix Ebre,Tortosa,741,71,52.0,,95,294,,10.0,19,8.0,77,1.0,1.0,3.0,18,,33,3,4.0,30,14,8
1186,2008.0,Baix Ebre,Xerta,18,5,,,2,1,,,,,4,,,,,,1,,1.0,4,,
1187,2008.0,Baix Empordà,Albons,8,1,,,2,3,,,,,,,,,,,,,,1,1,
1188,2008.0,Baix Empordà,Begur,100,13,,1.0,9,45,,,,,15,,,,3,,3,,3.0,1,7,
1189,2008.0,Baix Empordà,Bellcaire d'Empordà,30,5,,,2,10,,,1,,6,,,,,,,,,4,2,
1190,2008.0,Baix Empordà,Bisbal d'Empordà,124,13,,,23,41,,2.0,8,1.0,15,,,1.0,2,,6,1,4.0,3,2,2
1191,2008.0,Baix Empordà,Calonge,309,35,,,38,146,,2.0,13,,45,,,1.0,3,,16,,1.0,,5,4
1192,2008.0,Baix Empordà,Castell-Platja d'Aro,301,37,,1.0,70,98,2.0,5.0,8,,57,,,1.0,6,,7,,1.0,,5,3
1193,2008.0,Baix Empordà,Colomers,11,6,,,,2,,,,,1,,,,,,1,,,,1,
1194,2008.0,Baix Empordà,Corçà,18,4,,,3,1,,,1,1.0,7,,,,1,,,,,,,
1195,2008.0,Baix Empordà,"Cruïlles, Monells i Sant Sadurní de l'Heura",46,3,,,2,30,,,2,,6,,,,1,,2,,,,,
1196,2008.0,Baix Empordà,Foixà,10,1,,,3,4,,,,,1,,,,,,,,,1,,
1197,2008.0,Baix Empordà,Fontanilles,6,1,,,1,1,,,,,3,,,,,,,,,,,
1198,2008.0,Baix Empordà,Forallac,107,6,,,3,77,,,4,,10,,,,2,,1,,,1,3,
1199,2008.0,Baix Empordà,Garrigoles,5,1,,,1,1,,,1,,,,,,,,,,,,1,
1200,2008.0,Baix Empordà,Gualta,13,7,,,1,1,,,1,,1,,,,,,1,,,,1,
1201,2008.0,Baix Empordà,Jafre,13,4,,,1,5,,,,,3,,,,,,,,,,,
1202,2008.0,Baix Empordà,Mont-ras,35,8,,,6,10,,1.0,,,6,,,,,,1,,,,2,1
1203,2008.0,Baix Empordà,Palafrugell,407,32,,,58,209,,4.0,13,1.0,54,,,4.0,4,,14,,1.0,7,3,3
1204,2008.0,Baix Empordà,Palamós,229,30,2.0,2.0,29,93,1.0,2.0,11,2.0,33,,,1.0,4,2.0,9,,2.0,2,3,1
1205,2008.0,Baix Empordà,Palau-sator,9,2,,,,2,,,1,,3,,,,,,,,,,1,
1206,2008.0,Baix Empordà,Pals,44,9,,,6,13,,1.0,6,,5,,,,,,2,,,1,,1
1207,2008.0,Baix Empordà,Parlavà,9,2,,,1,3,,,,,3,,,,,,,,,,,
1208,2008.0,Baix Empordà,Pera,40,5,,,2,31,,,,,,,,,,,1,,,1,,
1209,2008.0,Baix Empordà,Regencós,7,1,,,1,2,,,,1.0,1,,,,,,,,,1,,
1210,2008.0,Baix Empordà,Rupià,12,5,,,,3,,,,,4,,,,,,,,,,,
1211,2008.0,Baix Empordà,Sant Feliu de Guíxols,246,24,,,56,62,,5.0,13,,55,,,3.0,6,,12,,3.0,,7,
1212,2008.0,Baix Empordà,Santa Cristina d'Aro,106,22,1.0,,17,31,,,1,,21,,,,1,,5,,1.0,,5,1
1213,2008.0,Baix Empordà,Serra de Daró,7,3,,,,2,,,,,1,,,,,,,,,1,,
1214,2008.0,Baix Empordà,Tallada d'Empordà,19,9,,,1,4,,,1,,2,,,,,,,,,1,,1
1215,2008.0,Baix Empordà,Torrent,2,,,,,2,,,,,,,,,,,,,,,,
1216,2008.0,Baix Empordà,Torroella de Montgrí,296,18,,,48,153,,3.0,10,1.0,31,,,,3,3.0,12,,2.0,3,5,4
1217,2008.0,Baix Empordà,Ullà,12,6,,,2,2,,,,,1,,,,,,,,,,1,
1218,2008.0,Baix Empordà,Ullastret,7,2,,,1,2,,,,,2,,,,,,,,,,,
1219,2008.0,Baix Empordà,Ultramort,3,1,,,1,1,,,,,,,,,,,,,,,,
1220,2008.0,Baix Empordà,Vall-llobrega,18,1,,,,14,,,,,,,,,,,,,,,2,1
1221,2008.0,Baix Empordà,Verges,12,3,,,1,3,,,1,,1,,,,1,,,,,2,,
1222,2008.0,Baix Empordà,Vilopriu,10,1,,,1,3,,,,,2,,,,,,1,,,,2,
1223,2008.0,Baix Llobregat,Abrera,82,25,,,17,6,,1.0,5,,12,,1.0,1.0,2,,6,2,,2,2,
1224,2008.0,Baix Llobregat,Begues,283,11,,,110,115,,,5,,11,,,1.0,13,,12,1,2.0,,2,
1225,2008.0,Baix Llobregat,Castelldefels,398,11,,,102,31,1.0,5.0,31,1.0,103,,1.0,2.0,14,1.0,24,58,3.0,,5,5
1226,2008.0,Baix Llobregat,Castellví de Rosanes,28,12,,,3,4,,,,1.0,5,,,,1,,1,,,,1,
1227,2008.0,Baix Llobregat,Cervelló,45,4,,,19,,,1.0,1,,12,,,,2,,1,,,,4,1
1228,2008.0,Baix Llobregat,Collbató,225,13,,,14,160,,,2,,18,,,,4,,9,1,1.0,,2,1
1229,2008.0,Baix Llobregat,Corbera de Llobregat,105,10,,,17,36,,2.0,7,1.0,17,,,1.0,,1.0,5,,1.0,,6,1
1230,2008.0,Baix Llobregat,Cornellà de Llobregat,905,23,,1.0,172,480,1.0,9.0,45,3.0,79,,,6.0,11,1.0,46,1,3.0,1,2,21
1231,2008.0,Baix Llobregat,Esparreguera,89,20,,,11,10,,3.0,9,,18,,,,1,,4,1,2.0,,6,4
1232,2008.0,Baix Llobregat,Esplugues de Llobregat,209,13,,,61,13,,5.0,15,3.0,60,,,1.0,7,,18,,6.0,1,,6
1233,2008.0,Baix Llobregat,Gavà,898,57,2.0,,152,485,3.0,5.0,17,6.0,88,,,4.0,13,2.0,32,2,9.0,4,11,6
1234,2008.0,Baix Llobregat,Martorell,711,28,,1.0,68,503,,3.0,12,1.0,47,,,2.0,3,,12,6,7.0,,7,11
1235,2008.0,Baix Llobregat,Molins de Rei,146,17,,,46,12,,2.0,8,7.0,32,,,1.0,,,7,3,2.0,1,1,7
1236,2008.0,Baix Llobregat,Olesa de Montserrat,115,18,,,27,7,,,13,,26,,,,1,,9,3,3.0,,5,3
1237,2008.0,Baix Llobregat,Pallejà,36,6,,,9,2,,,4,,7,,,1.0,2,1.0,2,,1.0,,1,
1238,2008.0,Baix Llobregat,Palma de Cervelló,34,7,,,17,1,,,3,1.0,3,,,,1,,,,,,1,
1239,2008.0,Baix Llobregat,Papiol,35,17,,,4,1,,1.0,1,4.0,4,,,,,,,,1.0,,1,1
1240,2008.0,Baix Llobregat,Prat de Llobregat,968,33,4.0,1.0,138,539,,10.0,29,4.0,130,,2.0,9.0,11,1.0,22,,16.0,5,1,13
1241,2008.0,Baix Llobregat,Sant Andreu de la Barca,85,6,,,27,8,,,8,5.0,14,,,,6,,4,,2.0,,3,2
1242,2008.0,Baix Llobregat,Sant Boi de Llobregat,368,21,,,113,24,1.0,11.0,35,8.0,92,,,5.0,13,,20,,7.0,3,4,11
1243,2008.0,Baix Llobregat,Sant Climent de Llobregat,141,4,,,20,97,,,4,,3,,,1.0,5,1.0,1,1,,2,2,
1244,2008.0,Baix Llobregat,Sant Esteve Sesrovires,47,13,1.0,,11,5,,,2,3.0,4,,,1.0,,,5,,,,1,1
1245,2008.0,Baix Llobregat,Sant Feliu de Llobregat,609,20,,1.0,74,374,2.0,6.0,14,1.0,73,1.0,,3.0,10,,16,2,1.0,2,2,7
1246,2008.0,Baix Llobregat,Sant Joan Despí,121,17,,,36,4,1.0,2.0,12,2.0,29,,,1.0,,,8,,3.0,2,1,3
1247,2008.0,Baix Llobregat,Sant Just Desvern,61,3,,,14,4,,1.0,9,3.0,17,,,,1,,7,,,,,2
1248,2008.0,Baix Llobregat,Sant Vicenç dels Horts,149,24,,,45,6,1.0,1.0,15,3.0,32,,,1.0,4,2.0,5,,2.0,1,2,5
1249,2008.0,Baix Llobregat,Santa Coloma de Cervelló,451,16,,,31,382,,,9,,4,,,,3,,1,,1.0,,2,2
1250,2008.0,Baix Llobregat,Torrelles de Llobregat,75,3,,,46,11,,,3,,5,,,,2,,4,,,,,1
1251,2008.0,Baix Llobregat,Vallirana,50,7,,,14,5,,,2,,10,,,1.0,,1.0,5,,,,4,1
1252,2008.0,Baix Llobregat,Viladecans,310,20,,,76,23,,5.0,19,10.0,104,,,2.0,16,2.0,10,,6.0,4,5,8
1253,2008.0,Baix Penedès,Albinyana,24,10,,,5,3,,,,,2,,,,1,,1,,,,1,1
1254,2008.0,Baix Penedès,Arboç,45,11,,,7,,,,2,,10,,,,3,,2,,,5,3,2
1255,2008.0,Baix Penedès,Banyeres del Penedès,37,16,,1.0,5,1,,,1,,7,,1.0,,,,1,,,3,,1
1256,2008.0,Baix Penedès,Bellvei,18,4,,,3,,,,1,,6,,1.0,,,,1,,1.0,1,,
1257,2008.0,Baix Penedès,Bisbal del Penedès,54,15,1.0,,8,9,,,2,,7,,,,,,,,,9,3,
1258,2008.0,Baix Penedès,Bonastre,12,,,,3,4,,,1,,1,,,,,,1,,,,2,
1259,2008.0,Baix Penedès,Calafell,242,30,,,78,3,,2.0,15,,71,,,3.0,11,,16,,1.0,,5,7
1260,2008.0,Baix Penedès,Cunit,75,12,,,20,3,,2.0,12,1.0,13,,,,3,,5,,1.0,,1,2
1261,2008.0,Baix Penedès,Llorenç del Penedès,31,4,,,6,1,,,,1.0,12,,,,,,,,,2,3,2
1262,2008.0,Baix Penedès,Masllorenç,7,1,,,,1,,,,,1,,,,,,,,1.0,3,,
1263,2008.0,Baix Penedès,Montmell,47,2,,,4,18,,,1,,5,,,,3,,2,1,,5,3,3
1264,2008.0,Baix Penedès,Sant Jaume dels Domenys,75,6,,1.0,8,45,,,2,,8,,,,1,,,1,,1,2,
1265,2008.0,Baix Penedès,Santa Oliva,32,2,,,11,6,,,2,1.0,6,,,,1,,,,,2,,1
1266,2008.0,Baix Penedès,Vendrell,513,68,3.0,1.0,156,47,1.0,4.0,26,4.0,95,,2.0,6.0,17,1.0,23,,3.0,19,4,33
1267,2008.0,Barcelonès,Badalona,1449,83,,2.0,529,156,1.0,22.0,102,10.0,342,,,7.0,38,,105,,27.0,,7,18
1268,2008.0,Barcelonès,Barcelona,211,7,6.0,7.0,23,42,3.0,4.0,2,2.0,9,1.0,,1.0,2,,6,90,5.0,,1,
1269,2008.0,Barcelonès,Hospitalet de Llobregat,2288,39,,,557,757,2.0,24.0,123,5.0,526,,,18.0,34,,153,3,22.0,,5,20
1270,2008.0,Barcelonès,Sant Adrià de Besòs,300,12,,1.0,81,9,,4.0,15,9.0,108,,,1.0,7,,26,,9.0,,,18
1271,2008.0,Barcelonès,Santa Coloma de Gramenet,705,24,,,243,106,1.0,14.0,58,,162,,,10.0,24,1.0,40,,16.0,,3,3
1272,2008.0,Berguedà,Avià,28,4,1.0,,8,4,,,,1.0,,,,,1,,4,,,2,2,1
1273,2008.0,Berguedà,Bagà,49,5,2.0,,11,6,,,2,,13,,,2.0,1,1.0,5,,,,1,
1274,2008.0,Berguedà,Berga,495,27,6.0,,151,189,1.0,,16,1.0,60,,,3.0,12,1.0,15,1,3.0,4,4,1
1275,2008.0,Berguedà,Borredà,10,3,,,1,1,,,,,1,,,,2,,1,,1.0,,,
1276,2008.0,Berguedà,Capolat,9,1,1.0,,3,,,,,,1,,,,1,,2,,,,,
1277,2008.0,Berguedà,Casserres,13,1,,,1,3,,,2,,2,,,1.0,1,,1,,,,1,
1278,2008.0,Berguedà,Castell de l'Areny,2,,,,1,1,,,,,,,,,,,,,,,,
1279,2008.0,Berguedà,Castellar de n'Hug,4,1,,,,1,,,,,,,,,1,,1,,,,,
1280,2008.0,Berguedà,Castellar del Riu,19,,,,1,1,,,,,3,,,,1,1.0,12,,,,,
1281,2008.0,Berguedà,Cercs,55,27,,,11,3,,,1,,2,,,,5,3.0,1,,,1,,1
1282,2008.0,Berguedà,Espunyola,11,4,1.0,,1,1,,,,,1,,,,,,1,,,,2,
1283,2008.0,Berguedà,Fígols,8,,,,2,2,,,,,1,,,,,,3,,,,,
1284,2008.0,Berguedà,Gironella,120,12,1.0,,21,56,,,5,,18,,,1.0,2,,2,,1.0,,1,
1285,2008.0,Berguedà,Gisclareny,3,,,,,,,,,,,,,,,,3,,,,,
1286,2008.0,Berguedà,Gósol,4,,,,,,,,,,,,,,,,4,,,,,
1287,2008.0,Berguedà,Guardiola de Berguedà,83,17,,,14,39,,,1,,5,,,,3,,3,,,,1,
1288,2008.0,Berguedà,Montclar,2,,,,,1,,,1,,,,,,,,,,,,,
1289,2008.0,Berguedà,Montmajor,11,2,,,2,3,,,1,,1,1.0,,,,,,,,,1,
1290,2008.0,Berguedà,Nou de Berguedà,13,6,1.0,,3,,,,,,1,,,,,,2,,,,,
1291,2008.0,Berguedà,Olvan,5,1,,,,,,,,,2,,,1.0,1,,,,,,,
1292,2008.0,Berguedà,Pobla de Lillet,10,,,,3,2,,,,,,,,,,,3,,1.0,,,1
1293,2008.0,Berguedà,Puig-reig,102,10,,,24,44,,,2,,6,,,1.0,3,,3,,3.0,,4,2
1294,2008.0,Berguedà,Quar,1,,,,,,,,,,,,,,,,1,,,,,
1295,2008.0,Berguedà,Sagàs,5,2,,,1,,,,,,,,,,,,,,,,2,
1296,2008.0,Berguedà,Saldes,26,2,,,2,5,,,1,,2,,,,,,13,,,1,,
1297,2008.0,Berguedà,Sant Jaume de Frontanyà,5,,,,1,,,,,,,,,,,,3,,,,1,
1298,2008.0,Berguedà,Sant Julià de Cerdanyola,1,,,,1,,,,,,,,,,,,,,,,,
1299,2008.0,Berguedà,Santa Maria de Merlès,18,1,,,4,9,1.0,,,,,,,,,,1,,,1,1,
1300,2008.0,Berguedà,Vallcebre,1,,,,1,,,,,,,,,,,,,,,,,
1301,2008.0,Berguedà,Vilada,9,3,,,2,1,,,,,,,,,,,2,1,,,,
1302,2008.0,Berguedà,Viver i Serrateix,6,,,,1,3,,,,,,,,,,,1,,,,1,
1303,2008.0,Cerdanya,Alp,88,17,,,12,23,,1.0,,,11,,,1.0,5,,10,1,1.0,,4,2
1304,2008.0,Cerdanya,Bellver de Cerdanya,71,10,2.0,,19,16,,,6,1.0,8,,,,,1.0,4,,1.0,,3,
1305,2008.0,Cerdanya,Bolvir,15,4,,,2,1,,,1,,1,,,,3,,,,,2,1,
1306,2008.0,Cerdanya,Das,6,2,,,,1,,,1,,,,,,1,,,,,1,,
1307,2008.0,Cerdanya,Fontanals de Cerdanya,28,5,,,2,2,,,1,,3,,,,9,,,,,2,3,1
1308,2008.0,Cerdanya,Ger,6,2,,,1,,,,,,,,,,,,1,,,,2,
1309,2008.0,Cerdanya,Guils de Cerdanya,15,4,,,3,,,,3,,,,,,1,,2,,,1,1,
1310,2008.0,Cerdanya,Isòvol,5,4,,,,,,,1,,,,,,,,,,,,,
1311,2008.0,Cerdanya,Lles de Cerdanya,18,4,,,2,1,,,,,2,,,,2,,4,,,1,2,
1312,2008.0,Cerdanya,Llívia,15,1,,,3,2,,,2,,2,,,3.0,,,2,,,,,
1313,2008.0,Cerdanya,Meranges,20,,,,2,1,,,1,,,,,,,1.0,15,,,,,
1314,2008.0,Cerdanya,Montellà i Martinet,12,4,,,2,1,,,,,,,,,,,5,,,,,
1315,2008.0,Cerdanya,Prats i Sansor,7,2,,,1,,,,1,1.0,,,,,2,,,,,,,
1316,2008.0,Cerdanya,Prullans,8,1,,,1,,,,,,2,,,,2,,,,,1,1,
1317,2008.0,Cerdanya,Puigcerdà,169,20,3.0,1.0,46,26,1.0,2.0,8,,24,,,6.0,4,,9,4,2.0,3,6,4
1318,2008.0,Cerdanya,Riu de Cerdanya,2,,,,1,,,,,,,,,,,,1,,,,,
1319,2008.0,Cerdanya,Urús,8,2,,,1,2,,,,,,,,,,,2,,1.0,,,
1320,2008.0,Conca de Barberà,Barberà de la Conca,20,2,,,4,5,,1.0,1,,1,,,,1,,,,,3,2,
1321,2008.0,Conca de Barberà,Blancafort,7,,,,1,2,,,1,,1,,,,,,,,,1,1,
1322,2008.0,Conca de Barberà,Conesa,10,1,,,,7,,,1,,,,,,,,,,,,1,
1323,2008.0,Conca de Barberà,Espluga de Francolí,38,5,,,5,4,,,2,,7,,,1.0,,,3,,,7,4,
1324,2008.0,Conca de Barberà,Forès,6,,,,,4,,,,,1,,,,,,,,,1,,
1325,2008.0,Conca de Barberà,Llorac,4,,,,,2,,,,,1,,,,,,,,,,1,
1326,2008.0,Conca de Barberà,Montblanc,252,20,4.0,,28,138,,1.0,6,2.0,17,,,,2,,8,,2.0,9,10,5
1327,2008.0,Conca de Barberà,Passanant,2,,,,1,,,,,,,,,,,,,,,,,1
1328,2008.0,Conca de Barberà,Piles,11,3,,,2,4,,,,,1,,,,,,1,,,,,
