,Year,Subregion,Cuty,TOTAL,traffic accidents,Alerts,Other alerts,Assist_ Techn_ urg_,Assist_Tecn_ not urg_,Explosion/Collapse,Building fires,Home fires,Industrial fires,Various fires,Information  M_P,Information incidents,Smells,Animal rescue,Goods rescue,People rescue,Use of air means,Simulacrum,Veget_ agricul_ land,Veget_ forest_land,Veget_ urban_land
589,2007.0,Osona,Santa Maria de Corcó,28,14,3.0,,4,2,,,,,1,,,,,,,,2.0,,1,1
590,2007.0,Osona,Seva,20,10,,,5,1,,,,,2,,,,2,,,,,,,
591,2007.0,Osona,Sora,6,4,,,1,,,,,,,,,,,,,,,,1,
592,2007.0,Osona,Taradell,23,6,,,3,3,,1.0,2,1.0,3,,,,,,1,,2.0,,,1
593,2007.0,Osona,Tavèrnoles,11,6,,,1,1,,,1,,,,,,,,2,,,,,
594,2007.0,Osona,Tavertet,5,,,,,,,,2,,,,,,,,2,,,,1,
595,2007.0,Osona,Tona,31,7,1.0,,7,,1.0,2.0,3,1.0,1,,,,,,,,1.0,2,4,1
596,2007.0,Osona,Torelló,232,16,1.0,,48,101,,1.0,4,2.0,37,,,2.0,3,1.0,8,,2.0,,1,5
597,2007.0,Osona,Vic,463,75,8.0,1.0,117,98,2.0,4.0,21,5.0,45,,,1.0,10,,46,,9.0,5,3,13
598,2007.0,Osona,Vidrà,1,,,,,,,,,,,,,,,,1,,,,,
599,2007.0,Osona,Viladrau,10,3,,,2,1,,,,,,,,,,,4,,,,,
600,2007.0,Osona,Vilanova de Sau,9,,1.0,,2,3,,,,,1,,,,,,1,,,,1,
601,2007.0,Pallars Jussà,Abella de la Conca,6,3,,,,2,,,,,,,,,,,,,,,1,
602,2007.0,Pallars Jussà,Castell de Mur,12,3,,,,,,,1,,3,,,,,,1,,,3,1,
603,2007.0,Pallars Jussà,Conca de Dalt,28,7,,1.0,,4,,,,,1,,,,2,,1,,,10,2,
604,2007.0,Pallars Jussà,Gavet de la Conca,6,,,,2,1,,,2,,,,,,,,,,,,1,
605,2007.0,Pallars Jussà,Isona i Conca Dellà,56,8,,1.0,3,31,,,,,3,,,,,,3,1,,3,2,1
606,2007.0,Pallars Jussà,Llimiana,7,,,,1,,,,1,,,,,,,,2,,,2,1,
607,2007.0,Pallars Jussà,Pobla de Segur,204,12,,,42,105,,,4,,4,,,,3,1.0,19,2,2.0,5,3,2
608,2007.0,Pallars Jussà,Salàs de Pallars,9,,,,2,1,,,2,,2,,,,,,,,,1,1,
609,2007.0,Pallars Jussà,Sant Esteve de la Sarga,2,1,,,,,,,,,,,,,,,1,,,,,
610,2007.0,Pallars Jussà,Sarroca de Bellera,4,,,,,2,,,1,,,,,,,,,,,,1,
611,2007.0,Pallars Jussà,Senterada,13,1,,,4,5,,,,,,,,,1,,1,,,,1,
612,2007.0,Pallars Jussà,Talarn,21,4,2.0,,1,7,,,1,,,,,,,,,1,,4,1,
613,2007.0,Pallars Jussà,Torre de Cabdella,18,3,,1.0,2,2,,,1,,,,,,2,,6,,,,1,
614,2007.0,Pallars Jussà,Tremp,294,25,1.0,,47,171,,1.0,2,,13,,,3.0,4,,12,4,,8,1,2
615,2007.0,Pallars Sobirà,Alins,17,1,,,3,,,,,,1,,,,,,8,1,,1,2,
616,2007.0,Pallars Sobirà,Alt Àneu,24,5,1.0,,6,8,,,,,1,,,,1,,2,,,,,
617,2007.0,Pallars Sobirà,Baix Pallars,12,4,,,,,,,1,,2,,,,1,,2,,,,2,
618,2007.0,Pallars Sobirà,Espot,67,1,8.0,,22,18,,,1,,1,,,,2,,13,1,,,,
619,2007.0,Pallars Sobirà,Esterri d'Àneu,102,4,1.0,,25,58,,1.0,3,,5,,,,,,4,,,1,,
620,2007.0,Pallars Sobirà,Farrera,4,2,,,,2,,,,,,,,,,,,,,,,
621,2007.0,Pallars Sobirà,Guingueta d'Àneu,14,3,,,7,,,,2,,,,,,,1.0,1,,,,,
622,2007.0,Pallars Sobirà,Lladorre,16,,2.0,,,9,,,,,,,,,,1.0,2,,,,2,
623,2007.0,Pallars Sobirà,Llavorsí,25,8,1.0,,3,8,,,1,,1,,,,1,,,,,,2,
624,2007.0,Pallars Sobirà,Rialp,28,13,,,4,2,1.0,1.0,1,1.0,2,,,,2,,,,,,,1
625,2007.0,Pallars Sobirà,Soriguera,13,4,,,2,1,,,,,1,,,,1,,2,,1.0,,1,
626,2007.0,Pallars Sobirà,Sort,201,23,3.0,1.0,35,90,1.0,2.0,5,,17,,,4.0,5,,8,,,3,3,1
627,2007.0,Pallars Sobirà,Tírvia,33,2,1.0,1.0,1,16,,,,,,,,,,,,12,,,,
628,2007.0,Pallars Sobirà,Vall de Cardós,23,1,,1.0,2,12,,,1,,2,,,,1,,2,,,,1,
629,2007.0,Pla de l'Estany,Banyoles,181,18,,,33,25,,2.0,17,1.0,38,,,,3,,28,2,1.0,5,6,2
630,2007.0,Pla de l'Estany,Camós,11,1,,,2,4,,,1,,,,,,,,,,,1,2,
631,2007.0,Pla de l'Estany,Cornellà del Terri,36,13,,,3,3,,,2,,7,,,,,,2,,,4,1,1
632,2007.0,Pla de l'Estany,Crespià,4,,,,1,,,,,,3,,,,,,,,,,,
633,2007.0,Pla de l'Estany,Esponellà,4,1,,,,2,,,,,,,,,,,,,,,,1
634,2007.0,Pla de l'Estany,Fontcoberta,21,3,,,2,2,,,1,,7,,,,,,2,,,1,3,
635,2007.0,Pla de l'Estany,Palol de Revardit,19,7,,,1,3,1.0,,1,1.0,3,,,,,,1,,,1,,
636,2007.0,Pla de l'Estany,Porqueres,47,9,,,8,6,,,5,1.0,9,,,,3,,,,,1,4,1
637,2007.0,Pla de l'Estany,Sant Miquel de Campmajor,12,2,,,1,5,,,1,,1,,,,,,1,,,,1,
638,2007.0,Pla de l'Estany,Serinyà,21,8,,,3,6,,,1,,2,,,,,,,,,,1,
639,2007.0,Pla de l'Estany,Vilademuls,35,15,,,3,2,,1.0,1,,9,,,,2,,,,,1,1,
640,2007.0,Pla d'Urgell,Barbens,6,,,,2,,,,1,,1,,,,,,,,,2,,
641,2007.0,Pla d'Urgell,Bell-lloc d'Urgell,54,24,,,2,2,,,2,1.0,6,,,,1,,3,,,8,5,
642,2007.0,Pla d'Urgell,Bellvís,17,5,,,,2,,,,2.0,4,,,,2,,,,,1,1,
643,2007.0,Pla d'Urgell,Castellnou de Seana,19,10,,,,,,,,,2,,,,3,,,,,2,1,1
644,2007.0,Pla d'Urgell,Fondarella,27,11,,,2,,,,2,,6,,,,,,1,,,1,3,1
645,2007.0,Pla d'Urgell,Golmés,55,19,,,4,1,,,3,1.0,6,,,,1,,1,,,13,4,2
646,2007.0,Pla d'Urgell,Ivars d'Urgell,28,4,,,3,1,,,1,,3,,,1.0,6,,2,,,6,1,
647,2007.0,Pla d'Urgell,Linyola,32,11,,,2,1,,,,2.0,9,,,,5,,,,,2,,
648,2007.0,Pla d'Urgell,Miralcamp,14,4,,,1,1,,,2,1.0,3,,,,,,,,,2,,
649,2007.0,Pla d'Urgell,Mollerussa,295,55,,1.0,37,92,1.0,1.0,11,2.0,42,,,4.0,15,,10,,,8,4,12
650,2007.0,Pla d'Urgell,Palau d'Anglesola,24,7,,,2,2,,,,1.0,7,,,,2,,,,,2,1,
651,2007.0,Pla d'Urgell,Poal,5,4,,,,,,,,,,,,,1,,,,,,,
652,2007.0,Pla d'Urgell,Sidamon,26,10,,,2,,,,1,,5,,,,,,,,,7,1,
653,2007.0,Pla d'Urgell,Torregrossa,29,16,,,2,,,,,,5,,,,,,,,,4,1,1
654,2007.0,Pla d'Urgell,Vilanova de Bellpuig,3,1,,,,,,,,1.0,,,,,,,,,,,,1
655,2007.0,Pla d'Urgell,Vila-sana,16,7,,,2,,,,,,4,,,,,,,,,2,1,
656,2007.0,Priorat,Bellmunt del Priorat,7,,,,1,2,,,,,3,,,,,,,,,1,,
657,2007.0,Priorat,Bisbal de Falset,9,,,,1,7,,,,,,,,,,,,,,1,,
658,2007.0,Priorat,Cabacés,11,,,,1,9,,,,,,,,,,,,,,1,,
659,2007.0,Priorat,Capçanes,39,1,,,2,31,,,1,,1,,,,,,,,,,2,1
660,2007.0,Priorat,Cornudella de Montsant,89,9,,1.0,9,54,,,1,,3,,,,1,,3,,,6,1,1
661,2007.0,Priorat,Falset,161,28,6.0,,41,49,,2.0,4,,6,,,3.0,,,3,3,1.0,4,2,9
662,2007.0,Priorat,Figuera,3,,,,,3,,,,,,,,,,,,,,,,
663,2007.0,Priorat,Gratallops,14,8,,,1,1,,,,,1,,,,,,1,,,1,1,
664,2007.0,Priorat,Guiamets,5,1,1.0,,,,,,,,,,,,,,,,,2,1,
665,2007.0,Priorat,Lloar,1,,,,,,,,1,,,,,,,,,,,,,
666,2007.0,Priorat,Marçà,16,2,1.0,,3,2,,,1,1.0,1,,,,,,,,,4,,1
667,2007.0,Priorat,Margalef,2,,,,,2,,,,,,,,,,,,,,,,
668,2007.0,Priorat,Masroig,13,3,,,,7,,,,,,,,,,,,,,1,2,
669,2007.0,Priorat,Molar,2,,,,1,,,,,,1,,,,,,,,,,,
670,2007.0,Priorat,Morera de Montsant,9,1,,,,4,,,,,1,,,,,,2,,,1,,
671,2007.0,Priorat,Poboleda,7,1,,,,3,,,,,,,,,,,1,,,1,1,
672,2007.0,Priorat,Porrera,27,2,,,2,12,,,,,7,,,,,,1,,,1,2,
673,2007.0,Priorat,Pradell de la Teixeta,20,6,,,2,2,,,,,2,,,,,,,,,4,4,
674,2007.0,Priorat,Torre de Fontaubella,14,,,,1,11,,,,,,,,,,,,,,,2,
675,2007.0,Priorat,Torroja del Priorat,13,2,,,,9,,,,,1,,,,,,,,,1,,
676,2007.0,Priorat,Ulldemolins,14,1,,,,2,,,,,2,,,,,,5,,,1,3,
677,2007.0,Priorat,Vilella Alta,5,,,,,2,,,,,1,,,,,,,,,1,1,
678,2007.0,Priorat,Vilella Baixa,6,,,,,2,,,,,1,,,,,,,,,2,1,
679,2007.0,Ribera d'Ebre,Ascó,97,3,,,5,44,,,2,,2,3.0,19.0,,,,2,,5.0,7,2,3
680,2007.0,Ribera d'Ebre,Benissanet,13,3,,,2,,,,1,,2,,,,,,,,,3,2,
681,2007.0,Ribera d'Ebre,Flix,89,13,13.0,,8,26,,1.0,3,1.0,3,,10.0,,2,,1,,2.0,3,1,2
682,2007.0,Ribera d'Ebre,Garcia,23,12,,,1,6,,,,,1,,,,,,,,,2,,1
683,2007.0,Ribera d'Ebre,Ginestar,12,6,,,,1,,,1,,2,,,,,,,,,1,1,
684,2007.0,Ribera d'Ebre,Miravet,15,1,,,,3,,,,,,,1.0,,,,1,,,7,2,
685,2007.0,Ribera d'Ebre,Móra d'Ebre,149,7,4.0,3.0,40,47,,2.0,5,,16,,,1.0,2,,3,6,,8,3,2
686,2007.0,Ribera d'Ebre,Móra la Nova,52,9,,,7,3,,,2,,14,,1.0,1.0,,,1,,1.0,4,2,7
687,2007.0,Ribera d'Ebre,Palma d'Ebre,10,1,,,,5,,1.0,,,,,,,,,,,,1,2,
688,2007.0,Ribera d'Ebre,Rasquera,40,5,,,4,22,,,,,2,,,,,,,,,6,1,
689,2007.0,Ribera d'Ebre,Riba-roja d'Ebre,68,1,2.0,,2,53,,1.0,,1.0,1,,,,,,,2,,2,2,1
690,2007.0,Ribera d'Ebre,Tivissa,89,10,1.0,2.0,3,50,,,,,3,,1.0,,2,,,4,,7,6,
691,2007.0,Ribera d'Ebre,Torre de l'Espanyol,4,1,,,1,1,,,,,,,,,,,,,,,1,
692,2007.0,Ribera d'Ebre,Vinebre,17,,,,9,2,,,,,2,,,,,,,,,2,1,1
693,2007.0,Ripollès,Campdevànol,39,12,,,4,12,,,3,,2,,,,,,3,,,2,1,
694,2007.0,Ripollès,Campelles,5,2,,,1,2,,,,,,,,,,,,,,,,
695,2007.0,Ripollès,Camprodon,88,11,,,9,46,,1.0,4,,6,,,3.0,1,,3,,2.0,,2,
696,2007.0,Ripollès,Gombrèn,10,1,,,2,6,,,,,,,,,,,1,,,,,
697,2007.0,Ripollès,Llanars,7,1,,,,4,,,1,,,,,,,,,,,,1,
698,2007.0,Ripollès,Llosses,13,7,,,,4,,,,,1,,,,,,,,,,1,
699,2007.0,Ripollès,Molló,9,2,,,,5,,,,,,,,,,,2,,,,,
700,2007.0,Ripollès,Ogassa,4,,,,,3,,,,,,,,,,,,,,,1,
701,2007.0,Ripollès,Pardines,2,,,,,2,,,,,,,,,,,,,,,,
702,2007.0,Ripollès,Planoles,21,5,,,1,8,,,,,2,,,,,,1,,2.0,,2,
703,2007.0,Ripollès,Queralbs,33,3,,,,9,,,,,1,,,,,,18,,1.0,,1,
704,2007.0,Ripollès,Ribes de Freser,105,14,,,6,63,,1.0,2,,9,,,3.0,,,4,,2.0,,1,
705,2007.0,Ripollès,Ripoll,259,37,1.0,,28,140,,,8,2.0,27,,,,3,,7,1,1.0,,3,1
706,2007.0,Ripollès,Sant Joan de les Abadesses,39,17,,,4,8,,,,,3,,,,1,,4,,,,2,
707,2007.0,Ripollès,Sant Pau de Segúries,8,3,,,,2,,,,1.0,2,,,,,,,,,,,
708,2007.0,Ripollès,Setcases,27,,,,,15,,,,,3,,,,,,8,1,,,,
709,2007.0,Ripollès,Toses,21,6,,,6,5,,,,,1,,,,,,1,,,,2,
710,2007.0,Ripollès,Vallfogona de Ripollès,13,3,,,,5,,,,,2,,,,,,2,,1.0,,,
711,2007.0,Ripollès,Vilallonga de Ter,6,1,,,,,,1.0,,,1,,,,,,3,,,,,
712,2007.0,Segarra,Biosca,8,3,,,1,,,,,,,,,,,,,,,1,2,1
713,2007.0,Segarra,Cervera,459,55,,,71,234,,1.0,12,4.0,24,,,5.0,13,,9,2,,18,3,8
714,2007.0,Segarra,Estaràs,9,4,,,,1,,,,,,,,,3,,,,,1,,
715,2007.0,Segarra,Granyanella,22,12,,2.0,1,2,,,,,2,,,,,,,,,,3,
716,2007.0,Segarra,Granyena de Segarra,1,,,,,,,,,,,,,,,,,,,,1,
717,2007.0,Segarra,Guissona,168,31,,,77,39,,,3,1.0,7,,,,3,,1,,,3,1,2
718,2007.0,Segarra,Ivorra,5,4,,,,,,,,,1,,,,,,,,,,,
719,2007.0,Segarra,Massoteres,2,1,,,,,,,,,1,,,,,,,,,,,
720,2007.0,Segarra,Montoliu de Segarra,5,1,,,,3,,,,,,,,,1,,,,,,,
721,2007.0,Segarra,Montornès de Segarra,1,1,,,,,,,,,,,,,,,,,,,,
722,2007.0,Segarra,Oluges,10,5,,,1,,,1.0,,,,,,,,,,,,2,1,
723,2007.0,Segarra,Plans de Sió,22,13,,,2,,,,,,2,,,,1,,,,,1,3,
724,2007.0,Segarra,Ribera d'Ondara,21,8,,,1,4,,,1,2.0,2,,,,,,1,,,2,,
725,2007.0,Segarra,Sanaüja,16,1,,,3,4,,,,,1,,,,4,,,,,,2,1
726,2007.0,Segarra,Sant Guim de Freixenet,17,2,,,2,13,,,,,,,,,,,,,,,,
727,2007.0,Segarra,Sant Guim de la Plana,6,2,,,2,,,,,,1,,,,,,,,,1,,
728,2007.0,Segarra,Sant Ramon,13,5,,,1,2,,,,1.0,2,,,,,,,,,1,,1
729,2007.0,Segarra,Talavera,3,1,,,,,1.0,,,,,,,,,,,,,,1,
730,2007.0,Segarra,Tarroja de Segarra,4,3,,,,,,,,,,,,,,,,,,1,,
731,2007.0,Segarra,Torà,149,8,,,21,100,,,,,4,,,,4,,1,,1.0,7,3,
732,2007.0,Segarra,Torrefeta i Florejacs,18,6,,,1,5,,,,,,,,,1,,,,,1,3,1
733,2007.0,Segrià,Aitona,39,8,,,1,2,,,4,1.0,10,,,,2,,,,1.0,6,4,
734,2007.0,Segrià,Alamús,11,2,1.0,,,,,,1,1.0,3,,,,,,1,,,2,,
735,2007.0,Segrià,Albatàrrec,24,4,,,3,,,,1,,4,,,,2,,2,,,5,2,1
736,2007.0,Segrià,Alcanó,4,1,,,1,,,,1,,,,,,,,,,,1,,
737,2007.0,Segrià,Alcarràs,76,28,,,8,9,,3.0,3,3.0,11,,,,1,,2,1,,4,3,
738,2007.0,Segrià,Alcoletge,42,18,,,3,,,1.0,1,1.0,9,,,,2,,1,,,3,2,1
739,2007.0,Segrià,Alfarràs,39,17,,,2,5,,,1,,6,,,2.0,1,1.0,2,,,,2,
740,2007.0,Segrià,Alfés,15,8,,,2,2,,,,,2,,,,,,,,,1,,
741,2007.0,Segrià,Alguaire,44,16,,,1,5,,,1,3.0,7,,,,3,,1,,,4,2,1
742,2007.0,Segrià,Almacelles,197,35,2.0,1.0,23,96,,,2,,12,,,2.0,4,,6,,,9,1,4
743,2007.0,Segrià,Almatret,3,1,,,,1,,,,,1,,,,,,,,,,,
744,2007.0,Segrià,Almenar,92,15,,,11,43,,,3,,5,,,2.0,2,,1,,,7,3,
745,2007.0,Segrià,Alpicat,48,22,,,6,,,,3,1.0,4,,,1.0,1,,2,,,5,3,
746,2007.0,Segrià,Artesa de Lleida,25,7,,,1,,,,1,1.0,4,,,,,,,,,7,3,1
747,2007.0,Segrià,Benavent de Segrià,16,4,,,2,2,,,,,2,,,,,,,,,3,3,
748,2007.0,Segrià,Corbins,17,11,,,2,,,,,,1,,,,,,,,,,1,2
749,2007.0,Segrià,Gimenells i el Pla de la Font,12,3,,,2,,,,,1.0,3,,,,,,1,,,2,,
750,2007.0,Segrià,Granja d'Escarp,32,2,,,1,2,,,,,4,,,,,,1,,,14,7,1
751,2007.0,Segrià,Llardecans,6,5,,,,1,,,,,,,,,,,,,,,,
752,2007.0,Segrià,Lleida,1757,347,10.0,5.0,388,192,5.0,15.0,106,12.0,273,,1.0,42.0,40,,141,56,4.0,45,22,53
753,2007.0,Segrià,Maials,20,11,,1.0,,1,,,,2.0,1,,,,,,,,2.0,2,,
754,2007.0,Segrià,Massalcoreig,8,1,,,,2,,,,,1,,,,1,,,,,2,1,
755,2007.0,Segrià,Montoliu de Lleida,6,3,,,1,1,,,1,,,,,,,,,,,,,
756,2007.0,Segrià,Portella,6,,,,,1,,,,1.0,,,,,,,,,,3,1,
757,2007.0,Segrià,Puigverd de Lleida,7,3,,,,1,,,,,,,,,,,,,,2,1,
758,2007.0,Segrià,Rosselló,24,10,,,2,1,,1.0,1,,2,,,,3,,,,,1,3,
759,2007.0,Segrià,Sarroca de Lleida,11,3,,,2,2,,,,,1,,,,,,,,,3,,
760,2007.0,Segrià,Seròs,93,12,,,5,53,,,3,2.0,8,,,,1,,1,,1.0,5,2,
761,2007.0,Segrià,Soses,26,9,,,3,1,,,,2.0,4,,,,,,,,,4,3,
762,2007.0,Segrià,Sudanell,5,1,,,2,,,,,,1,,,,,,1,,,,,
763,2007.0,Segrià,Torrebesses,4,2,,,,,,,,,,,,,,,,,,1,1,
764,2007.0,Segrià,Torrefarrera,42,17,,,5,1,1.0,1.0,2,,6,,,2.0,2,,1,,,1,1,2
765,2007.0,Segrià,Torres de Segre,28,7,,,2,,,1.0,1,1.0,5,,,,1,,,,1.0,5,4,
766,2007.0,Segrià,Torre-serona,9,4,,,1,,,,,,2,,,,,,,,,,1,1
767,2007.0,Segrià,Vilanova de la Barca,10,3,,1.0,,,,,,,2,,,,,,1,,,2,1,
768,2007.0,Segrià,Vilanova de Segrià,10,3,,,,1,,,2,,4,,,,,,,,,,,
769,2007.0,Selva,Amer,104,8,,,17,53,1.0,,5,,13,,,,,,3,,1.0,1,2,
770,2007.0,Selva,Anglès,82,14,,,16,36,,,1,1.0,9,,,,,,3,,,1,1,
771,2007.0,Selva,Arbúcies,126,39,,,19,36,,1.0,7,1.0,12,,,,,,6,,1.0,,3,1
772,2007.0,Selva,Blanes,440,89,1.0,,97,85,1.0,8.0,26,1.0,66,,,6.0,9,2.0,25,,7.0,3,12,2
773,2007.0,Selva,Breda,38,8,,1.0,4,19,,,1,,4,,,,,,,,1.0,,,
774,2007.0,Selva,Brunyola,37,19,,,3,5,,,2,1.0,4,,,,,,,,,,3,
775,2007.0,Selva,Caldes de Malavella,142,59,,,7,37,,,3,1.0,16,,,1.0,1,,5,,6.0,2,4,
776,2007.0,Selva,Cellera de Ter,41,5,,,4,5,,,4,,13,,,,,,2,,1.0,3,1,3
777,2007.0,Selva,Fogars de Tordera,66,35,,,12,7,,,,2.0,7,,,,,,1,,1.0,,1,
778,2007.0,Selva,Hostalric,190,36,1.0,,22,98,,2.0,4,1.0,19,,,2.0,1,,3,,,,1,
779,2007.0,Selva,Lloret de Mar,604,95,1.0,1.0,125,173,,10.0,30,,75,,,6.0,13,1.0,58,,2.0,1,7,6
780,2007.0,Selva,Maçanet de la Selva,286,77,,2.0,20,104,,3.0,4,2.0,39,,,1.0,5,,2,10,5.0,1,9,2
781,2007.0,Selva,Massanes,47,20,,,2,14,,,3,,3,,,2.0,,,1,,,,2,
782,2007.0,Selva,Osor,13,3,,,1,6,,,1,,1,,,,,,1,,,,,
783,2007.0,Selva,Riells i Viabrea,44,12,,,5,15,,,2,,6,,,,,,1,,2.0,,,1
784,2007.0,Selva,Riudarenes,68,21,1.0,,9,20,1.0,1.0,1,2.0,4,,,,3,,1,,,3,1,
785,2007.0,Selva,Riudellots de la Selva,65,32,,,6,5,,,2,3.0,7,,,,1,,4,,2.0,,3,
786,2007.0,Selva,Sant Feliu de Buixalleu,81,19,,,8,36,,,,,4,,,1.0,1,,6,,,1,4,1
787,2007.0,Selva,Sant Hilari Sacalm,88,18,1.0,,19,23,,1.0,6,,9,,,,,,6,,2.0,3,,
788,2007.0,Selva,Sant Julià del Llor i Bonmatí,30,3,,,1,18,,,2,,3,,,,,,,,,1,2,
789,2007.0,Selva,Santa Coloma de Farners,266,38,,,34,113,,1.0,19,1.0,39,,,2.0,1,,12,,1.0,1,3,1
790,2007.0,Selva,Sils,107,32,,,11,31,,1.0,5,1.0,13,,,,2,,2,,1.0,3,4,1
791,2007.0,Selva,Susqueda,24,,2.0,,1,9,,1.0,,,1,,,,,,10,,,,,
792,2007.0,Selva,Tossa de Mar,185,33,,,13,101,,1.0,6,,13,,,,2,1.0,11,,1.0,,2,1
793,2007.0,Selva,Vidreres,180,73,,,15,43,1.0,1.0,1,,22,,,1.0,4,,6,,3.0,3,7,
794,2007.0,Selva,Vilobí d'Onyar,76,30,,1.0,6,13,,,5,1.0,14,,,,1,,1,,,,4,
795,2007.0,Solsonès,Castellar de la Ribera,19,3,,,2,9,,,1,,2,,,,,,1,,,,1,
796,2007.0,Solsonès,Clariana de Cardener,11,5,,,2,1,,,,,,,,,,,1,,,,2,
797,2007.0,Solsonès,Coma i la Pedra,11,2,,,,2,,,3,,3,,,,,,1,,,,,
798,2007.0,Solsonès,Guixers,8,4,,,1,,,,1,,,,,,,,1,,,,1,
799,2007.0,Solsonès,Lladurs,78,4,,,,73,,,,,,,,,,,,1,,,,
800,2007.0,Solsonès,Llobera,17,2,1.0,,1,9,,,,,1,,,,,,,,,2,1,
801,2007.0,Solsonès,Navès,41,4,,,,35,,,,,,,,,,,2,,,,,
802,2007.0,Solsonès,Odèn,19,1,1.0,,,16,,,,,,,,,,,,,,,1,
803,2007.0,Solsonès,Olius,37,6,1.0,,,19,,,1,,2,,,,5,,2,,,,1,
804,2007.0,Solsonès,Pinell de Solsonès,36,2,,,,30,,,,,,,,,1,,1,,,,2,
805,2007.0,Solsonès,Pinós,29,4,,,4,18,,,,,1,,,,,,,,,,2,
806,2007.0,Solsonès,Riner,10,3,,,,2,,,1,,,,,,,,,,,2,2,
807,2007.0,Solsonès,Sant Llorenç de Morunys,19,4,1.0,,3,3,,,2,,3,,,,,,2,,,,1,
808,2007.0,Solsonès,Solsona,265,24,4.0,,24,166,,,15,,14,,,1.0,,,4,4,2.0,4,2,1
809,2007.0,Tarragonès,Altafulla,50,11,,,22,3,,,,,1,,1.0,1.0,2,,3,,,2,2,2
810,2007.0,Tarragonès,Catllar,36,9,,,4,1,,,,,7,,,2.0,5,,3,,,2,2,1
811,2007.0,Tarragonès,Constantí,116,22,,,18,1,,,3,4.0,8,,,5.0,12,,4,,2.0,12,10,15
812,2007.0,Tarragonès,Creixell,41,8,,1.0,12,,,1.0,3,,8,,,,1,1.0,,,,2,2,2
813,2007.0,Tarragonès,Morell,31,3,,,7,2,,,2,,3,,7.0,3.0,,,1,,,,2,1
814,2007.0,Tarragonès,Nou de Gaià,3,,,,1,1,,,1,,,,,,,,,,,,,
815,2007.0,Tarragonès,Pallaresos,32,6,,,1,,,,1,,5,,,2.0,4,,1,,1.0,3,4,4
816,2007.0,Tarragonès,Perafort,28,6,,1.0,5,1,,,1,,,,1.0,3.0,1,,1,,1.0,6,,1
817,2007.0,Tarragonès,Pobla de Mafumet,110,6,,1.0,5,4,,,3,,3,,75.0,,,,3,,5.0,1,2,2
818,2007.0,Tarragonès,Pobla de Montornès,28,6,,,4,2,,,2,1.0,9,,1.0,,1,,,,,,2,
819,2007.0,Tarragonès,Renau,7,,,,,1,,,,,1,,,,,,,,,3,1,1
820,2007.0,Tarragonès,Riera de Gaià,14,8,,,,1,,,,,3,,,,,,,,,1,,1
821,2007.0,Tarragonès,Roda de Barà,112,17,,,13,2,,1.0,1,,45,,,,2,,5,,,6,9,11
822,2007.0,Tarragonès,Salomó,6,2,,,,1,,,,,,,1.0,,,,,,,1,1,
823,2007.0,Tarragonès,Salou,246,30,1.0,2.0,67,8,,5.0,15,,38,,,5.0,5,,31,,3.0,4,9,23
824,2007.0,Tarragonès,Secuita,25,7,,,3,,,,,,4,,,,1,,,,,7,3,
825,2007.0,Tarragonès,Tarragona,2381,279,83.0,8.0,482,155,5.0,21.0,84,7.0,299,1.0,373.0,89.0,65,1.0,77,43,32.0,30,53,194
826,2007.0,Tarragonès,Torredembarra,104,15,2.0,,25,6,,,4,3.0,25,,,3.0,6,,6,,,,3,6
827,2007.0,Tarragonès,Vespella de Gaià,11,1,,,,5,,1.0,,,2,,,,,,,,,2,,
828,2007.0,Tarragonès,Vilallonga del Camp,18,2,,,,,,,,,5,,,,1,,1,,,6,2,1
829,2007.0,Tarragonès,Vila-seca,279,50,1.0,,47,9,,,9,1.0,36,,64.0,3.0,5,,15,,,12,9,18
830,2007.0,Terra Alta,Arnes,13,2,,,,8,,,,,,,,,,,2,,,1,,
831,2007.0,Terra Alta,Batea,32,5,,,4,11,,,,,3,,,,,,2,1,,2,4,
832,2007.0,Terra Alta,Bot,9,2,,,,1,,,1,,1,,,,,,,,,2,2,
833,2007.0,Terra Alta,Caseres,8,2,,,,5,,,,,,,,,,,,,,,1,
834,2007.0,Terra Alta,Corbera d'Ebre,19,4,,,,1,,,2,1.0,2,,,,,,,,,7,1,1
835,2007.0,Terra Alta,Fatarella,22,3,,,,16,,,,,,,,,,,,,,1,2,
836,2007.0,Terra Alta,Gandesa,118,15,2.0,,21,43,,,2,,8,,,,,,4,,2.0,16,2,3
837,2007.0,Terra Alta,Horta de Sant Joan,81,5,,,6,48,,,2,,3,,,,2,,,1,,6,7,1
838,2007.0,Terra Alta,Pinell de Brai,16,3,,,,10,,,1,,,,,,,,,,,1,1,
839,2007.0,Terra Alta,Pobla de Massaluca,12,2,2.0,,,1,,,,,1,,,,,,,,,3,3,
840,2007.0,Terra Alta,Prat de Comte,28,,,,,26,,,,,,,,,,,,,,1,1,
841,2007.0,Terra Alta,Vilalba dels Arcs,12,2,,,1,3,,,,,2,,,,,,,,,1,2,1
842,2007.0,Urgell,Agramunt,141,10,,,24,73,,,3,1.0,15,,,1.0,5,,5,,1.0,2,,1
843,2007.0,Urgell,Anglesola,22,4,,,1,3,,,3,1.0,2,,1.0,,1,,,,,6,,
844,2007.0,Urgell,Belianes,9,2,,,1,1,,,,,,,,,1,,,,,4,,
845,2007.0,Urgell,Bellpuig,100,25,,,9,21,,1.0,4,,16,,,,6,,2,,1.0,10,2,3
