year,subregion,fires,affected_wood_ha,affected_scrub_ha,affected_total_ha,affected_size
2016-01-01,Pla de l'Estany,15.0,3.3,0.0,3.3,0 <10 ha
2016-01-01,Priorat,15.0,1.0,3.2,4.2,0 <10 ha
2016-01-01,Ribera d'Ebre,9.0,2.0,0.0,2.0,0 <10 ha
2016-01-01,Ripollès,4.0,1.1,2.0,3.0,0 <10 ha
2016-01-01,Segarra,3.0,13.4,9.5,22.9,10 > 100 ha
2016-01-01,Segrià,13.0,1.2,2.2,3.4,0 <10 ha
2016-01-01,Selva,23.0,52.8,3.6,56.5,10 > 100 ha
2016-01-01,Solsonès,2.0,1.0,0.0,1.0,0 <10 ha
2016-01-01,Tarragonès,21.0,181.7,60.1,241.8,100 > 500 ha
2016-01-01,Terra Alta,7.0,0.7,0.2,0.9,0 <10 ha
2016-01-01,Urgell,7.0,242.1,172.8,414.9,100 > 500 ha
2016-01-01,Vallès Occidental,53.0,1.0,6.1,7.1,0 <10 ha
2016-01-01,Vallès Oriental,24.0,1.4,0.5,1.9,0 <10 ha
2017-01-01,Alt Camp,10.0,2.2,1.8,4.0,0 <10 ha
2017-01-01,Alt Empordà,18.0,5.3,1.7,7.0,0 <10 ha
2017-01-01,Alt Penedès,20.0,3.7,9.3,13.0,10 > 100 ha
2017-01-01,Alt Urgell,6.0,0.4,0.5,0.9,0 <10 ha
2017-01-01,Alta Ribagorça,4.0,3.8,18.7,22.5,10 > 100 ha
2017-01-01,Anoia,33.0,27.1,7.9,35.0,10 > 100 ha
2017-01-01,Aran,1.0,20.5,411.8,432.3,100 > 500 ha
2017-01-01,Bages,23.0,267.7,55.5,323.2,100 > 500 ha
2017-01-01,Baix Camp,11.0,0.2,2.1,2.3,0 <10 ha
2017-01-01,Baix Ebre,60.0,42.1,145.7,187.8,100 > 500 ha
2017-01-01,Baix Empordà,19.0,2.2,0.3,2.4,0 <10 ha
2017-01-01,Baix Llobregat,40.0,9.6,9.3,18.9,10 > 100 ha
2017-01-01,Baix Penedès,5.0,2.2,0.8,3.1,0 <10 ha
2017-01-01,Barcelonès,7.0,0.5,4.9,5.4,0 <10 ha
2017-01-01,Berguedà,4.0,2.3,1.8,4.1,0 <10 ha
2017-01-01,Cerdanya,6.0,0.0,3.7,3.7,0 <10 ha
2017-01-01,Conca de Barberà,16.0,2.6,5.8,8.4,0 <10 ha
2017-01-01,Garraf,4.0,0.0,0.2,0.2,0 <10 ha
2017-01-01,Garrigues,15.0,8.0,8.6,16.6,10 > 100 ha
2017-01-01,Garrotxa,12.0,0.3,1.3,1.6,0 <10 ha
2017-01-01,Gironès,17.0,1.7,1.6,3.3,0 <10 ha
2017-01-01,Maresme,24.0,6.7,11.8,18.5,10 > 100 ha
2017-01-01,Moianès,2.0,9.3,1.6,11.0,10 > 100 ha
2017-01-01,Montsià,9.0,0.0,4.1,4.1,0 <10 ha
2017-01-01,Noguera,21.0,17.8,12.2,30.0,10 > 100 ha
2017-01-01,Osona,13.0,0.8,0.5,1.3,0 <10 ha
2017-01-01,Pallars Jussà,14.0,1.0,5.4,6.4,0 <10 ha
2017-01-01,Pallars Sobirà,3.0,0.4,6.9,7.3,0 <10 ha
2017-01-01,Pla d'Urgell,0.0,0.0,0.0,0.0,
2017-01-01,Pla de l'Estany,14.0,0.8,0.1,0.9,0 <10 ha
2017-01-01,Priorat,6.0,0.9,1.0,1.9,0 <10 ha
2017-01-01,Ribera d'Ebre,15.0,2.4,2.4,4.8,0 <10 ha
2017-01-01,Ripollès,3.0,0.0,0.1,0.1,0 <10 ha
2017-01-01,Segarra,14.0,9.5,4.4,13.9,10 > 100 ha
2017-01-01,Segrià,33.0,3.4,27.1,30.4,10 > 100 ha
2017-01-01,Selva,14.0,3.7,0.7,4.4,0 <10 ha
2017-01-01,Solsonès,8.0,1.3,0.1,1.4,0 <10 ha
2017-01-01,Tarragonès,18.0,1.9,1.7,3.6,0 <10 ha
2017-01-01,Terra Alta,11.0,2.7,4.3,6.9,0 <10 ha
2017-01-01,Urgell,11.0,19.1,8.2,27.3,10 > 100 ha
2017-01-01,Vallès Occidental,35.0,3.9,13.0,16.9,10 > 100 ha
2017-01-01,Vallès Oriental,30.0,4.5,3.0,7.5,0 <10 ha
2018-01-01,Alt Camp,7.0,5.7,1.5,7.2,0 <10 ha
2018-01-01,Alt Empordà,18.0,2.6,21.5,24.2,10 > 100 ha
2018-01-01,Alt Penedès,19.0,1.5,2.0,3.5,0 <10 ha
2018-01-01,Alt Urgell,2.0,0.3,1.1,1.4,0 <10 ha
2018-01-01,Alta Ribagorça,0.0,0.0,0.0,0.0,
2018-01-01,Anoia,11.0,0.1,0.3,0.4,0 <10 ha
2018-01-01,Aran,2.0,0.6,1.3,1.9,0 <10 ha
2018-01-01,Bages,2.0,0.0,0.1,0.1,0 <10 ha
2018-01-01,Baix Camp,5.0,1.0,3.4,4.4,0 <10 ha
2018-01-01,Baix Ebre,12.0,1.3,1.2,2.4,0 <10 ha
2018-01-01,Baix Empordà,9.0,8.0,1.4,9.3,0 <10 ha
2018-01-01,Baix Llobregat,25.0,0.5,9.8,10.3,10 > 100 ha
2018-01-01,Baix Penedès,6.0,0.1,1.7,1.7,0 <10 ha
2018-01-01,Barcelonès,8.0,0.1,5.1,5.2,0 <10 ha
2018-01-01,Berguedà,3.0,0.8,0.3,1.0,0 <10 ha
2018-01-01,Cerdanya,1.0,0.0,0.1,0.1,0 <10 ha
2018-01-01,Conca de Barberà,8.0,0.3,0.5,0.8,0 <10 ha
2018-01-01,Garraf,14.0,0.4,0.6,1.0,0 <10 ha
2018-01-01,Garrigues,14.0,0.4,13.8,14.2,10 > 100 ha
2018-01-01,Garrotxa,2.0,0.8,0.0,0.8,0 <10 ha
2018-01-01,Gironès,3.0,0.1,0.0,0.1,0 <10 ha
2018-01-01,Maresme,16.0,1.6,16.5,18.1,10 > 100 ha
2018-01-01,Moianès,4.0,1.3,1.4,2.8,0 <10 ha
2018-01-01,Montsià,7.0,0.4,0.8,1.2,0 <10 ha
2018-01-01,Noguera,6.0,0.2,1.3,1.5,0 <10 ha
2018-01-01,Osona,9.0,1.8,6.2,7.9,0 <10 ha
2018-01-01,Pallars Jussà,9.0,0.3,0.7,1.0,0 <10 ha
2018-01-01,Pallars Sobirà,0.0,0.0,0.0,0.0,
2018-01-01,Pla d'Urgell,20.0,0.3,4.7,5.0,0 <10 ha
2018-01-01,Pla de l'Estany,7.0,0.3,0.2,0.6,0 <10 ha
2018-01-01,Priorat,6.0,0.1,0.8,1.0,0 <10 ha
2018-01-01,Ribera d'Ebre,1.0,0.0,0.3,0.3,0 <10 ha
2018-01-01,Ripollès,5.0,0.2,0.0,0.2,0 <10 ha
2018-01-01,Segarra,1.0,0.0,0.1,0.1,0 <10 ha
2018-01-01,Segrià,6.0,0.1,0.2,0.3,0 <10 ha
2018-01-01,Selva,7.0,4.3,1.2,5.5,0 <10 ha
2018-01-01,Solsonès,0.0,0.0,0.0,0.0,
2018-01-01,Tarragonès,4.0,0.7,0.0,0.7,0 <10 ha
2018-01-01,Terra Alta,10.0,1.5,1.7,3.2,0 <10 ha
2018-01-01,Urgell,3.0,0.8,0.2,0.9,0 <10 ha
2018-01-01,Vallès Occidental,12.0,0.2,0.8,1.0,0 <10 ha
2018-01-01,Vallès Oriental,8.0,0.3,0.1,0.4,0 <10 ha
2019-01-01,Alt Camp,9.0,1.1,21.2,22.3,10 > 100 ha
2019-01-01,Alt Empordà,32.0,2.0,2.2,4.1,0 <10 ha
2019-01-01,Alt Penedès,12.0,0.3,0.2,0.4,0 <10 ha
2019-01-01,Alt Urgell,7.0,0.4,0.2,0.6,0 <10 ha
2019-01-01,Alta Ribagorça,2.0,0.0,0.3,0.3,0 <10 ha
2019-01-01,Anoia,25.0,54.7,5.3,60.0,10 > 100 ha
2019-01-01,Aran,3.0,26.6,218.0,244.6,100 > 500 ha
2019-01-01,Bages,21.0,2.4,6.0,8.3,0 <10 ha
2019-01-01,Baix Camp,10.0,0.9,3.9,4.8,0 <10 ha
2019-01-01,Baix Ebre,29.0,91.6,124.1,215.7,100 > 500 ha
2019-01-01,Baix Empordà,25.0,3.7,1.5,5.2,0 <10 ha
2019-01-01,Baix Llobregat,33.0,0.9,1.4,2.3,0 <10 ha
2019-01-01,Baix Penedès,4.0,0.9,1.7,2.5,0 <10 ha
2019-01-01,Barcelonès,8.0,0.0,0.3,0.3,0 <10 ha
2019-01-01,Berguedà,14.0,1.0,0.4,1.4,0 <10 ha
2019-01-01,Cerdanya,3.0,0.3,1.1,1.4,0 <10 ha
2019-01-01,Conca de Barberà,15.0,3.7,1.1,4.8,0 <10 ha
2019-01-01,Garraf,2.0,0.0,0.0,0.0,
2019-01-01,Garrigues,8.0,39.6,57.4,97.0,10 > 100 ha
2019-01-01,Garrotxa,8.0,0.6,0.3,0.9,0 <10 ha
2019-01-01,Gironès,16.0,0.4,0.2,0.6,0 <10 ha
2019-01-01,Maresme,13.0,0.9,0.5,1.4,0 <10 ha
2019-01-01,Moianès,4.0,0.1,0.1,0.2,0 <10 ha
2019-01-01,Montsià,11.0,0.1,5.1,5.1,0 <10 ha
2019-01-01,Noguera,24.0,2.1,12.1,14.3,10 > 100 ha
2019-01-01,Osona,9.0,1.1,0.5,1.6,0 <10 ha
2019-01-01,Pallars Jussà,9.0,1.1,4.9,6.0,0 <10 ha
2019-01-01,Pallars Sobirà,7.0,3.0,24.0,27.0,10 > 100 ha
2019-01-01,Pla d'Urgell,1.0,0.0,0.2,0.2,0 <10 ha
2019-01-01,Pla de l'Estany,7.0,0.2,0.1,0.3,0 <10 ha
2019-01-01,Priorat,6.0,7.8,3.1,10.9,10 > 100 ha
2019-01-01,Ribera d'Ebre,10.0,1487.5,1974.8,3462.3,>1000 ha
2019-01-01,Ripollès,5.0,2.7,2.1,4.8,0 <10 ha
2019-01-01,Segarra,7.0,7.1,9.5,16.6,10 > 100 ha
2019-01-01,Segrià,26.0,292.5,486.9,779.3,500 > 1000 ha
2019-01-01,Selva,12.0,4.2,0.1,4.3,0 <10 ha
2019-01-01,Solsonès,7.0,1.0,0.4,1.4,0 <10 ha
2019-01-01,Tarragonès,22.0,3.3,3.4,6.6,0 <10 ha
2019-01-01,Terra Alta,16.0,12.2,16.5,28.6,10 > 100 ha
2019-01-01,Urgell,14.0,8.6,16.8,25.5,10 > 100 ha
2019-01-01,Vallès Occidental,28.0,0.2,1.9,2.1,0 <10 ha
2019-01-01,Vallès Oriental,21.0,0.1,1.5,1.6,0 <10 ha
2020-01-01,Alt Camp,2.0,0.0,0.0,0.0,
2020-01-01,Alt Empordà,6.0,0.5,3.3,3.8,0 <10 ha
2020-01-01,Alt Penedès,13.0,0.4,0.8,1.2,0 <10 ha
2020-01-01,Alt Urgell,8.0,0.2,4.3,4.5,0 <10 ha
2020-01-01,Alta Ribagorça,1.0,0.0,0.0,0.0,
2020-01-01,Anoia,7.0,0.9,0.4,1.3,0 <10 ha
2020-01-01,Aran,2.0,2.2,0.0,2.2,0 <10 ha
2020-01-01,Bages,7.0,0.2,0.9,1.1,0 <10 ha
2020-01-01,Baix Camp,5.0,0.2,1.9,2.1,0 <10 ha
2020-01-01,Baix Ebre,19.0,2.4,3.2,5.6,0 <10 ha
2020-01-01,Baix Empordà,7.0,0.3,0.2,0.4,0 <10 ha
2020-01-01,Baix Llobregat,13.0,0.1,0.6,0.7,0 <10 ha
2020-01-01,Baix Penedès,5.0,0.2,0.3,0.5,0 <10 ha
2020-01-01,Barcelonès,7.0,0.0,1.5,1.5,0 <10 ha
2020-01-01,Berguedà,3.0,0.0,0.0,0.0,
2020-01-01,Cerdanya,4.0,0.0,1.3,1.3,0 <10 ha
2020-01-01,Conca de Barberà,13.0,0.2,1.3,1.5,0 <10 ha
2020-01-01,Garraf,7.0,2.3,0.2,0.2,0 <10 ha
2020-01-01,Garrigues,5.0,6.9,1.9,2.0,0 <10 ha
2020-01-01,Garrotxa,2.0,0.0,0.0,0.0,
2020-01-01,Gironès,10.0,0.1,0.2,0.3,0 <10 ha
2020-01-01,Maresme,6.0,0.0,0.9,0.9,0 <10 ha
2020-01-01,Moianès,2.0,0.0,0.2,0.2,0 <10 ha
2020-01-01,Montsià,5.0,0.6,8.2,8.8,0 <10 ha
2020-01-01,Noguera,16.0,27.6,9.1,36.7,10 > 100 ha
2020-01-01,Osona,6.0,0.2,0.2,0.3,0 <10 ha
2020-01-01,Pallars Jussà,5.0,0.0,0.9,0.9,0 <10 ha
2020-01-01,Pallars Sobirà,6.0,2.0,7.2,9.2,0 <10 ha
2020-01-01,Pla d'Urgell,1.0,0.0,0.2,0.2,0 <10 ha
2020-01-01,Pla de l'Estany,1.0,0.0,0.0,0.0,
2020-01-01,Priorat,1.0,0.0,0.1,0.1,0 <10 ha
2020-01-01,Ribera d'Ebre,8.0,3.9,5.8,9.7,0 <10 ha
2020-01-01,Ripollès,1.0,0.0,0.1,0.1,0 <10 ha
2020-01-01,Segarra,8.0,0.1,4.8,4.9,0 <10 ha
2020-01-01,Segrià,18.0,2.9,10.8,13.6,10 > 100 ha
2020-01-01,Selva,10.0,7.2,4.8,11.9,10 > 100 ha
2020-01-01,Solsonès,2.0,0.3,0.3,0.5,0 <10 ha
2020-01-01,Tarragonès,7.0,0.3,1.2,1.4,0 <10 ha
2020-01-01,Terra Alta,7.0,0.4,0.6,0.9,0 <10 ha
2020-01-01,Urgell,6.0,1.2,1.6,2.8,0 <10 ha
2020-01-01,Vallès Occidental,14.0,0.4,0.2,0.6,0 <10 ha
2020-01-01,Vallès Oriental,13.0,0.3,0.3,0.6,0 <10 ha
2021-01-01,Alt Camp,9.0,1.4,5.8,7.2,0 <10 ha
2021-01-01,Alt Empordà,29.0,25.9,432.8,458.7,100 > 500 ha
2021-01-01,Alt Penedès,34.0,2.3,2.9,5.2,0 <10 ha
2021-01-01,Alt Urgell,8.0,0.3,0.0,0.3,0 <10 ha
2021-01-01,Alta Ribagorça,3.0,0.1,0.2,0.3,0 <10 ha
2021-01-01,Anoia,21.0,1111.4,180.8,1292.2,>1000 ha
2021-01-01,Aran,0.0,0.0,0.0,0.0,
2021-01-01,Bages,16.0,1.7,2.0,3.6,0 <10 ha
2021-01-01,Baix Camp,11.0,0.3,3.2,3.4,0 <10 ha
2021-01-01,Baix Ebre,11.0,0.3,2.4,2.7,0 <10 ha
2021-01-01,Baix Empordà,40.0,53.6,48.8,102.5,100 > 500 ha
2021-01-01,Baix Llobregat,45.0,95.4,109.4,204.8,100 > 500 ha
2021-01-01,Baix Penedès,11.0,1.4,1.0,2.4,0 <10 ha
2021-01-01,Barcelonès,24.0,0.7,18.5,19.2,10 > 100 ha
2021-01-01,Berguedà,7.0,0.2,0.3,0.4,0 <10 ha
2021-01-01,Cerdanya,4.0,4.4,3.1,7.5,0 <10 ha
2021-01-01,Conca de Barberà,17.0,44.8,14.5,59.3,10 > 100 ha
2021-01-01,Garraf,5.0,0.7,0.0,0.7,0 <10 ha
2021-01-01,Garrigues,19.0,7.3,1.9,9.2,0 <10 ha
2021-01-01,Garrotxa,4.0,0.0,0.5,0.6,0 <10 ha
2021-01-01,Gironès,27.0,1.4,2.6,4.0,0 <10 ha
2021-01-01,Maresme,16.0,12.9,2.4,15.3,10 > 100 ha
2021-01-01,Moianès,2.0,0.3,0.1,0.4,0 <10 ha
2021-01-01,Montsià,6.0,0.0,5.2,5.2,0 <10 ha
2021-01-01,Noguera,27.0,8.2,14.9,23.1,10 > 100 ha
2021-01-01,Osona,11.0,1.4,0.4,1.8,0 <10 ha
2021-01-01,Pallars Jussà,9.0,0.4,3.4,3.8,0 <10 ha
2021-01-01,Pallars Sobirà,8.0,0.8,2.1,2.9,0 <10 ha
2021-01-01,Pla d'Urgell,0.0,0.0,0.0,0.0,
2021-01-01,Pla de l'Estany,1.0,0.1,0.0,0.1,0 <10 ha
2021-01-01,Priorat,3.0,1.5,1.0,2.5,0 <10 ha
2021-01-01,Ribera d'Ebre,10.0,4.4,3.2,7.6,0 <10 ha
2021-01-01,Ripollès,2.0,0.0,0.1,0.1,0 <10 ha
2021-01-01,Segarra,6.0,0.1,10.7,10.8,10 > 100 ha
2021-01-01,Segrià,26.0,11.2,40.7,51.9,10 > 100 ha
2021-01-01,Selva,9.0,2.2,0.0,2.2,0 <10 ha
2021-01-01,Solsonès,12.0,3.1,0.5,3.5,0 <10 ha
2021-01-01,Tarragonès,14.0,2.9,11.3,14.2,10 > 100 ha
2021-01-01,Terra Alta,7.0,49.6,21.4,71.0,10 > 100 ha
2021-01-01,Urgell,12.0,1.3,3.4,4.6,0 <10 ha
2021-01-01,Vallès Occidental,47.0,3.7,9.1,12.8,10 > 100 ha
2021-01-01,Vallès Oriental,34.0,1.4,2.7,4.1,0 <10 ha
