year,subregion,fires,affected_wood_ha,affected_scrub_ha,affected_total_ha,affected_size,forest_wood_Ha,forest_scrub_Ha,forest_other_Ha,areas_without_vegetation_Ha,rainfed_crops_Ha,irrigated_crops_Ha,urban_Ha,annual_avg_temp,average_maximums,average_minimums,outright_maximum,outright_minimum,annual_rainfall_mm,relative_humidity_%,wind_avg_speed_ms,wind_dominant_direction,risk_forest_fire
2000-01-01,Vallès Occidental,37.0,28.5,7.5,36.1,10 > 100 ha,,,,,,,,14.0,20.6,7.7,37.4,-7.7,456.0,73.0,1.5,S,Moderate
2000-01-01,Vallès Oriental,16.0,1.6,0.5,2.1,0 <10 ha,,,,,,,,14.0,20.5,7.7,36.7,-2.8,460.0,67.0,1.4,E,Moderate
2001-01-01,Alt Camp,6.0,3.8,2.6,6.4,0 <10 ha,10148.0,8817.0,3486.0,4139.0,19691.0,3980.0,3509.0,16.0,22.0,11.0,38.5,-3.1,463.0,69.0,2.7,N,Moderate
2001-01-01,Alt Empordà,36.0,164.7,1453.6,1618.4,>1000 ha,38265.0,20527.0,21623.0,3228.0,24627.0,13513.0,13485.0,17.0,23.4,12.0,38.9,-5.9,739.0,59.0,3.1,NE,Very high
2001-01-01,Alt Penedès,28.0,26.7,2.4,29.0,10 > 100 ha,15660.0,12125.0,214.0,3587.0,23304.0,166.0,4264.0,15.0,21.9,9.7,38.2,-5.3,372.0,74.0,2.2,S,High
2001-01-01,Alt Urgell,7.0,0.6,1.4,1.9,0 <10 ha,43256.0,27518.0,52552.0,14312.0,3667.0,1890.0,1505.0,12.0,19.4,5.7,38.2,-13.1,462.0,63.0,1.9,SW,Low
2001-01-01,Alta Ribagorça,4.0,0.0,9.3,9.3,0 <10 ha,10708.0,7156.0,23774.0,560.0,236.0,89.0,267.0,10.0,18.8,3.1,36.3,-16.4,881.0,72.0,1.3,S,Low
2001-01-01,Anoia,32.0,59.7,9.1,68.8,10 > 100 ha,29871.0,9483.0,7549.0,3737.0,31128.0,467.0,4515.0,16.0,22.6,11.1,39.3,-6.7,446.0,66.0,2.8,NW,Very high
2001-01-01,Bages,64.0,36.9,0.8,37.7,10 > 100 ha,59806.0,20676.0,11462.0,4021.0,25038.0,1272.0,7685.0,14.0,21.8,7.6,40.1,-13.2,389.0,72.0,1.3,S,Very high
2001-01-01,Baix Camp,10.0,0.1,2.9,3.0,0 <10 ha,15057.0,13961.0,4716.0,5512.0,7426.0,15932.0,7126.0,16.0,21.4,11.7,35.2,-4.2,464.0,72.0,4.0,W,Very high
2001-01-01,Baix Ebre,4.0,3.5,1.4,4.9,0 <10 ha,16182.0,15752.0,9668.0,4959.0,32997.0,17022.0,3360.0,17.0,22.4,13.1,36.0,-5.3,468.0,67.0,4.8,NW,Low
2001-01-01,Baix Empordà,67.0,310.7,119.2,429.9,100 > 500 ha,19453.0,12158.0,4488.0,2785.0,13216.0,9051.0,9109.0,16.0,23.3,9.6,40.1,-7.0,525.0,76.0,2.4,S,High
2001-01-01,Baix Llobregat,35.0,62.6,41.4,104.0,100 > 500 ha,12305.0,5741.0,1356.0,1529.0,2437.0,2994.0,22218.0,17.0,23.8,12.7,38.7,-0.1,443.0,68.0,2.3,W,Very high
2001-01-01,Baix Penedès,15.0,2.6,1.4,4.0,0 <10 ha,4999.0,9179.0,85.0,1221.0,8448.0,304.0,5344.0,17.0,22.1,11.7,35.8,-3.1,511.0,70.0,2.8,N,Low
2001-01-01,Barcelonès,27.0,32.6,102.7,135.3,100 > 500 ha,1855.0,143.0,463.0,183.0,163.0,182.0,11381.0,17.0,20.1,14.6,32.3,0.8,363.0,74.0,2.9,NE,Low
2001-01-01,Berguedà,17.0,2.9,0.9,3.8,0 <10 ha,42362.0,8015.0,42160.0,8823.0,10078.0,104.0,6968.0,11.0,19.8,4.5,39.0,-16.3,706.0,75.0,1.7,SW,Moderate
2001-01-01,Cerdanya,2.0,0.0,0.0,0.0,,19217.0,2508.0,25189.0,3169.0,2016.0,977.0,1909.0,9.0,18.0,1.8,36.3,-21.7,433.0,65.0,1.4,W,Low
2001-01-01,Conca de Barberà,18.0,6.3,5.6,11.9,10 > 100 ha,11752.0,14633.0,4610.0,5072.0,27164.0,373.0,1416.0,14.0,21.2,8.4,41.1,-8.3,338.0,72.0,2.8,W,High
2001-01-01,Garraf,20.0,1.5,0.0,1.5,0 <10 ha,4479.0,2523.0,3525.0,2557.0,1926.0,171.0,3279.0,18.0,21.5,14.2,33.3,0.3,333.0,69.0,0.9,SW,Very high
2001-01-01,Garrigues,17.0,18.3,60.5,78.8,10 > 100 ha,13236.0,12077.0,2933.0,2039.0,37656.0,10616.0,1233.0,15.0,20.4,9.8,39.3,-11.4,317.0,62.0,2.9,NE,Moderate
2001-01-01,Garrotxa,5.0,1.3,0.3,1.5,0 <10 ha,32160.0,14288.0,11600.0,4547.0,7737.0,1139.0,1959.0,15.0,21.7,8.4,37.2,-8.4,613.0,76.0,1.5,SW,Moderate
2001-01-01,Gironès,24.0,7.2,1.1,8.3,0 <10 ha,19691.0,12830.0,1492.0,2785.0,11585.0,4770.0,4447.0,17.0,23.3,11.0,38.6,-6.3,565.0,69.0,1.1,S,Very high
2001-01-01,Maresme,37.0,30.5,15.3,45.8,10 > 100 ha,17252.0,1994.0,3099.0,2339.0,1458.0,3516.0,10092.0,18.0,21.8,14.2,37.9,0.8,395.0,71.0,2.8,NW,High
2001-01-01,Montsià,9.0,0.0,9.0,9.0,0 <10 ha,9885.0,9702.0,3352.0,5203.0,23787.0,19717.0,2144.0,17.0,21.0,12.5,31.9,-0.8,492.0,74.0,2.5,NW,High
2001-01-01,Noguera,18.0,119.1,100.4,219.4,100 > 500 ha,15372.0,60268.0,17253.0,6703.0,51887.0,23067.0,3790.0,14.0,20.8,8.1,39.6,-13.5,359.0,76.0,1.5,W,High
2001-01-01,Osona,14.0,0.6,0.6,1.2,0 <10 ha,54101.0,14837.0,13022.0,7288.0,30398.0,424.0,6200.0,13.0,20.4,6.8,39.0,-17.1,531.0,72.0,1.3,S,High
2001-01-01,Pallars Jussà,7.0,1.3,0.3,1.6,0 <10 ha,29091.0,35228.0,41554.0,7157.0,17528.0,2993.0,859.0,13.0,20.5,6.8,40.9,-14.7,498.0,67.0,1.7,W,Moderate
2001-01-01,Pallars Sobirà,6.0,1.0,17.5,18.5,10 > 100 ha,61846.0,2935.0,55085.0,13192.0,2161.0,289.0,382.0,13.0,19.9,6.9,37.7,-10.7,650.0,60.0,1.7,SE,Low
2001-01-01,Pla d'Urgell,0.0,0.0,0.0,0.0,,11.0,0.0,520.0,372.0,955.0,26067.0,2645.0,14.0,21.7,7.9,40.1,-14.1,283.0,72.0,3.0,SW,Moderate
2001-01-01,Pla de l'Estany,19.0,19.0,1.6,20.6,10 > 100 ha,10820.0,2945.0,898.0,987.0,8219.0,962.0,1489.0,16.0,21.8,10.6,37.0,-3.4,708.5238095238095,73.0,2.6,NW,High
2001-01-01,Priorat,13.0,3.6,1.1,4.7,0 <10 ha,8668.0,11490.0,6069.0,5459.0,13799.0,2163.0,2022.0,15.0,21.0,9.8,37.8,-7.2,444.0,66.0,1.8,W,Very high
2001-01-01,Ribera d'Ebre,9.0,1.0,0.4,1.4,0 <10 ha,22953.0,15956.0,5241.0,8903.0,21654.0,6850.0,1043.0,17.0,24.3,10.1,40.1,-9.8,331.0,70.0,2.4,NW,Very high
2001-01-01,Ripollès,2.0,0.0,0.7,0.7,0 <10 ha,39566.0,3043.0,45666.0,4763.0,1620.0,73.0,1059.0,11.0,18.0,4.2,34.1,-14.2,849.0,76.0,1.5,SW,Low
2001-01-01,Segarra,4.0,21.5,2.0,23.5,10 > 100 ha,3897.0,15086.0,2901.0,521.0,46979.0,135.0,2751.0,14.0,19.4,8.6,38.7,-10.6,355.0,69.0,3.0,W,Moderate
2001-01-01,Segrià,10.0,18.6,4.2,22.8,10 > 100 ha,5710.0,9741.0,10436.0,1921.0,40320.0,66690.0,4902.0,14.0,21.1,6.8,38.8,-11.7,354.0,77.0,1.7,SW,Moderate
2001-01-01,Selva,46.0,7.0,0.9,7.8,0 <10 ha,61536.0,13408.0,3183.0,3392.0,7125.0,4351.0,6651.0,16.0,22.8,9.4,40.0,-7.9,493.0,73.0,2.5,NW,Very high
2001-01-01,Solsonès,7.0,0.6,2.4,3.0,0 <10 ha,47354.0,10210.0,20453.0,3228.0,17582.0,75.0,1278.0,14.0,20.8,8.2,40.4,-8.7,467.0,67.0,2.2,SW,Very high
2001-01-01,Tarragonès,4.0,3.3,2.2,5.5,0 <10 ha,3322.0,3577.0,318.0,1945.0,8445.0,4232.0,9901.0,18.0,22.2,14.1,36.5,-0.8,529.0,76.0,1.9,NW,High
2001-01-01,Terra Alta,8.0,4.7,10.1,14.8,10 > 100 ha,17554.0,15765.0,3317.0,4326.0,32071.0,435.0,742.0,15.0,19.9,10.6,35.1,-10.2,280.0,59.0,3.1,W,Very high
2001-01-01,Urgell,1.0,0.0,0.1,0.1,0 <10 ha,2191.0,2755.0,2467.0,1107.0,31405.0,15590.0,2415.0,14.0,20.0,9.4,39.7,-12.1,325.0,68.0,3.7,SW,Moderate
2001-01-01,Aran,3.0,0.0,5.0,5.0,0 <10 ha,10500.0,4986.0,37603.0,9630.0,55.0,0.0,516.0,10.0,16.5,4.8,35.0,-12.6,846.0,73.0,1.9,S,Low
2001-01-01,Vallès Occidental,42.0,3.0,9.9,12.9,10 > 100 ha,28478.0,4705.0,786.0,483.0,4913.0,567.0,18368.0,15.0,21.7,9.7,37.0,-4.5,450.0,65.0,1.4,W,Moderate
2001-01-01,Vallès Oriental,26.0,16.6,1.6,18.2,10 > 100 ha,42249.0,9395.0,5734.0,3291.0,8299.0,2904.0,13298.0,15.0,23.2,9.2,39.1,-8.8,428.0,68.0,1.6,E,Moderate
2002-01-01,Alt Camp,9.0,2.7,7.0,9.7,0 <10 ha,10148.0,8817.0,3486.0,4139.0,19699.0,3980.0,3501.0,16.0,21.7,10.9,35.2,1.3,540.0,72.0,2.6,N,Moderate
2002-01-01,Alt Empordà,25.0,4.1,44.4,48.5,10 > 100 ha,38292.0,20573.0,22787.0,3301.0,23716.0,13123.0,14068.0,17.0,22.4,11.6,36.5,-2.6,571.0,65.0,2.4,NE,Very high
2002-01-01,Alt Penedès,20.0,6.8,4.0,10.8,10 > 100 ha,15660.0,12136.0,244.0,3583.0,23228.0,161.0,4308.0,15.0,21.5,9.7,35.1,-0.2,744.0,80.0,1.9,NE,High
2002-01-01,Alt Urgell,15.0,10.7,11.0,21.7,10 > 100 ha,43220.0,27518.0,52636.0,14312.0,3685.0,1824.0,1505.0,12.0,18.5,5.6,34.8,-6.5,720.0,68.0,1.9,SW,Low
2002-01-01,Alta Ribagorça,8.0,17.1,25.8,42.9,10 > 100 ha,10708.0,7156.0,20445.0,3888.0,281.0,45.0,267.0,10.0,18.0,3.3,32.9,-9.2,1032.0,76.0,1.2,S,Low
2002-01-01,Anoia,31.0,21.2,8.4,29.6,10 > 100 ha,29846.0,9520.0,7604.0,3734.0,30848.0,464.0,4734.0,16.0,21.7,10.7,37.1,-0.2,624.0,76.0,2.9,NW,Very high
2002-01-01,Bages,39.0,9.1,3.8,12.9,10 > 100 ha,60187.0,20643.0,10861.0,4044.0,25142.0,1346.0,7737.0,14.0,20.9,7.7,35.9,-5.2,736.0,77.0,1.1,S,Very high
2002-01-01,Baix Camp,13.0,0.8,11.7,12.5,10 > 100 ha,14648.0,13125.0,5043.0,6023.0,12788.0,9802.0,8301.0,16.0,21.4,12.0,33.5,2.8,380.0,70.0,3.7,NW,Very high
2002-01-01,Baix Ebre,12.0,18.1,14.0,32.1,10 > 100 ha,16182.0,15752.0,9668.0,4959.0,32940.0,17079.0,3360.0,17.0,21.9,13.2,35.7,1.8,475.0,71.0,5.0,NW,Low
2002-01-01,Baix Empordà,30.0,4.1,1.4,5.5,0 <10 ha,19388.0,12218.0,4488.0,2785.0,13231.0,9051.0,9099.0,15.0,22.2,9.1,33.5,-2.8,818.0,80.0,2.1,S,High
2002-01-01,Baix Llobregat,20.0,1.8,6.9,8.6,0 <10 ha,12317.0,5741.0,1412.0,1529.0,2341.0,2747.0,22493.0,16.0,22.0,11.4,38.5,2.1,703.0,74.0,2.1,W,Very high
2002-01-01,Baix Penedès,9.0,1.0,0.7,1.7,0 <10 ha,5113.0,9183.0,85.0,1877.0,7121.0,381.0,5820.0,17.0,21.9,11.9,32.9,1.3,631.0,74.0,2.8,N,Low
2002-01-01,Barcelonès,11.0,1.1,2.3,4.2,0 <10 ha,1855.0,143.0,462.0,183.0,163.0,182.0,11382.0,15.0,19.5,12.2,33.6,3.1,937.0,72.0,5.1,SW,Low
2002-01-01,Berguedà,9.0,2.0,0.3,2.3,0 <10 ha,44084.0,6293.0,42794.0,8191.0,10335.0,118.0,6695.0,11.0,18.8,4.7,34.1,-8.3,858.0,79.0,2.0,SW,Moderate
2002-01-01,Cerdanya,8.0,0.1,4.6,4.7,0 <10 ha,19077.0,2508.0,25538.0,3143.0,1993.0,959.0,1767.0,10.0,18.1,2.9,34.6,-10.8,710.0,72.0,1.2,W,Low
2002-01-01,Conca de Barberà,12.0,506.4,37.9,544.4,500 > 1000 ha,11752.0,14633.0,4610.0,5072.0,27171.0,366.0,1416.0,15.0,20.4,9.2,36.1,-3.1,375.0,72.0,3.1,W,High
2002-01-01,Garraf,3.0,0.0,0.1,0.1,0 <10 ha,4479.0,2523.0,3535.0,2557.0,1916.0,171.0,3279.0,18.0,21.3,14.4,30.9,5.2,772.0,71.0,1.5,SW,Very high
2002-01-01,Garrigues,23.0,8.9,6.4,15.3,10 > 100 ha,13222.0,12085.0,2951.0,2019.0,37664.0,10616.0,1233.0,15.0,20.7,10.2,36.2,-2.2,340.0,65.0,2.9,W,Moderate
2002-01-01,Garrotxa,8.0,0.6,1.0,1.6,0 <10 ha,32160.0,14288.0,11600.0,4547.0,7620.0,1256.0,1959.0,14.0,20.8,8.6,35.5,-4.1,1195.0,80.0,1.3,SW,Moderate
2002-01-01,Gironès,11.0,1.7,0.2,1.9,0 <10 ha,19690.0,12827.0,1492.0,2785.0,11589.0,4770.0,4447.0,16.0,22.3,10.9,35.8,-1.7,737.0,74.0,1.4,S,Very high
2002-01-01,Maresme,12.0,0.1,0.3,0.4,0 <10 ha,17252.0,1993.0,3134.0,2343.0,1423.0,3467.0,10138.0,17.0,21.5,13.8,31.8,5.2,832.0,75.0,2.5,NW,High
2002-01-01,Montsià,5.0,1.0,2.3,3.3,0 <10 ha,10615.0,9961.0,3623.0,5983.0,21325.0,19589.0,2694.0,17.0,20.7,12.8,30.5,1.9,649.0,72.0,3.5,NW,High
2002-01-01,Noguera,24.0,14.6,15.0,29.7,10 > 100 ha,15372.0,60268.0,17253.0,6703.0,50766.0,24188.0,3790.0,15.0,21.1,8.7,37.7,-3.6,335.0,77.0,2.0,N,High
2002-01-01,Osona,6.0,1.0,0.1,1.2,0 <10 ha,54057.0,14810.0,13240.0,7200.0,30263.0,457.0,6243.0,13.0,19.4,7.0,35.5,-5.5,715.0,78.0,1.1,S,High
2002-01-01,Pallars Jussà,9.0,23.6,2.1,25.7,10 > 100 ha,29091.0,35228.0,41554.0,7157.0,17528.0,2993.0,859.0,13.0,20.2,7.0,37.6,-7.1,641.0,70.0,1.7,SE,Moderate
2002-01-01,Pallars Sobirà,10.0,40.6,31.9,72.5,10 > 100 ha,61845.0,2935.0,55147.0,13192.0,2104.0,285.0,382.0,13.0,19.6,7.5,35.6,-6.3,809.0,65.0,1.6,SE,Low
2002-01-01,Pla d'Urgell,0.0,0.0,0.0,0.0,,12.0,0.0,504.0,273.0,762.0,26260.0,2759.0,14.0,21.0,7.9,37.1,-4.0,309.0,76.0,3.5,SW,Moderate
2002-01-01,Pla de l'Estany,10.0,1.1,0.2,1.3,0 <10 ha,10820.0,2945.0,898.0,987.0,8213.0,962.0,1495.0,16.0,21.3,10.8,34.7,-1.0,594.0,81.0,2.2,S,High
2002-01-01,Priorat,11.0,6.4,2.8,9.2,0 <10 ha,8668.0,11490.0,6067.0,5459.0,13796.0,2168.0,2022.0,15.0,20.7,10.3,36.5,0.1,676.0,70.0,2.4,W,Very high
2002-01-01,Ribera d'Ebre,14.0,44.0,1.5,45.5,10 > 100 ha,22953.0,15956.0,5241.0,8903.0,21254.0,7250.0,1043.0,17.0,23.8,11.1,39.5,-1.7,457.0,68.0,2.6,NW,Very high
2002-01-01,Ripollès,4.0,9.2,0.8,10.0,0 <10 ha,39566.0,3041.0,46912.0,4460.0,723.0,29.0,1059.0,10.0,16.7,4.3,31.1,-9.1,934.0,82.0,1.3,SW,Low
2002-01-01,Segarra,5.0,0.6,5.3,5.9,0 <10 ha,3897.0,15086.0,2758.0,574.0,47310.0,138.0,2507.0,13.0,18.7,8.2,36.6,-2.6,397.0,73.0,3.4,W,Moderate
2002-01-01,Segrià,14.0,42.2,5.2,47.4,10 > 100 ha,5710.0,9741.0,10382.0,1917.0,39837.0,65599.0,6534.0,14.0,20.2,8.6,35.6,-3.9,339.0,78.0,2.7,W,Moderate
2002-01-01,Selva,14.0,1.7,0.0,1.7,0 <10 ha,61379.0,13393.0,3242.0,3392.0,7151.0,4412.0,6681.0,15.0,21.5,9.2,33.6,-2.7,876.0,77.0,2.2,NW,Very high
2002-01-01,Solsonès,12.0,4.7,0.1,4.9,0 <10 ha,46894.0,10643.0,19278.0,4058.0,17949.0,53.0,1305.0,13.0,19.5,7.2,37.0,-3.7,595.0,72.0,2.4,SW,Very high
2002-01-01,Tarragonès,4.0,0.5,0.7,1.2,0 <10 ha,3244.0,3357.0,319.0,3345.0,8197.0,4043.0,9235.0,17.0,21.9,13.3,34.5,2.6,472.0,78.0,1.9,N,High
2002-01-01,Terra Alta,13.0,3.6,0.1,3.7,0 <10 ha,17496.0,15782.0,2336.0,2378.0,31666.0,450.0,4102.0,15.0,19.9,11.2,35.0,-1.4,542.0,69.0,3.1,W,Very high
2002-01-01,Urgell,14.0,0.3,7.8,8.1,0 <10 ha,2194.0,2752.0,2467.0,1107.0,31405.0,15590.0,2415.0,14.0,19.7,9.5,36.6,-4.5,352.0,70.0,3.9,SW,Moderate
2002-01-01,Aran,5.0,130.0,740.0,870.0,500 > 1000 ha,10500.0,4986.0,37600.0,9630.0,58.0,0.0,516.0,9.0,15.8,4.9,33.1,-7.0,1277.0,77.0,1.7,S,Low
2002-01-01,Vallès Occidental,30.0,7.1,139.1,146.2,100 > 500 ha,28478.0,4700.0,800.0,483.0,4889.0,581.0,18369.0,15.0,21.2,9.7,34.4,-2.5,674.0,69.0,1.8,W,Moderate
2002-01-01,Vallès Oriental,12.0,0.3,0.8,1.1,0 <10 ha,42124.0,9269.0,5437.0,3286.0,8861.0,2895.0,13298.0,16.0,23.5,9.7,38.5,-2.5,545.0,78.0,1.9,E,Moderate
2003-01-01,Alt Camp,9.0,207.0,1.1,208.1,100 > 500 ha,10148.0,8817.0,3486.0,4139.0,19700.0,3979.0,3501.0,16.0,21.9,11.3,38.8,-2.5,574.0,71.0,3.0,NW,Moderate
2003-01-01,Alt Empordà,40.0,66.3,104.5,170.7,100 > 500 ha,36673.0,20025.0,19449.0,3450.0,29248.0,12997.0,14019.0,18.0,22.8,12.5,41.0,-3.6,742.0,65.0,3.0,NE,Very high
2003-01-01,Alt Penedès,24.0,153.7,10.0,163.7,100 > 500 ha,15660.0,12092.0,249.0,3620.0,23248.0,185.0,4266.0,16.0,22.1,10.2,38.8,-2.1,586.0,78.0,2.0,NE,High
2003-01-01,Alt Urgell,14.0,11.1,2.8,13.9,10 > 100 ha,43220.0,27518.0,52687.0,14312.0,3636.0,1822.0,1505.0,12.0,19.3,6.3,37.2,-9.7,638.0,65.0,2.0,SW,Low
2003-01-01,Alta Ribagorça,4.0,3.5,6.1,9.6,0 <10 ha,10708.0,7156.0,20455.0,3888.0,271.0,45.0,267.0,11.0,18.9,4.1,36.4,-11.8,1104.0,74.0,1.0,S,Low
2003-01-01,Anoia,34.0,218.5,8.1,226.6,100 > 500 ha,29846.0,9520.0,7619.0,3734.0,30833.0,464.0,4734.0,16.0,21.5,11.1,37.4,-1.5,502.0,67.0,3.0,NW,Very high
2003-01-01,Bages,46.0,1213.5,111.1,1324.6,>1000 ha,61572.0,22270.0,8708.0,3441.0,24744.0,1313.0,7912.0,14.0,21.3,7.7,38.8,-7.4,733.0,75.0,1.0,S,Very high
2003-01-01,Baix Camp,12.0,2.5,22.7,25.2,10 > 100 ha,14648.0,13125.0,4864.0,5921.0,12831.0,10040.0,8301.0,16.0,21.3,11.9,36.3,-0.7,772.0,71.0,3.0,NW,Very high
2003-01-01,Baix Ebre,7.0,15.1,0.9,16.9,10 > 100 ha,16182.0,15752.0,9668.0,4959.0,32886.0,17133.0,3360.0,17.0,22.0,13.1,38.4,-0.9,712.0,71.0,5.0,NW,Low
2003-01-01,Baix Empordà,32.0,817.2,54.7,871.8,500 > 1000 ha,19388.0,12218.0,4488.0,2785.0,13231.0,9051.0,9099.0,16.0,22.7,9.5,41.3,-5.7,802.0,78.0,2.0,S,High
2003-01-01,Baix Llobregat,50.0,6.8,7.9,14.8,10 > 100 ha,12319.0,5776.0,1415.0,1531.0,2270.0,2652.0,22617.0,16.0,22.1,11.6,39.8,-2.2,631.0,62.0,2.0,NW,Very high
2003-01-01,Baix Penedès,8.0,9.8,6.1,15.9,10 > 100 ha,5113.0,9183.0,187.0,1877.0,7038.0,362.0,5820.0,17.0,22.6,12.5,37.6,-1.6,525.0,74.0,3.0,NW,Low
2003-01-01,Barcelonès,34.0,37.2,23.5,60.6,10 > 100 ha,1855.0,143.0,463.0,183.0,163.0,181.0,11382.0,16.0,20.4,12.7,39.2,-1.1,578.0,71.0,5.0,NW,Low
2003-01-01,Berguedà,26.0,6.8,1.1,7.9,0 <10 ha,44099.0,6557.0,42150.0,9363.0,10306.0,119.0,5916.0,12.0,19.7,5.2,38.1,-10.5,748.0,76.0,2.0,SW,Moderate
2003-01-01,Cerdanya,4.0,3.5,1.0,4.5,0 <10 ha,19107.0,2508.0,25311.0,3038.0,2255.0,981.0,1785.0,9.0,16.9,2.1,33.6,-16.6,530.0,71.0,3.0,SW,Low
2003-01-01,Conca de Barberà,8.0,23.1,2.8,25.9,10 > 100 ha,11752.0,14633.0,4380.0,5162.0,27252.0,425.0,1416.0,15.0,20.5,9.8,38.1,-3.5,756.0,71.0,3.0,W,High
2003-01-01,Garraf,5.0,4.1,3.5,7.6,0 <10 ha,4479.0,2523.0,3535.0,2557.0,1918.0,163.0,3285.0,18.0,21.6,14.7,34.0,1.8,569.0,71.0,2.0,SW,Very high
2003-01-01,Garrigues,16.0,40.7,2.0,42.7,10 > 100 ha,13222.0,12085.0,2932.0,2014.0,39060.0,9244.0,1233.0,16.0,21.4,11.0,37.8,-4.8,508.0,69.0,3.0,W,Moderate
2003-01-01,Garrotxa,4.0,0.1,0.1,0.1,0 <10 ha,32160.0,14288.0,11577.0,4544.0,7562.0,1338.0,1961.0,14.0,20.9,8.2,38.9,-6.8,1189.0,77.0,1.0,SW,Moderate
2003-01-01,Gironès,37.0,77.3,13.9,91.2,10 > 100 ha,20665.0,12827.0,1247.0,2880.0,10730.0,4580.0,4671.0,16.0,22.6,10.9,41.2,-3.7,749.0,70.0,2.0,S,Very high
2003-01-01,Maresme,16.0,243.8,5.2,249.1,100 > 500 ha,17252.0,1993.0,3094.0,2344.0,1452.0,3441.0,10174.0,17.0,21.6,13.7,37.4,1.0,545.0,72.0,3.0,SW,High
2003-01-01,Montsià,3.0,0.0,0.7,0.7,0 <10 ha,10679.0,9356.0,3674.0,7316.0,21537.0,18518.0,2710.0,17.0,21.0,13.2,32.8,0.0,526.0,71.0,3.0,NW,High
2003-01-01,Noguera,22.0,34.6,27.8,62.4,10 > 100 ha,15372.0,60268.0,17253.0,6703.0,50510.0,24444.0,3790.0,15.0,21.8,9.2,38.7,-8.0,525.0,77.0,2.0,N,High
2003-01-01,Osona,16.0,6.9,1.5,8.4,0 <10 ha,54002.0,14879.0,13247.0,7185.0,30191.0,480.0,6286.0,13.0,19.7,7.0,38.8,-8.0,561.0,74.0,1.0,S,High
2003-01-01,Pallars Jussà,11.0,11.6,2.0,13.6,10 > 100 ha,29091.0,35228.0,41554.0,7157.0,17528.0,2993.0,859.0,14.0,20.8,7.8,39.6,-8.5,767.0,69.0,2.0,W,Moderate
2003-01-01,Pallars Sobirà,12.0,3.0,4.3,7.3,0 <10 ha,61845.0,2935.0,55147.0,13192.0,2103.0,286.0,382.0,14.0,20.3,8.1,37.3,-7.2,932.0,61.0,1.0,SE,Low
2003-01-01,Pla d'Urgell,0.0,0.0,0.0,0.0,,11.0,0.0,504.0,273.0,745.0,26077.0,2960.0,15.0,21.8,8.4,38.4,-7.1,386.0,77.0,3.0,SW,Moderate
2003-01-01,Pla de l'Estany,15.0,38.8,1.3,40.2,10 > 100 ha,10820.0,2945.0,898.0,988.0,8187.0,987.0,1495.0,16.0,21.6,10.8,40.7,-3.7,1002.0,74.0,3.0,S,High
2003-01-01,Priorat,2.0,3.8,6.1,9.9,0 <10 ha,8668.0,11490.0,6067.0,5459.0,13640.0,2324.0,2022.0,15.0,20.7,10.1,39.5,-4.4,667.0,70.0,2.0,SE,Very high
2003-01-01,Ribera d'Ebre,17.0,9.1,4.6,13.8,10 > 100 ha,23013.0,15967.0,5240.0,9289.0,20614.0,7386.0,1091.0,17.0,24.3,11.2,41.1,-5.8,494.0,67.0,3.0,S,Very high
2003-01-01,Ripollès,3.0,0.6,1.3,1.9,0 <10 ha,39566.0,3041.0,46810.0,4460.0,813.0,41.0,1059.0,11.0,17.7,4.6,35.9,-11.1,1264.0,79.0,1.0,SW,Low
2003-01-01,Segarra,5.0,82.3,200.6,282.9,100 > 500 ha,3889.0,15086.0,2774.0,560.0,47289.0,165.0,2507.0,14.0,19.5,8.9,37.4,-6.1,558.0,72.0,3.0,W,Moderate
2003-01-01,Segrià,14.0,224.0,1328.6,1552.6,>1000 ha,5710.0,9741.0,10363.0,1917.0,39655.0,65800.0,6534.0,14.0,20.5,8.9,37.3,-7.6,606.0,78.0,2.0,W,Moderate
2003-01-01,Selva,35.0,811.2,41.8,853.0,500 > 1000 ha,61328.0,13353.0,3198.0,3392.0,7247.0,4446.0,6686.0,15.0,21.9,9.3,40.9,-4.3,777.0,74.0,2.0,NW,Very high
2003-01-01,Solsonès,18.0,1.3,0.2,1.6,0 <10 ha,46894.0,10643.0,19185.0,4058.0,18032.0,63.0,1305.0,13.0,19.7,7.5,38.3,-7.8,549.0,68.0,2.0,SW,Very high
2003-01-01,Tarragonès,5.0,10.8,16.9,27.7,10 > 100 ha,3242.0,3353.0,284.0,2038.0,8254.0,4016.0,10553.0,18.0,21.8,12.9,35.2,-3.2,579.0,76.0,3.0,NW,High
2003-01-01,Terra Alta,5.0,1.2,0.1,1.3,0 <10 ha,17554.0,15766.0,3327.0,4004.0,31850.0,459.0,1250.0,16.0,20.3,11.6,37.5,-5.1,656.0,75.0,3.0,W,Very high
2003-01-01,Urgell,2.0,1.9,8.1,10.0,0 <10 ha,2194.0,2752.0,2467.0,1107.0,31405.0,15590.0,2415.0,15.0,19.9,9.8,37.7,-5.3,498.0,68.0,4.0,SW,Moderate
2003-01-01,Aran,7.0,0.3,5.3,5.5,0 <10 ha,10500.0,4986.0,37607.0,9630.0,51.0,0.0,516.0,10.0,16.8,5.2,36.1,-12.0,1168.0,75.0,2.0,S,Low
2003-01-01,Vallès Occidental,45.0,1834.5,343.7,2178.2,>1000 ha,28478.0,4697.0,800.0,483.0,4791.0,609.0,18442.0,16.0,21.7,10.3,38.6,-3.5,586.0,65.0,1.0,W,Moderate
